"","Title","Authors","Abstract","Published Year","Published Month","Journal","Volume","Issue","Pages","Accession Number","DOI","Ref","Covidence #","Study","Notes","Tags","Biotic","Transboundary unclear","Biophysical","Intervention","Potentially relevant","save for other sections","Original_study"
"64","Risk assessment in the face of a changing environment: gypsy moth and climate change in Utah","Logan, J. A.; Regniere, J.; Gray, D. R.; Munson, A. S.","The importance of efficaciously assessing the risk for introduction and establishment of pest species is an increasingly important ecological and economic issue. Evaluation of climate is fundamental to determining the potential success of an introduced or invasive insect pest. However, evaluating climatic suitability poses substantial difficulties; climate can be measured and assessed in a bewildering array of ways. Some physiological filter, in essence a lens that focuses climate through the requirements and constraints of a potential pest introduction, is required. Difficulties in assessing climate suitability are further exacerbated by the effects of climate change. Gypsy moth (Lymantria dispar L.) is an exotic, tree-defoliating insect that is frequently introduced into the western United States. In spite of an abundance of potential host species, these introductions have yet to result in established populations. The success of eradication efforts and the unsuccessful establishment of many detected and undetected introductions may be related to an inhospitable climate. Climatic suitability for gypsy moth in the western United States, however, is potentially improving, perhaps rapidly, due to a general warming trend that began in the mid 1970s and continues today. In this work, we describe the application of a physiologically based climate suitability model for evaluating risk of gypsy moth establishment on a landscape level. Development of this risk assessment system first required amassing databases that integrated the gypsy moth climatic assessment model, with host species distributions, and climate (historical, present, and future). This integrated system was then used to evaluate climate change scenarios for native host species in Utah, with the result that risk of establishment will dramatically increase during the remainder of the 21st century under reasonable climate change scenarios. We then applied the risk assessment system to several case histories of detected gypsy moth introductions in Utah. These applications demonstrated the general utility of the system for predicting risk of establishment and for designing improved risk detection strategies.",2007,"","Ecological Applications","17","1","101-117","","http://dx.doi.org/10.1890/1051-0761(2007)017[0101:RAITFO]2.0.CO;2","","#20547","Logan 2007","","Biotic",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"65","The influence of changing climate on the ecology and management of selected Laurentian Great Lakes fisheries","Lynch, A. J.; Taylor, W. W.; Smith, K. D.","The Laurentian Great Lakes Basin provides an ecological system to evaluate the potential effect of climate change on dynamics of fish populations and the management of their fisheries. This review describes the physical and biological mechanisms by which fish populations will be affected by changes in timing and duration of ice cover, precipitation events and temperature regimes associated with projected climate change in the Great Lakes Basin with a principal focus on the fish communities in shallower regons of the basin. Lake whitefish Coregonus clupeaformis, walleye Sander vitreus and smallmouth bass Micropterus dolomieu were examined to assess the potential effects of climate change on guilds of Great Lakes cold, cool and warm-water fishes, respectively. Overall, the projection for these fishes are for the increased thermally suitable habitat within the lakes, though in different regions than they currently inhabit. Colder-water fishes wil seek refuge further north and deeper in the water column and warmer-water fishes will fill the vacated habiat space in the warmer regions of the lakes. While these projection can be modified by a number of other habitat elements (e.g. anoxia, ice cover, dispersal ability and trophic productivity), it is clear that climate-change drivers will challenge the nature, flexibility and public perception of current fisheries management programmes. Fisheries agencies should develop decision support tools to provide a systematic method for incorporating ecological responses to climate change and moderating public interest to ensure a sustainable future for Great Lakes fishes and fisheries.",2010,"","Journal of Fish Biology","77","8","1964-1982","","http://dx.doi.org/10.1111/j.1095-8649.2010.02759.x","","#20663","Lynch 2010","Elliott Parsons (2024-11-02 07:40:56)(Select): review yes, flow - yes, biotic (fish), climate change impact on flow yes, biodiversity yes (fish communities), North America (yes), transboundary flow - yes, Great Lakes are on the border of US and Canada and paper talks about cold-water fishes seeking refuge further north.; ","Biophysical",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"66","Recent climate change in the Arctic and its impact on contaminant pathways and interpretation of temporal trend data","Macdonald, R. W.; Harner, T.; Fyfe, J.","The Arctic has undergone dramatic change during the past decade. The observed changes include atmospheric sea-level pressure, wind fields, sea-ice drift, ice cover, length of melt season, change in precipitation patterns, change in hydrology and change in ocean currents and watermass distribution. It is likely that these primary changes have altered the carbon cycle and biological systems, but the difficulty of observing these together with sporadic, incomplete time series makes it difficult to evaluate what the changes have been. Because contaminants enter global systems and transport through air and water, the changes listed above will clearly alter contaminant pathways. Here, we review what is known about recent changes using the Arctic Oscillation as a proxy to help us understand the forms under which global change will be manifest in the Arctic. For Pb, Cd and Zn, the Arctic is likely to become a more effective trap because precipitation is likely to increase. In the case of Cd, the natural cycle in the ocean appears to have a much greater potential to alter exposure than do human releases of this metal. Mercury has an especially complex cycle in the Arctic including a unique scavenging process (mercury depletion events), biomagnifying foodwebs, and chemical transformations such as methylation. The observation that mercury seems to be increasing in a number of aquatic species whereas atmospheric gaseous mercury shows little sign of change suggests that factors related to change in the physical system (ice cover, permafrost degradation, organic carbon cycling) may be more important than human activities. Organochlorine contaminants offer a surprising array of possibilities for changed pathways. To change in precipitation patterns can be added change in ice cover (air-water exchange), change in food webs either from the top down or from the bottom up (biomagnification), change in the organic carbon cycle and change in diets. Perhaps the most interesting possibility, presently difficult to predict, is combination of immune suppression together with expanding ranges of disease vectors. Finally, biotransport through migratory species is exceptionally vulnerable to changes in migration strength or in migration pathway - in the Arctic, change in the distribution of ice and temperature may already have caused such changes. Hydrocarbons, which tend to impact surfaces, will be mostly affected by change in the ice climate (distribution and drift tracks). Perhaps the most dramatic changes will occur because our view of the Arctic Ocean will change as it becomes more amenable to transport, tourism and mineral exploration on the shelves. Radionuclides have tended not to produce a radiological problem in the Arctic; nevertheless one pathway, the ice, remains a risk because it can accrue, concentrate and transport radio-contaminated sediments. This pathway is sensitive to where ice is produced, what the transport pathways of ice are, and where ice is finally melted - all strong candidates for change during the coming century. The changes that have already occurred in the Arctic and those that are projected to occur have an effect on contaminant time series including direct measurements (air, water, biota) or proxies (sediment cores, ice cores, archive material). Although these 'system' changes can alter the flux and concentrations at given sites in a number of obvious ways, they have been all but ignored in the interpretation of such time series. To understand properly what trends mean, especially in complex 'recorders' such as seals, walrus and polar bears, demands a more thorough approach to time series by collecting data in a number of media coherently. Presently, a major reservoir for contaminants and the one most directly connected to biological uptake in species at greatest risk-the ocean-practically lacks such time series.",2005,"","Special Issue: Sources, occurrence, trends and pathways of contaminants in the arctic physical environment.","342","1/3","5-86","","http://dx.doi.org/10.1016/j.scitotenv.2004.12.059","","#20685","Macdonald 2005","Elliott Parsons (2024-11-02 11:39:20)(Select): There is a whole section on climate change and the impacts on species through migration, and invasions. North America mentioned multiple times.; ","Biophysical",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"67","Climate and land use driven ecosystem homogenization in the Prairie Pothole Region","McLean, K.; Mushet, D.; Sweetman, J.","The homogenization of freshwater ecosystems and their biological communities has emerged as a prevalent and concerning phenomenon because of the loss of ecosystem multifunctionality. The millions of prairie-pothole wetlands scattered across the Prairie Pothole Region (hereafter PPR) provide critical ecosystem functions at local, regional, and continental scales. However, an estimated loss of 50% of historical wetlands and the widespread conversion of grasslands to cropland make the PPR a heavily modified landscape. Therefore, it is essential to understand the current and potential future stressors affecting prairie-pothole wetland ecosystems in order to conserve and restore their functions. Here, we describe a conceptual model that illustrates how (a) historical wetland losses, (b) anthropogenic landscape modifications, and (c) climate change interact and have altered the variability among remaining depressional wetland ecosystems (i.e., ecosystem homogenization) in the PPR. We reviewed the existing literature to provide examples of wetland ecosystem homogenization, provide implications for wetland management, and identify informational gaps that require further study. We found evidence for spatial, hydrological, chemical, and biological homogenization of prairie-pothole wetlands. Our findings indicate that the maintenance of wetland ecosystem multifunctionality is dependent on the preservation and restoration of heterogenous wetland complexes, especially the restoration of small wetland basins.",2022,"","Water","14","19","","","http://dx.doi.org/10.3390/w14193106","","#20996","McLean 2022","Elliott Parsons (2024-11-06 08:45:49)(Select): This looks at the prairie pothole region which includes Canada and US. Everything in our criteria checked out except for explicit transboundary movement of anything. ;","Biophysical; Transboundary unclear",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"68","Science needs of southeastern grassland species of conservation concern: a framework for species status assessments","Noss, R. F.; Cartwright, J. M.; Estes, D.; Witsell, T.; Elliott, K. G.; Adams, D. S.; Albrecht, M. A.; Boyles, R.; Comer, P. J.; Doffitt, C.; Faber-Langendoen, D.; Hill, J. G.; Hunter, W. C.; Knapp, W. M.; Marshall, M.; Pyne, M.; Singhurst, J. R.; Tracey, C.; Walck, J. L.; Weakley, A.","The unglaciated southeastern United States is a biodiversity hotspot, with a disproportionate amount of this biodiversity concentrated in grasslands. Like most hotspots, the Southeast is also threatened by human activities, with the total reduction of southeastern grasslands estimated as 90 percent (upwards to 100 percent for some types) and with many threats escalating today. This report summarizes the results of a multistakeholder workshop organized by the Southeastern Grasslands Initiative and the U.S. Geological Survey, held in January 2020 to provide a scientific needs assessment to help inform the Species Status Assessment (SSA) process under the U.S. Endangered Species Act, with a focus on grassland species and communities of conservation concern in the southeastern United States. This report reviews the ecology of southeastern grasslands, including influences on their origin, maintenance, and high species richness and endemism; presents findings from the workshop; and discusses science questions, hypotheses, and possibilities for future research projects to help fill key knowledge gaps. Participants in the January 2020 workshop, representing diverse expertise in various topics in southeastern grassland ecology, were tasked with identifying major threats to grassland species in the Southeast as well as potential ways to make the SSA process more efficient and effective. An underlying assumption and starting place for workshop discussion was that an ecosystem-based approach to the SSA process is more cost-efficient than a species-by-species approach, in large part because many species with similar biological requirements can be addressed by the same actions. Nevertheless, one partner in this effort, the U.S. Fish and Wildlife Service, does require specific attention be given to taxa that have been petitioned for Federal listing, though as often as possible these taxa are considered alongside a larger group of priority taxa with an ecosystem approach. For group discussions, workshop participants followed a modified """"World Cafe"""" method, a structured conversational approach for knowledge sharing. Group discussions focused on five categories of threats to grassland communities and species: (1) habitat loss, fragmentation, and disruption of functional population connectivity; (2) climate change, especially changes in temperature and precipitation, including intensity and seasonality, and impacts on soil moisture, groundwater levels, and other ecosystem parameters; (3) changes to disturbance regimes, as influenced by climate and land-use change, extinctions, and human attitudes and behaviors; (4) invasive species (not limited to nonnative species); and (5) localized or subregional impacts such as sea-level rise. In addition to group discussions, workshop participants-as well as other grassland experts who were unable to attend the workshop-completed a preworkshop survey concerning challenges and opportunities for grassland conservation. Findings reported here under each of these topics represent ideas, problems, hypotheses, and questions identified by a diverse community of grassland managers and researchers which may be addressed by future research and monitoring in southeastern grassland ecosystems to help guide science-based conservation of grassland-dependent species.",2021,"","Open-File Report - US Geological Survey","","2021-1047","ix-pp","","http://dx.doi.org/10.3133/ofr20211047","","#21639","Noss 2021","Anabel Kinsey (2024-11-24 05:18:40)(Select): """"most climate envelope models agree that longleaf pine may become more dominant across its range, and its range may expand northward (Prasad and others, 2007)"""" (20), there are some specific examples of flows, but is mostly a framework for assessment. I am going to include, but I am not sure if this counts as a """"literature review""""; ","Biotic",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"69","Implications of climate change on nutrient pollution: a look into the nitrogen and phosphorus loadings in the Great Miami and Little Miami watersheds in Ohio","Salas, E. A. L.; Subburayalu, S. K.","The Great Miami (GM) and Little Miami (LM) watersheds in Ohio are included in the 51 major river systems in the United States for long-term assessment of conditions of water quality under the USGS National Water-Quality Assessment (NAWQA) Program. Nitrogen (N) and phosphorus (P) loadings have decreased over the years in the GM and LM basins, however, they still remain among the highest concentrations detected in the nation. The latest nutrient loading analysis from Ohio Environmental Protection Agency (OEPA) showed slightly above period of record averages for N and P. Significant amounts of mobilized agricultural N and P from fertilizers in watersheds are transported to the Ohio River and other coastal marine systems such as the Gulf of Mexico, leading to increased growth of harmful algal blooms. In the GM and LM watersheds, changes in flood frequency and intensity are projected to occur in the future as heavy precipitation events are likely to increase as a result of climate change. As climate plays a role for nutrient transformation and transport, studies have shown that N and P inputs to surface waters from agriculture and other sources are projected to continue to increase over the next several decades. This paper reviewed the means of how the GM and LM watersheds are ecologically affected by the N and P nutrient pollution and how climate change impacts the quantity of N and P loadings that go into the river systems. Without better understanding of the nutrient loading processes and their association with various agricultural practices and interactions with climate, there could be additional threats to water quality in both the GM and LM watersheds in decades to come. This literature review has made references to many pertinent new publications that have become available in recent years, as well as to the classic literature.",2019,"","AIMS Environmental Science","6","3","186-221","","http://dx.doi.org/10.3934/environsci.2019.3.186","","#22847","Salas 2019","Elliott Parsons (2024-11-04 13:28:02)(Select): review yes, climate change yes, flow yes (=polluted water), there is a section (though small) on biodiversity impacts, it is in North America, and the paper references transport to the Gulf of Mexico - which may have transboundary effects on marine coastal waters (though I am not sure if this is addressed).; ","Biophysical",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"70","Mountain pine beetle: an example of a climate-driven eruptive insect impacting conifer forest ecosystems","Sambaraju, K. R.; Goodsman, D. W.","Climate change is altering the survival and reproductive capacity of plant-feeding insects in multiple ecosystems worldwide, in some cases creating conditions highly suitable for population eruptions. Forest ecosystems are particularly sensitive to climate change as their vulnerability is manifested, in part, as an upsurge in natural disturbances such as native insect outbreaks. The mountain pine beetle (MPB), Dendroctonus ponderosae Hopkins (Coleoptera: Curculionidae), is a phloem-feeding bark beetle indigenous to western North America that attacks most species of pine including its major hosts, lodgepole pine and ponderosa pine. Adult mass aggregation, mediated by pheromones, helps the beetle to overcome tree defenses eventually killing the tree. Recent outbreaks of this insect have caused extensive pine mortality and have affected millions of hectares of forested area in western North America. Climate is a major driver of these outbreaks. In this review, we describe the direct influences of various climate-related factors on MPB development, outbreak behavior, and range expansion and their indirect impact on MPB epidemiology via influences on host trees and MPB-associated fungi. We also underscore the ecological and economic consequences of the recent, unprecedented MPB outbreak. Of serious concern currently is whether climate change will facilitate rapid establishment and spread of MPB in naive pine forests. MPB will likely adapt quickly to new thermal environments under climate change given its short generation time; however, uncertainties and gaps in our understanding of MPB population dynamics (e.g., trophic interactions) in newly invaded habitats preclude an accurate assessment of outbreak potential and spread at this time.",2021,"","CAB Reviews","16","018","1-18","","http://dx.doi.org/10.1079/PAVSNNR202116018","","#22886","Sambaraju 2021","Elliott Parsons (2024-11-06 09:34:37)(Select): Range expansion of the southern pine beetle referenced multiple times as well as current range in US and Canada - so I think cross border expansion is likely implicit ; Anabel Kinsey (2024-10-17 14:05:27)(Select): """"overflew the geoclimatic barrier of the Rocky Mountains and spread further northeastward into the province of Alberta, Canada, than has been previously recorded"""" definitely a flow that could be implicitly transboundary. ; ","Biotic",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"71","Microbial degradation of dimethylsulphide and related C1-sulphur compounds: organisms and pathways controlling fluxes of sulphur in the biosphere","Schafer, H.; Myronova, N.; Boden, R.","Dimethylsulphide (DMS) plays a major role in the global sulphur cycle. It has important implications for atmospheric chemistry, climate regulation, and sulphur transport from the marine to the atmospheric and terrestrial environments. In addition, DMS acts as an info-chemical for a wide range of organisms ranging from micro-organisms to mammals. Micro-organisms that cycle DMS are widely distributed in a range of environments, for instance, oxic and anoxic marine, freshwater and terrestrial habitats. Despite the importance of DMS that has been unearthed by many studies since the early 1970s, the understanding of the biochemistry, genetics, and ecology of DMS-degrading micro-organisms is still limited. This review examines current knowledge on the microbial cycling of DMS and points out areas for future research that should shed more light on the role of organisms degrading DMS and related compounds in the biosphere.",2010,"","Journal of Experimental Botany","61","2","315-334","","http://dx.doi.org/10.1093/jxb/erp355","","#22991","Schafer 2010","Elliott Parsons (2024-10-31 14:26:10)(Select): The Claw hypothesis does include a climate warming/change component. So it is possible that there is a biotic flow that results from this but that is unclear. ;","Biophysical; Transboundary unclear",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"72","Conservation of prairie-oak butterflies in Oregon, Washington, and British Columbia","Schultz, C. B.; Henry, E.; Carleton, A.; Hicks, T.; Thomas, R.; Potter, A.; Collins, M.; Linders, M.; Fimbel, C.; Black, S.; Anderson, H. E.; Diehl, G.; Hamman, S.; Gilbert, R.; Foster, J.; Hays, D.; Wilderman, D.; Davenport, R.; Steel, E.; Page, N.; Lilley, P. L.; Heron, J.; Kroeker, N.; Webb, C.; Reader, B.; Dunwiddie, P. W.; Bakker, J. D.","Prairie-oak butterfly species in the Willamette Valley-Puget Trough-Georgia Basin (WPG) ecosystem have declined dramatically due to widespread habitat degradation and loss of prairie-oak ecosystems in the region. Conservation of prairie-oak butterflies offers unique opportunities and special challenges. Here we provide an overview of butterfly conservation in WPG prairies. We begin with a review of the status of at-risk butterfly species in the region, an introduction to five species that are the focus of current conservation efforts: Fender's blue (Icaricia icarioides fenderi), Taylor's checkerspot (Euphydryas editha taylori), mardon skipper (Polites mardon), island marble (Euchloe ausonides insulanus), and Oregon silverspot (Speyeria zerene hippolyta), and a brief review of 10 additional at-risk butterfly species in the ecoregion. We follow with a discussion of three key threats (habitat loss and fragmentation, invasive species, and lack of appropriate disturbance) and four dominant management approaches (fire, herbicides, mowing, and habitat restoration). We discuss current challenges and emerging issues for these species, and focus on invasive species management, understanding basic biology, conserving multiple species, and adapting to climate change. We highlight several success stories from around the region. We conclude that butterfly biologists and land managers in the WPG are in a unique position to conserve the region's threatened prairie butterflies. Facilitating greater communication across the region through organizations such the Cascadia Prairie-Oak Partnership will assist in recovery of the WPG's threatened, endangered and at-risk butterfly species.",2011,"","Northwest Science","85","2","361-388","","http://dx.doi.org/10.3955/046.085.0221","","#23066","Schultz 2011","Elliott Parsons (2024-11-14 12:12:50)(Select): Going to include for now, because = flow is likely human mediated of biotic (assisted migration of butterflies), the area of interest overlaps US and Canada, with remnant populations often only in the US - climate change is mentioned along with poleward movements so there is likely some potential future assisted migration of these species from US into Canada - though this is not mentioned explicitly.; ","Biotic; Transboundary unclear",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"73","The complexity of biological disturbance agents, fuels heterogeneity, and fire in coniferous forests of the western United States","Shaw, D. C.; Beedlow, P. A.; Lee, E. H.; Woodruff, D. R.; Meigs, G. W.; Calkins, S. J.; Reilly, M. J.; Merschel, A. G.; Cline, S. P.; Comeleo, R. L.","Forest biological disturbance agents (BDAs) are insects, pathogens, and parasitic plants that affect tree decline, mortality, and forest ecosystems processes. BDAs are commonly thought to increase the likelihood and severity of fire by converting live standing trees to more flammable, dead and downed fuel. However, recent research indicates that BDAs do not necessarily increase, and can reduce, the likelihood or severity of fire. This has led to confusion regarding the role of BDAs in influencing fuels and fire in fire-prone western United States forests. Here, we review the existing literature on BDAs and their effects on fuels and fire in the western US and develop a conceptual framework to better understand the complex relationships between BDAs, fuels and fire. We ask: (1) What are the major BDA groups in western US forests that affect fuels? and (2) How do BDA-affected fuels influence fire risk and outcomes? The conceptual framework is rooted in the spatiotemporal aspects of BDA life histories, which drive forest impacts, fuel characteristics and if ignited, fire outcomes. Life histories vary among BDAs from episodic, landscape-scale outbreaks (bark beetles, defoliators), to chronic, localized disturbance effects (dwarf mistletoes, root rots). Generally, BDAs convert aboveground live biomass to dead biomass, decreasing canopy fuels and increasing surface fuels. However, the rate of conversion varies with time-since-event and among BDAs and forest types, resulting in a wide range of effects on the amount of dead fuels at any given time and place, which interacts with the structure and composition of the stand before and subsequent to BDA events. A major influence on fuels may be that BDAs have emerged as dominant agents of forest heterogeneity creation. Because BDAs play complex roles in fuels and fire heterogeneity across the western US which are further complicated by interactions with climate change, drought, and forest management (fire suppression), their impacts on fuels, fire and ecological consequences cannot be categorized simply as positive or negative but need to be evaluated within the context of BDA life histories and ecosystem dynamics.",2022,"","Special Issue: Tamm reviews: a high-profile series of invited reviews on key issues in forest ecology and management around the world.","525","","","","http://dx.doi.org/10.1016/j.foreco.2022.120572","","#23188","Shaw 2022","Elliott Parsons (2024-11-15 14:42:56)(Select): I could not find any specific transboundary flows affected by climate change. There is a short climate change section at the end but it is very general - and it suggests that everything affects everything - so was not that helpful.; Tyler McIntosh (2024-08-28 01:53:46)(Select): c1: yes
c2: yes - includes discussion of climate impacts on BDAs & potential spatial growth through drought etc, and subsequent interactions with fire
c3: yes
c4: yes
c5: yes, likely given the extent of BDAs and fire in the western US; ","",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"74","The application of assisted migration as a climate change adaptation tactic: an evidence map and synthesis","Twardek, W. M.; Taylor, J. J.; Rytwinski, T.; Aitken, S. N.; MacDonald, A. L.; Bogaert, R. van; Cooke, S. J.","Assisted migration entails the human assisted movement of individuals to more climatically-suitable areas within or outside of their current species range to help species respond to climate change. To better understand the potential for assisted migration to benefit species threatened by climate change, we conducted an evidence synthesis to map examples where assisted migration has been implemented around the world. With this mapping exercise, we collate and describe the quantity and key characteristics of the available evidence base, including the taxa, species conservation status, locations, and contexts relating to the use of this conservation tactic. Findings from this exercise highlight that assisted migration has been implemented very few times as a conservation tactic, though assisted migration has been conducted experimentally (for research purposes) and inadvertently (e.g., for reforestation) much more frequently. Assisted migration was most common for plants (particularly trees), followed by birds, and was rarely implemented for other taxa. Our review highlights the need for more research on assisted migration, with particular emphasis on understanding the population- and community-level outcomes of these actions. Our discussion focuses on the potential for assisted migration of Canadian species but will be informative to those considering assisted migration in other jurisdictions.",2023,"","Biological Conservation","280","","","","http://dx.doi.org/10.1016/j.biocon.2023.109932","","#23997","Twardek 2023","","Biotic; Intervention; Transboundary unclear",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"75","Foliar pathogenic fungi: growing threats to global food security and ecosystem health","Udayanga, D.; Miriyagalla, S. D.; Herath, I. S.; Castlebury, L. A.; Ferdinandez, H. S.; Manamgoda, D. S.","Globally, foliar pathogenic fungi cause serious losses of annual and perennial crops, ornamentals, landscape plants and forest trees. Plant pathogens that infect foliage are a diverse assemblage of fungi representing both phyla: Ascomycota and Basidiomycota. Although most of the species found on living leaves have been well studied by mycologists and plant pathologists, recent studies have remarkably enhanced the current understanding of species numbers and their evolutionary relationships. The impact of global climate change, the increasing international exchange of plant material and the lack of proper phytosanitary practices have resulted in the potential re-emergences of formerly known destructive fungi, infecting new hosts in new geographic locations. Routinely inspecting diseased plants and accurately identifying and naming causative agents are vital for mitigating the impact of invasive and other non-indigenous pathogens on crops and native flora. It is also necessary to characterise foliar pathogenic fungi based on molecular phylogeny, morphology, pathogenicity and the comparative analysis of fungal genomic data. This review provides an overview of prevalent groups of foliar pathogenic fungi, their diversity and economic impact, while emphasising emerging and destructive species that threaten global food security and ecosystem health.",2020,"","Special Issue on Plant Health 2019 Sri Lanka.","49","Special Issue","337-353","","http://dx.doi.org/10.4038/cjs.v49i5.7801","","#24007","Udayanga 2020","Grace Westphal (2024-08-06 07:08:18)(Select): Pathogens that impact crops growth across north america (maize, wheat, rice) are discussed - however the link to geography is not explicit.; ","Biotic; Transboundary unclear",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"76","Impact of eastern redcedar proliferation on water resources in the Great Plains USA - current state of knowledge","Zou, C. B.; Twidwell, D.; Bielski, C. H.; Fogarty, D. T.; Mittelstet, A. R.; Starks, P. J.; Will, R. E.; Zhong, Yu; Acharya, B. S.","In the Great Plains of the central United States, water resources for human and aquatic life rely primarily on surface runoff and local recharge from rangelands that are under rapid transformation to woodland by the encroachment of Eastern redcedar (redcedar; Juniperus virginiana) trees. In this synthesis, the current understanding and impact of redcedar encroachment on the water budget and water resources available for non-ecosystem use are reviewed. Existing studies concluded that the conversion from herbaceous-dominated rangeland to redcedar woodland increases precipitation loss to canopy interception and vegetation transpiration. The decrease of soil moisture, particularly for the subsurface soil layer, is widely documented. The depletion of soil moisture is directly related to the observed decrease in surface runoff, and the potential of deep recharge for redcedar encroached watersheds. Model simulations suggest that complete conversion of the rangelands to redcedar woodland at the watershed and basin scale in the South-central Great Plains would lead to reduced streamflow throughout the year, with the reductions of streamflow between 20 to 40% depending on the aridity of the climate of the watershed. Recommended topics for future studies include: (i) The spatial dynamics of redcedar proliferation and its impact on water budget across a regional hydrologic network; (ii) the temporal dynamics of precipitation interception by the herbaceous canopy; (iii) the impact of redcedar infilling into deciduous forests such as the Cross Timbers and its impact on water budget and water availability for non-ecosystem use; (iv) land surface and climate interaction and cross-scale hydrological modeling and forecasting; (v) impact of redcedar encroachment on sediment production and water quality; and (vi) assessment and efficacy of different redcedar control measures in restoring hydrological functions of watershed.",2018,"","Water","10","12","1768","","http://dx.doi.org/10.3390/w10121768","","#24971","Zou 2018","Elliott Parsons (2024-11-15 11:38:00)(Select): The flow is water, water reduction due to the spread of redcedar - range is in US and extends up into Canada. However - could not find any transboundary flows.; Anabel Kinsey (2024-10-28 13:52:29)(Select): Implicit transboundary -> although this paper is for the US, redcedar exists in CA and the Great Plains extends northwards in CA; ","Biotic; Transboundary unclear",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"77","A review of the interaction between forest birds and eastern spruce budworm","Venier, LA; Holmes, S B","The eastern spruce budworm, Choristoneura fumiferana Clem., (hereafter budworm) is responsible for the largest areas of insect-caused disturbance in North America, and as such, is an important part of spruce-fir forest change and succession. The insectivorous forest bird community shows large and rapid responses to budworm outbreaks. There is good evidence that there are budworm-linked species (bay-breasted, Cape May, and Tennessee warblers) that respond to budworm outbreak much more strongly and consistently than other species, probably through increased productivity of local populations when budworm are abundant. There also appears to be a more widespread positive bird community response to budworm outbreak that involves many more species. The response is evident in local and regional scale studies, but individual species' responses across studies are not always consistent, probably because of the relatively small number of studies conducted in a wide variety of contexts. Budworm outbreaks provide a short-term increase in food supply for birds, but also result in longer-term habitat change due to budworm-induced defoliation and tree mortality. Birds appear to influence budworm cycles, mostly at endemic population levels, through predation of large larvae and pupae. There are good arguments suggesting that bird predation is not the primary cause of budworm oscillations, but may play a role in determining the mean level of oscillations. Climate change is expected to change the bird-budworm relationship through changes in fire regimes, spruce-fir distributions, bird distributions, and budworm and bird phenology.Original Abstract: La tordeuse du bourgeon de l'epinette, Choristoneura fumiferana Clem., (ci-apres nommee tordeuse) est responsable des plus grandes superficies devastees par des insectes en Amerique du Nord, et comme telle joue un role important dans les changements et la succession des forets de sapin et d'epinette. La communaute des oiseaux forestiers insectivores reagit fortement et rapidement aux invasions par la tordeuse. Il semble evident qu'il existe des relations entre les especes liees a la tordeuse (parulines a flanc marron, du Cap May et du Tennessee) qui reagissent aux epidemies de tordeuses plus fortement et plus regulierement que les autres especes, probablement par une productivite accrue des populations locales lorsque les tordeuses sont abondantes. Il semble egalement y avoir plus de reactions positives et etendues de la communaute aviaire impliquant plusieurs autres especes. La reaction est evidente dans les etudes a l'echelle locale et regionale, mais les reactions des especes individuelles pour l'ensemble des especes ne sont pas toujours congrues, probablement liees au nombre relativement faible d'etudes conduites dans une grande variete de contexte. Les epidemies de tordeuses fournissent une augmentation a court terme de nourriture pour les oiseaux, mais conduisent aussi a des modifications a long terme de l'habitat suite a la defoliation causee par la tordeuse et la mortalite des arbres. Les oiseaux semblent influencer les cycles de la tordeuse, surtout a l'etat endemique des populations, par predation des grosses larves et des pupes. Il y a de bons arguments suggerant que la predation par les oiseaux ne constitue pas la cause primaire des oscillations de la tordeuse, mais pourrait jouer un role determinant dans le degre moyen d'oscillation. On s'attend a ce que le changement climatique modifie la relation entre les oiseaux et la tordeuse par le changement des regimes des feux, des distributions du sapin et de l'epinette, de la distribution des oiseaux et de la phenologie de la tordeuse et des oiseaux.",2010,"01-01","Environmental Reviews","18","","191-207","","https://doi.org/10.1139/A10-009","","#25560","Venier 2010","","Biotic; Transboundary unclear",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
