"","V1","Title","Authors","Abstract","Published Year","Published Month","Journal","Volume","Issue","Pages","Accession Number","DOI","Ref","Covidence #","Study","Notes","Tags","Sociocultural","Biophysical","Biotic","IK","Intervention","Potentially relevant","save for other sections","Transboundary unclear","Perspective paper","Human_movement","Original_study","socio_human","socio_biotic","socio_physical","human_biotic","Original study"
"80",NA,"Effects of climate change on the distribution of invasive alien species in Canada: a knowledge synthesis of range change projections in a warming world","Smith, A. L.; Hewitt, N.; Klenk, N.; Bazely, D. R.; Yan, N.; Wood, S.; Henriques, I.; MacLellan, J. I.; Lipsig-Mummé, C.","The interactive effects of climate change and invasive alien species (IAS) pose serious threats to biodiversity, ecosystems and human well-being worldwide. In particular, IAS are predicted to experience widespread changes in distribution in response to climate change, with many expanding their ranges into new areas. However, the two drivers of global change are seldom considered together in policy and management. We conducted a knowledge synthesis to assess the state of research on IAS range shifts under climate change in Canada. We found that the study of IAS distribution changes caused by climate change is a relatively new field of inquiry that integrates research in the areas of ecology, conservation biology, and environmental sciences. The multidisciplinary dimensions of the issue are largely overlooked in the scholarly literature, with most studies having a purely natural science perspective. Very little original research has occurred in the field to date; instead literature reviews are common. Research focuses on modeling range changes of current IAS threats, rather than predicting potential future IAS threats. The most commonly studied IAS already occur in Canada as native species that have spread beyond their range (e. g., lyme disease, mountain pine beetle, smallmouth bass) or as established invaders (e. g., gypsy moth). All of these IAS are expected to expand northward with climate change, resulting in widespread negative impacts on forest and freshwater biodiversity, carbon sequestration, and public health. Many barriers to predicting IAS range change under climate change are identified in the literature, including the complexity of the issue, lack of ecological data, and failure to integrate climate change - IAS interactions into research, policy, and management. Recommendations for increased research and monitoring, and the need for policy and management reform predominate in the literature.",2012,"","Environmental Reviews","20","1","1-16","WOS:000301867500002","10.1139/A11-020","","#11398","Smith 2012","Meagan Oldfather (2024-10-05 07:49:04)(Select): Very relevant discussion of IAS in Canada - examples of species coming from US;","Biotic; Transboundary unclear",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE
"81",NA,"California Serogroup Viruses in a Changing Canadian Arctic: A Review","Snyman, J.; Snyman, L. P.; Buhler, K. J.; Villeneuve, C. A.; Leighton, P. A.; Jenkins, E. J.; Kumar, A.","The Arctic is warming at four times the global rate, changing the diversity, activity and distribution of vectors and associated pathogens. While the Arctic is not often considered a hotbed of vector-borne diseases, Jamestown Canyon virus (JCV) and Snowshoe Hare virus (SSHV) are mosquito-borne zoonotic viruses of the California serogroup endemic to the Canadian North. The viruses are maintained by transovarial transmission in vectors and circulate among vertebrate hosts, both of which are not well characterized in Arctic regions. While most human infections are subclinical or mild, serious cases occur, and both JCV and SSHV have recently been identified as leading causes of arbovirus-associated neurological diseases in North America. Consequently, both viruses are currently recognised as neglected and emerging viruses of public health concern. This review aims to summarise previous findings in the region regarding the enzootic transmission cycle of both viruses. We identify key gaps and approaches needed to critically evaluate, detect, and model the effects of climate change on these uniquely northern viruses. Based on limited data, we predict that (1) these northern adapted viruses will increase their range northwards, but not lose range at their southern limits, (2) undergo more rapid amplification and amplified transmission in endemic regions for longer vector-biting seasons, (3) take advantage of northward shifts of hosts and vectors, and (4) increase bite rates following an increase in the availability of breeding sites, along with phenological synchrony between the reproduction cycle of theorized reservoirs (such as caribou calving) and mosquito emergence.",2023,"JUN","VIRUSES-BASEL","15","6","","WOS:001017866600001","10.3390/v15061242","","#11455","Snyman 2023","","Biotic",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"82",NA,"Worldwide status of burbot and conservation measures","Stapanian, M. A.; Paragamian, V. L.; Madenjian, C. P.; Jackson, J. R.; Lappalainen, J.; Evenson, M. J.; Neufeld, M. D.","Although burbot (Lota lota Gadidae) are widespread and abundant throughout much of their natural range, there are many populations that have been extirpated, endangered or are in serious decline. Due in part to the species' lack of popularity as a game and commercial fish, few regions consider burbot in management plans. We review the worldwide population status of burbot and synthesize reasons why some burbot populations are endangered or declining, some burbot populations have recovered and some burbot populations do not recover despite management measures. Burbot have been extirpated in much of Western Europe and the United Kingdom and are threatened or endangered in much of North America and Eurasia. Pollution and habitat change, particularly the effects of dams, appear to be the main causes for declines in riverine burbot populations. Pollution and the adverse effects of invasive species appear to be the main reasons for declines in lacustrine populations. Warmer water temperatures, due either to discharge from dams or climate change, have been noted in declining burbot populations at the southern extent of their range. Currently, fishing pressure does not appear to be limiting burbot populations world-wide. We suggest mitigation measures for burbot population recovery, particularly those impacted by dams and invasive species.",2010,"MAR","Fish and Fisheries","11","1","34-56","WOS:000274452100003","10.1111/j.1467-2979.2009.00340.x","","#11627","Stapanian 2010","","Biotic; Intervention",NA,FALSE,TRUE,NA,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"83",NA,"Species migrations and range shifts: A synthesis of causes and consequences","Tomiolo, S.; Ward, D.","In increasingly changing environments, plant species are forced to either adapt to novel conditions or shift their ranges to track their ecological niches. Those species that can successfully track their niche may minimize extinction risks. However, establishment of new species into recipient communities will lead to species rearrangement and novel biotic interactions. Currently, we have a limited understanding of how these processes affect communities and ecosystems. In this review we synthesize current knowledge on range-expanding species. We start with addressing the many terms used for describing different aspects of range expansions, such as native-invasive, encroachers, and intra-continental invasive species. Thereafter, we describe the factors driving range expansions, and the effects on recipient communities and at the ecosystem level. Our research indicates that, similar to the study of biological invasions, current knowledge on range expansions is highly biased, with most of the studies focusing on Europe and North America. A large part of the available research targets trees and shrubs and the most investigated habitats are grasslands, savannas and high-elevation habitats. One potential consequence of such research bias is that range expansion of many herbaceous species (especially of those species not important for agriculture) may go undetected. Another important finding is that the same factor may promote or hinder range expansion depending on habitat, life form, spatial and temporal scale at which the process is studied. Finally, while many range expansions have negative consequences on local biodiversity and community stability, some of them have positive effects (e.g. mangroves). Although an increasing number of studies investigated the effects of range expansion on recipient communities, our research indicates that we still have a limited knowledge of such processes. Future efforts should integrate both empirical and modeling approaches to disentangle the joint effects of biotic, abiotic and anthropogenic factors on range expansion. Such research should focus both on the immediate-and longer-term implications of range expansions.",2018,"AUG","PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS","33","","62-77","WOS:000439670800007","10.1016/j.ppees.2018.06.001","","#12207","Tomiolo 2018","Elliott Parsons (2024-11-14 11:48:55)(Select): Here is a relevant section: """"The term intra-continental
range expansions or intra-continental invasions (Morriën et al., 2010) is usually adopted in the context of range expansions occurring on a large scale across adjacent countries within a same continent."""" 
I am going to include because, climate change included, lots on species migration/range shifts, North America centered prominently in the synthesis, and there is even a term for cross-border expansions (see above).; ","Biotic",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"84",NA,"Interannual and spatial impacts of phenological transitions, growing season length, and spring and autumn temperatures on carbon sequestration: A North America flux data synthesis","Wu, C. Y.; Gonsamo, A.; Chen, J. M.; Kurz, W. A.; Price, D. T.; Lafleur, P. M.; Jassal, R. S.; Dragoni, D.; Bohrer, G.; Gough, C. M.; Verma, S. B.; Suyker, A. E.; Munger, J. W.","Understanding feedbacks of ecosystem carbon sequestration to climate change is an urgent step in developing future ecosystem models. Using 187 site-years of flux data observed at 24 sites covering three plant functional types (i.e. evergreen forests (EF), deciduous forests (DF) and non-forest ecosystems (NF) (e.g., crop, grassland, wetland)) in North America, we present an analysis of both interannual and spatial relationships between annual net ecosystem production (NEP) and phenological indicators, including the flux-based carbon uptake period (CUP) and its transitions, degree-day-derived growing season length (GSL), and spring and autumn temperatures. Diverse responses were acquired between annul NEP and these indicators across PFTs. Forest ecosystems showed consistent patterns and sensitivities in the responses of annual NEP to CUP and its transitions both interannually and spatially. The NF ecosystems, on the contrary, exhibited different trends between interannual and spatial relationships. The impact of CUP onset on annual NEP in NF ecosystems was interannually negative but spatially positive. Generally, the GSL was observed to be a likely good indicator of annual NEP for all PFTs both interannually and spatially, although with relatively moderate correlations in NF sites. Both spring and autumn temperatures were positively correlated with annual NEP across sites while this potential was greatly reduced temporally with only negative impacts of autumn temperature on annual NEP in DF sites. Our analysis showed that DF ecosystems have the highest efficiency in accumulating NEP from warmer spring temperature and prolonged GSL, suggesting that future climate warming will favor deciduous species over evergreen species, and supporting the earlier observation that ecosystems with the greatest net carbon uptake have the longest GSL (C) 2012 Elsevier B.V. All rights reserved.",2012,"JUL","Global and Planetary Change","92-93","","179-190","WOS:000307031000017","10.1016/j.gloplacha.2012.05.021","","#13311","Wu 2012","Laura  Dee (2025-04-16 04:37:08)(Select): impacts within places across North America from flux towers.

"""" Understanding feedbacks of ecosystem carbon sequestration to climate change is an urgent step in developing future ecosystem models. Using 187 site-years of flux data observed at 24 sites covering three plant functional types (i.e. evergreen forests (EF), deciduous forests (DF) and non-forest ecosystems (NF) (e.g., crop, grassland, wetland)) in North America, we present an analysis of both interannual and spatial relationships between annual net ecosystem production (NEP) and phenological indicators, including the flux-based carbon uptake period (CUP) and its transitions, degree-day-derived growing season length (GSL), and spring and autumn temperatures."""" ; ","Biotic",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"85",NA,"The Original Scientific Description of the Lone Star Tick (Amblyomma americanum, Acari: Ixodidae) and Implications for the Species' Past and Future Geographic Distributions","Rochlin, Ilia; Egizi, Andrea; Lindstrom, Anders ","Amblyomma americanum L. is an important vector in North America originally described by Linnaeus based on Pehr Kalm's 1754 report. While Kalm's 'Travels into North America' is well known, his 1754 report remains obscure. Some authors were skeptical that Kalm referred to A. americanum because he encountered them at sites farther north outside of the species' range. However, the details in 1754 report leave no doubt that Kalm described lone star ticks. In this historical review, we provide support for Kalm's identification using a modern translation of his 1754 report and other sources. We also delineate distributional changes of lone star ticks from the pre-colonization era to the present and interpret them in the context of large-scale anthropogenic changes in the landscape. In this framework, the lone star tick's current northward expansion is a recolonization of their former range. Extensive deforestation and extirpation of their principal host species, white-tailed deer, led to A. americanum's disappearance from the northern parts of its range by the 20th century. Subsequent recolonization by second-growth forest and increases in white-tailed deer populations by the mid-20th century is now allowing A. americanum to reclaim its former range.These changes in the land appear to be the driving force behind A. americanum's present expansion. Understanding this species' history and the factors contributing to its current expansion will enable better predictions about its future distribution and potential to transmit human pathogens. ",2022,"/","Journal of medical entomology.","59","2","412-420","","10.1093/jme/tjab215","IND607784287","#14533","Rochlin 2022","","Biotic",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"86",NA,"Resilience of cold water aquaculture: a review of likely scenarios as climate changes in the gulf of Maine","Bricknell, I. R.; Birkel, S. D.; Brawley, S. H.; Kirk, T. van; Hamlin, H. J.; Capistrant-Fossa, K.; Huguenard, K.; Walsum, G. P. van; Liu, Z. L.; Zhu, L. H.; Grebe, G.; Taccardi, E.; Miller, M.; Preziosi, B. M.; Duffy, K.; Byron, C. J.; Quigley, C. T. C.; Bowden, T. J.; Brady, D.; Beal, B. F.; Sappati, P. K.; Johnson, T. R.; Moeykens, S.","Climate change is one of the biggest challenges facing development and continuation of sustainable aquaculture in temperate regions. We primarily consider the ecological and physical resilience of aquaculture in the Gulf of Maine (GoM), where a thriving industry includes marine algae, extensive and intensive shellfish aquaculture, and a well-established Atlantic salmon industry, as well as the infrastructure required to support these economically important ventures. The historical record of sea surface temperature in the GoM, estimated from gridded, interpolated in situ measurements, shows considerable interannual and decade-scale variability superimposed on an overall warming trend. Climate model projections of sea surface temperature indicate that the surface waters in the GoM could warm 0.5-3.5 degrees C beyond recent values by the year 2100. This suggests that, while variability will continue, anomalous warmth of marine heatwaves that have been observed in the past decade could become the norm in the GoM ca. 2050, but with the most significant impacts to existing aquaculture along the southernmost region of the coast. We consider adaptations leading to aquacultural resilience despite the effects of warming, larger numbers of harmful nonindigenous species (including pathogens and parasites), acidification, sea-level rise, and more frequent storms and storm surges. Some new species will be needed, but immediate attention to adapt existing species (e.g. preserve/define wild biodiversity, breed for temperature tolerance and incorporate greater husbandry) and aquaculture infrastructure can be successful. We predict that these measures and continued collaboration between industry, stakeholders, government and researchers will lead to sustaining a vibrant working waterfront in the GoM.",2021,"","Reviews in Aquaculture","13","1","460-765","","http://dx.doi.org/10.1111/raq.12483","","#16872","Bricknell 2021","Alice Gaalswyk (2024-11-22 05:39:46)(Select): Gulf of Maine is a transboundary body of water so reasonable transboundary assumption ;","Biotic; Transboundary unclear",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE
"87",NA,"Spatial variation in environmental characteristics of Atlantic salmon (Salmo salar) rivers","Elliott, S. R.; Coe, T. A.; Helfield, J. M.; Naiman, R. J.; Mather, M. E.; Parrish, D. L.; Folt, C. L.","This review article describes the general ecology of the rivers and streams occupied by anadromous Atlantic salmon (Salmo salar), including many of the physical and biological variables that are important characteristics of all lotic systems. For analytical purposes, the geographic range of Atlantic salmon rivers is divided into 5 regions (Western Europe, Scandanavia and Russia, Canadian Sheild, Northern Islands, and New England, Nova Scotia and Gaspe Peninsular), based on geomorphology and climate. The geology varies from granitic bedrock to volcanic and glacial substrates, which influence a broad array of other ecological variables, ranging from water chemistry to catchment morphology (e.g. river length). Flood regimes and system hydrology were dependent, as expected, on climate. Other factors considered include length of growing season, the role of ice, productivity, riparian vegetation, land uses/major impacts and aquatic temperature regime. Most rivers were characterized as oligotrophic with relatively low annual primary productivity. However, physical factors such as availability of suitable spawning and rearing habitat, as well as aquatic temperature and flow regimes, may drive anadromous productivity. In general, most of the rivers have been modified by flow regulation and many suffer from impacts related to other anthropogenic disturbances, principally riparian forest clearing for agriculture, forestry and urban development. It is concluded that the rivers and streams occupied by anadromous Atlantic salmon are diverse across the species' range and have been heavily impacted by anthropogenic disturbances.",1998,"","Canadian Journal of Fisheries and Aquatic Sciences","55","Supplement1","267-280","","http://dx.doi.org/10.1139/cjfas-55-S1-267","","#18036","Elliott 1998","Elliott Parsons (2024-11-12 06:16:13)(Select): I could not find specific transboundary flows mentioned (i.e., across border between US and Canada). Flows could either be salmon or streamflow, but border not mentioned, and no impacts on biodiversity mentioned.; Anabel Kinsey (2024-10-22 07:35:56)(Select): Talks about changes is salmon populations due to anthropogenic changes and there are river systems in North America that cross the transboundary between CA and USA. ; ","Biotic",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"88",NA,"West Nile virus and climate change","Fay, R. L.; Keyel, A. C.; Ciota, A. T.","West Nile virus (WNV) is a mosquito-borne flavivirus with a global distribution that is maintained in an enzootic cycle between Culex species mosquitoes and avian hosts. Human infection, which occurs as a result of spillover from this cycle, is generally subclinical or results in a self-limiting febrile illness. Central nervous system infection occurs in a minority of infections and can lead to long-term neurological complications and, rarely, death. WNV is the most prevalent arthropod-borne virus in the United States. Climate change can influence several aspects of WNV transmission including the vector, amplifying host, and virus. Climate change is broadly predicted to increase WNV distribution and risk across the globe, yet there will likely be significant regional variability and limitations to this effect. Increases in temperature can accelerate mosquito and pathogen development, drive increases in vector competence for WNV, and also alter mosquito life history traits including longevity, blood feeding behavior and fecundity. Precipitation, humidity and drought also impact WNV transmissibility. Alteration in avian distribution, diversity and phenology resulting from climate variation add additional complexity to these relationships. Here, we review WNV epidemiology, transmission, disease and genetics in the context of laboratory studies, field investigations, and infectious disease models under climate change. We summarize how mosquito genetics, microbial interactions, host dynamics, viral strain, population size, land use and climate account for distinct relationships that drive WNV activity and discuss how these dynamic and evolving interactions could shape WNV transmission and disease under climate change.",2022,"","Special Issue: Viruses and climate change.","114","","147-193","","http://dx.doi.org/10.1016/bs.aivir.2022.08.002","","#18181","Fay 2022","Elliott Parsons (2024-11-16 08:24:20)(Select): There is a reference to the vector spreading potentially across the US/Canada border: """"Cx. pipiens are predicted to become more widely present in Canada (Chen et al., 2013; Hongoh et al., 2012), with northward shifts across the northern hemisphere"""", but I could not find any links to biodiversity.; ","Biotic",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"89",NA,"Trends in bark beetle impacts in North America during a period (2000-2020) of rapid environmental change","Fettig, C. J.; Asaro, C.; Nowak, J. T.; Dodds, K. J.; Gandhi, K. J. K.; Moan, J. E.; Robert, J.","Of the more than five hundred and fifty species of North American bark beetles (Coleoptera: Curculionidae, Scolytinae), approximately twenty species occasionally cause large amounts of tree mortality in conifer forests. During 2000-2020, trends in bark beetle impacts changed dramatically across North America compared to those observed during the mid- to late 20th century. We review tools and tactics available for bark beetle suppression and prevention and provide an overview of temporal and spatial trends in bark beetle impacts in North American forests during 2000-2020. Higher impacts were observed for several bark beetle species in western North America accompanied by substantial declines in eastern North America driven by large reductions in southern pine beetle (Dendroctonus frontalis) activity in the southeastern United States. Regional differences likely result from a higher species richness of both bark beetles and their hosts in western North America, stronger direct and indirect effects of climate change (warming and drying) on bark beetles in western North America, and differences in forest composition, management history, and other abiotic stressors and disturbances. Study Implications: Compared to the mid- to late 20th century, bark beetles have had increased impacts in western North America and reduced impacts in eastern North America, the latter driven by large reductions in southern pine beetle (Dendroctonus frontalis) activity in the southeastern United States. We review tools and tactics available to foresters and other natural resource managers to reduce the negative impacts of bark beetles on forests. Furthermore, we provide several potential explanations for recent trends in bark beetle impacts between eastern and western North America.",2022,"","Journal of Forestry","120","6","693-713","","http://dx.doi.org/10.1093/jofore/fvac021","","#18245","Fettig 2022","Elliott Parsons (2024-11-30 11:29:29)(Select): Going to include - climate change yes, impacts yes, bark beetles (vector) - and a reference for movement between Canada and US: """"MPB not only caused unprecedented levels of pine
mortality in BC but expanded its geographic and host
range within northern BC and Alberta (Cullingham
et al. 2011, De la Giroday et al. 2021). As such, there is
some concern that MPB could expand eastward across
the boreal forest of Canada and into eastern North
America (e.g., Safranyik et al. 2010, but see Bentz
et al. 2010 and Cook and Carroll 2017).""""; ","Biotic",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"90",NA,"The integration of climate change, spatial dynamics, and habitat fragmentation: a conceptual overview","Holyoak, M.; Heath, S. K.","A growing number of studies have looked at how climate change alters the effects of habitat fragmentation and degradation on both single and multiple species; some raise concern that biodiversity loss and its effects will be exacerbated. The published literature on spatial dynamics (such as dispersal and metapopulation dynamics), habitat fragmentation and climate change requires synthesis and a conceptual framework to simplify thinking. We propose a framework that integrates how climate change affects spatial population dynamics and the effects of habitat fragmentation in terms of: (i) habitat quality, quantity and distribution; (ii) habitat connectivity; and (iii) the dynamics of habitat itself. We use the framework to categorize existing autecological studies and investigate how each is affected by anthropogenic climate change. It is clear that a changing climate produces changes in the geographic distribution of climatic conditions, and the amount and quality of habitat. The most thorough published studies show how such changes impact metapopulation persistence, source-sink dynamics, changes in species' geographic range and community composition. Climate-related changes in movement behavior and quantity, quality and distribution of habitat have also produced empirical changes in habitat connectivity for some species. An underexplored area is how habitat dynamics that are driven by climatic processes will affect species that live in dynamic habitats. We end our discussion by suggesting ways to improve current attempts to integrate climate change, spatial population dynamics and habitat fragmentation effects, and suggest distinct areas of study that might provide opportunities for more fully integrative work.",2016,"","Integrative Zoology","11","1","40-59","","http://dx.doi.org/10.1111/1749-4877.12167","","#19228","Holyoak 2016","Alice Gaalswyk (2024-11-28 04:06:40)(Select): doesn't have a huge specific focus on North America but transboundary flows in North America are mentioned and I think it's relevant enough to the study to be included ;","Biotic; Transboundary unclear",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE
"91",NA,"Risk assessment in the face of a changing environment: gypsy moth and climate change in Utah","Logan, J. A.; Regniere, J.; Gray, D. R.; Munson, A. S.","The importance of efficaciously assessing the risk for introduction and establishment of pest species is an increasingly important ecological and economic issue. Evaluation of climate is fundamental to determining the potential success of an introduced or invasive insect pest. However, evaluating climatic suitability poses substantial difficulties; climate can be measured and assessed in a bewildering array of ways. Some physiological filter, in essence a lens that focuses climate through the requirements and constraints of a potential pest introduction, is required. Difficulties in assessing climate suitability are further exacerbated by the effects of climate change. Gypsy moth (Lymantria dispar L.) is an exotic, tree-defoliating insect that is frequently introduced into the western United States. In spite of an abundance of potential host species, these introductions have yet to result in established populations. The success of eradication efforts and the unsuccessful establishment of many detected and undetected introductions may be related to an inhospitable climate. Climatic suitability for gypsy moth in the western United States, however, is potentially improving, perhaps rapidly, due to a general warming trend that began in the mid 1970s and continues today. In this work, we describe the application of a physiologically based climate suitability model for evaluating risk of gypsy moth establishment on a landscape level. Development of this risk assessment system first required amassing databases that integrated the gypsy moth climatic assessment model, with host species distributions, and climate (historical, present, and future). This integrated system was then used to evaluate climate change scenarios for native host species in Utah, with the result that risk of establishment will dramatically increase during the remainder of the 21st century under reasonable climate change scenarios. We then applied the risk assessment system to several case histories of detected gypsy moth introductions in Utah. These applications demonstrated the general utility of the system for predicting risk of establishment and for designing improved risk detection strategies.",2007,"","Ecological Applications","17","1","101-117","","http://dx.doi.org/10.1890/1051-0761(2007)017[0101:RAITFO]2.0.CO;2","","#20547","Logan 2007","","Biotic",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"92",NA,"Science needs of southeastern grassland species of conservation concern: a framework for species status assessments","Noss, R. F.; Cartwright, J. M.; Estes, D.; Witsell, T.; Elliott, K. G.; Adams, D. S.; Albrecht, M. A.; Boyles, R.; Comer, P. J.; Doffitt, C.; Faber-Langendoen, D.; Hill, J. G.; Hunter, W. C.; Knapp, W. M.; Marshall, M.; Pyne, M.; Singhurst, J. R.; Tracey, C.; Walck, J. L.; Weakley, A.","The unglaciated southeastern United States is a biodiversity hotspot, with a disproportionate amount of this biodiversity concentrated in grasslands. Like most hotspots, the Southeast is also threatened by human activities, with the total reduction of southeastern grasslands estimated as 90 percent (upwards to 100 percent for some types) and with many threats escalating today. This report summarizes the results of a multistakeholder workshop organized by the Southeastern Grasslands Initiative and the U.S. Geological Survey, held in January 2020 to provide a scientific needs assessment to help inform the Species Status Assessment (SSA) process under the U.S. Endangered Species Act, with a focus on grassland species and communities of conservation concern in the southeastern United States. This report reviews the ecology of southeastern grasslands, including influences on their origin, maintenance, and high species richness and endemism; presents findings from the workshop; and discusses science questions, hypotheses, and possibilities for future research projects to help fill key knowledge gaps. Participants in the January 2020 workshop, representing diverse expertise in various topics in southeastern grassland ecology, were tasked with identifying major threats to grassland species in the Southeast as well as potential ways to make the SSA process more efficient and effective. An underlying assumption and starting place for workshop discussion was that an ecosystem-based approach to the SSA process is more cost-efficient than a species-by-species approach, in large part because many species with similar biological requirements can be addressed by the same actions. Nevertheless, one partner in this effort, the U.S. Fish and Wildlife Service, does require specific attention be given to taxa that have been petitioned for Federal listing, though as often as possible these taxa are considered alongside a larger group of priority taxa with an ecosystem approach. For group discussions, workshop participants followed a modified """"World Cafe"""" method, a structured conversational approach for knowledge sharing. Group discussions focused on five categories of threats to grassland communities and species: (1) habitat loss, fragmentation, and disruption of functional population connectivity; (2) climate change, especially changes in temperature and precipitation, including intensity and seasonality, and impacts on soil moisture, groundwater levels, and other ecosystem parameters; (3) changes to disturbance regimes, as influenced by climate and land-use change, extinctions, and human attitudes and behaviors; (4) invasive species (not limited to nonnative species); and (5) localized or subregional impacts such as sea-level rise. In addition to group discussions, workshop participants-as well as other grassland experts who were unable to attend the workshop-completed a preworkshop survey concerning challenges and opportunities for grassland conservation. Findings reported here under each of these topics represent ideas, problems, hypotheses, and questions identified by a diverse community of grassland managers and researchers which may be addressed by future research and monitoring in southeastern grassland ecosystems to help guide science-based conservation of grassland-dependent species.",2021,"","Open-File Report - US Geological Survey","","2021-1047","ix-pp","","http://dx.doi.org/10.3133/ofr20211047","","#21639","Noss 2021","Anabel Kinsey (2024-11-24 05:18:40)(Select): """"most climate envelope models agree that longleaf pine may become more dominant across its range, and its range may expand northward (Prasad and others, 2007)"""" (20), there are some specific examples of flows, but is mostly a framework for assessment. I am going to include, but I am not sure if this counts as a """"literature review""""; ","Biotic",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
"93",NA,"Mountain pine beetle: an example of a climate-driven eruptive insect impacting conifer forest ecosystems","Sambaraju, K. R.; Goodsman, D. W.","Climate change is altering the survival and reproductive capacity of plant-feeding insects in multiple ecosystems worldwide, in some cases creating conditions highly suitable for population eruptions. Forest ecosystems are particularly sensitive to climate change as their vulnerability is manifested, in part, as an upsurge in natural disturbances such as native insect outbreaks. The mountain pine beetle (MPB), Dendroctonus ponderosae Hopkins (Coleoptera: Curculionidae), is a phloem-feeding bark beetle indigenous to western North America that attacks most species of pine including its major hosts, lodgepole pine and ponderosa pine. Adult mass aggregation, mediated by pheromones, helps the beetle to overcome tree defenses eventually killing the tree. Recent outbreaks of this insect have caused extensive pine mortality and have affected millions of hectares of forested area in western North America. Climate is a major driver of these outbreaks. In this review, we describe the direct influences of various climate-related factors on MPB development, outbreak behavior, and range expansion and their indirect impact on MPB epidemiology via influences on host trees and MPB-associated fungi. We also underscore the ecological and economic consequences of the recent, unprecedented MPB outbreak. Of serious concern currently is whether climate change will facilitate rapid establishment and spread of MPB in naive pine forests. MPB will likely adapt quickly to new thermal environments under climate change given its short generation time; however, uncertainties and gaps in our understanding of MPB population dynamics (e.g., trophic interactions) in newly invaded habitats preclude an accurate assessment of outbreak potential and spread at this time.",2021,"","CAB Reviews","16","018","1-18","","http://dx.doi.org/10.1079/PAVSNNR202116018","","#22886","Sambaraju 2021","Elliott Parsons (2024-11-06 09:34:37)(Select): Range expansion of the southern pine beetle referenced multiple times as well as current range in US and Canada - so I think cross border expansion is likely implicit ; Anabel Kinsey (2024-10-17 14:05:27)(Select): """"overflew the geoclimatic barrier of the Rocky Mountains and spread further northeastward into the province of Alberta, Canada, than has been previously recorded"""" definitely a flow that could be implicitly transboundary. ; ","Biotic",NA,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
