"","driver","altered_flow","impact","count_driver_alteration","count_driver_altflow_bdimpact","count_driver_impact","alteration","direction","count_alteredflow_impact"
"2178","Air temperature directional change","Duration","Trophic",111,15,154,"Increase","Complex change",123
"2179","Air temperature directional change","Speed","Trophic",89,11,154,"Increase","Complex change",85
"2180","Air temperature directional change","Feedbacks","Trophic",126,15,154,"Complex change","Complex change",121
"2181","Air temperature directional change","Mechanism","Trophic",85,11,154,"Complex change","Complex change",93
"2182","Precipitation directional change","Quantity","Abundance",131,31,191,"Increase","Increase",284
"2183","Precipitation directional change","Direction","Abundance",149,21,191,"Complex change","Increase",179
"2184","Precipitation directional change","Location","Abundance",169,26,191,"Complex change","Increase",224
"2185","Precipitation directional change","Distance","Abundance",68,13,191,"Increase","Increase",137
"2186","Precipitation directional change","Timing","Abundance",125,25,191,"Increase","Increase",208
"2187","Precipitation directional change","Frequency","Abundance",76,14,191,"Increase","Increase",132
"2188","Precipitation directional change","Duration","Abundance",94,19,191,"Increase","Increase",170
"2189","Precipitation directional change","Speed","Abundance",78,11,191,"Increase","Increase",111
"2190","Precipitation directional change","Feedbacks","Abundance",123,18,191,"Complex change","Increase",170
"2191","Precipitation directional change","Mechanism","Abundance",83,11,191,"Complex change","Increase",112
"2192","Precipitation directional change","Quantity","Composition",131,19,120,"Increase","Complex change",191
"2193","Precipitation directional change","Direction","Composition",149,14,120,"Complex change","Complex change",132
"2194","Precipitation directional change","Location","Composition",169,18,120,"Complex change","Complex change",146
"2195","Precipitation directional change","Distance","Composition",68,6,120,"Increase","Complex change",91
"2196","Precipitation directional change","Timing","Composition",125,14,120,"Increase","Complex change",131
"2197","Precipitation directional change","Frequency","Composition",76,9,120,"Increase","Complex change",81
"2198","Precipitation directional change","Duration","Composition",94,15,120,"Increase","Complex change",122
"2199","Precipitation directional change","Speed","Composition",78,8,120,"Increase","Complex change",76
"2200","Precipitation directional change","Feedbacks","Composition",123,11,120,"Complex change","Complex change",114
"2201","Precipitation directional change","Mechanism","Composition",83,5,120,"Complex change","Complex change",67
"2202","Precipitation directional change","Quantity","Connectivity",131,13,111,"Increase","Complex change",128
"2203","Precipitation directional change","Direction","Connectivity",149,11,111,"Complex change","Complex change",113
"2204","Precipitation directional change","Location","Connectivity",169,13,111,"Complex change","Complex change",115
"2205","Precipitation directional change","Distance","Connectivity",68,9,111,"Increase","Complex change",103
"2206","Precipitation directional change","Timing","Connectivity",125,13,111,"Increase","Complex change",123
"2207","Precipitation directional change","Frequency","Connectivity",76,9,111,"Increase","Complex change",93
"2208","Precipitation directional change","Duration","Connectivity",94,12,111,"Increase","Complex change",116
"2209","Precipitation directional change","Speed","Connectivity",78,8,111,"Increase","Complex change",93
"2210","Precipitation directional change","Feedbacks","Connectivity",123,12,111,"Complex change","Complex change",118
"2211","Precipitation directional change","Mechanism","Connectivity",83,9,111,"Complex change","Complex change",97
"2212","Precipitation directional change","Quantity","Trophic",131,18,118,"Increase","Complex change",168
"2213","Precipitation directional change","Direction","Trophic",149,14,118,"Complex change","Complex change",134
"2214","Precipitation directional change","Location","Trophic",169,14,118,"Complex change","Complex change",131
"2215","Precipitation directional change","Distance","Trophic",68,9,118,"Increase","Complex change",111
"2216","Precipitation directional change","Timing","Trophic",125,13,118,"Increase","Complex change",125
"2217","Precipitation directional change","Frequency","Trophic",76,7,118,"Increase","Complex change",78
"2218","Precipitation directional change","Duration","Trophic",94,12,118,"Increase","Complex change",123
"2219","Precipitation directional change","Speed","Trophic",78,8,118,"Increase","Complex change",85
"2220","Precipitation directional change","Feedbacks","Trophic",123,12,118,"Complex change","Complex change",121
"2221","Precipitation directional change","Mechanism","Trophic",83,9,118,"Complex change","Complex change",93
"2222","Climate change  generic ","Quantity","Composition",214,44,251,"Increase","Complex change",191
"2223","Climate change  generic ","Direction","Composition",224,24,251,"Complex change","Complex change",132
"2224","Climate change  generic ","Speed","Composition",110,19,251,"Increase","Complex change",76
"2225","Climate change  generic ","Feedbacks","Composition",206,25,251,"Complex change","Complex change",114
"2226","Climate change  generic ","Quantity","Loss",214,28,180,"Increase","Increase",157
"2227","Climate change  generic ","Direction","Loss",224,19,180,"Complex change","Increase",129
"2228","Climate change  generic ","Speed","Loss",110,16,180,"Increase","Increase",85
"2229","Climate change  generic ","Feedbacks","Loss",206,16,180,"Complex change","Increase",101
"2230","Climate change  generic ","Quantity","Trophic",214,27,185,"Increase","No change (measured)",168
"2231","Climate change  generic ","Direction","Trophic",224,19,185,"Complex change","No change (measured)",134
"2232","Climate change  generic ","Speed","Trophic",110,15,185,"Increase","No change (measured)",85
"2233","Climate change  generic ","Feedbacks","Trophic",206,19,185,"Complex change","No change (measured)",121
"2234","Precipitation directional change","Quantity","Composition",131,19,120,"Increase","Complex change",191
"2235","Precipitation directional change","Direction","Composition",149,14,120,"Complex change","Complex change",132
"2236","Precipitation directional change","Speed","Composition",78,8,120,"Increase","Complex change",76
"2237","Precipitation directional change","Feedbacks","Composition",123,11,120,"Complex change","Complex change",114
"2238","Precipitation directional change","Quantity","Loss",131,18,123,"Increase","Increase",157
"2239","Precipitation directional change","Direction","Loss",149,15,123,"Complex change","Increase",129
"2240","Precipitation directional change","Speed","Loss",78,11,123,"Increase","Increase",85
"2241","Precipitation directional change","Feedbacks","Loss",123,12,123,"Complex change","Increase",101
"2242","Precipitation directional change","Quantity","Trophic",131,18,118,"Increase","No change (measured)",168
"2243","Precipitation directional change","Direction","Trophic",149,14,118,"Complex change","No change (measured)",134
"2244","Precipitation directional change","Speed","Trophic",78,8,118,"Increase","No change (measured)",85
"2245","Precipitation directional change","Feedbacks","Trophic",123,12,118,"Complex change","No change (measured)",121
"2246","Precipitation variability","Quantity","Composition",102,16,112,"Increase","Complex change",191
"2247","Precipitation variability","Direction","Composition",127,14,112,"Complex change","Complex change",132
"2248","Precipitation variability","Speed","Composition",73,8,112,"Increase","Complex change",76
"2249","Precipitation variability","Feedbacks","Composition",102,11,112,"Complex change","Complex change",114
"2250","Precipitation variability","Quantity","Loss",102,15,109,"Increase","Increase",157
"2251","Precipitation variability","Direction","Loss",127,14,109,"Complex change","Increase",129
"2252","Precipitation variability","Speed","Loss",73,8,109,"Increase","Increase",85
"2253","Precipitation variability","Feedbacks","Loss",102,10,109,"Complex change","Increase",101
"2254","Precipitation variability","Quantity","Trophic",102,14,102,"Increase","No change (measured)",168
"2255","Precipitation variability","Direction","Trophic",127,12,102,"Complex change","No change (measured)",134
"2256","Precipitation variability","Speed","Trophic",73,8,102,"Increase","No change (measured)",85
"2257","Precipitation variability","Feedbacks","Trophic",102,11,102,"Complex change","No change (measured)",121
"2258","Air temperature directional change","Quantity","Composition",175,37,205,"Increase","Complex change",191
"2259","Air temperature directional change","Direction","Composition",163,21,205,"Complex change","Complex change",132
"2260","Air temperature directional change","Location","Composition",200,29,205,"Complex change","Complex change",146
"2261","Air temperature directional change","Distance","Composition",103,14,205,"Increase","Complex change",91
"2262","Air temperature directional change","Timing","Composition",152,24,205,"Increase","Complex change",131
"2263","Air temperature directional change","Frequency","Composition",86,14,205,"Increase","Complex change",81
"2264","Air temperature directional change","Speed","Composition",89,13,205,"Increase","Complex change",76
"2265","Air temperature directional change","Feedbacks","Composition",126,20,205,"Complex change","Complex change",114
"2266","Air temperature directional change","Mechanism","Composition",85,11,205,"Complex change","Complex change",67
"2267","Air temperature directional change","Quantity","Connectivity",175,13,118,"Increase","Complex change",128
"2268","Air temperature directional change","Direction","Connectivity",163,11,118,"Complex change","Complex change",113
"2269","Air temperature directional change","Location","Connectivity",200,14,118,"Complex change","Complex change",115
"2270","Air temperature directional change","Distance","Connectivity",103,10,118,"Increase","Complex change",103
"2271","Air temperature directional change","Timing","Connectivity",152,14,118,"Increase","Complex change",123
"2272","Air temperature directional change","Frequency","Connectivity",86,10,118,"Increase","Complex change",93
"2273","Air temperature directional change","Speed","Connectivity",89,10,118,"Increase","Complex change",93
"2274","Air temperature directional change","Feedbacks","Connectivity",126,12,118,"Complex change","Complex change",118
"2275","Air temperature directional change","Mechanism","Connectivity",85,10,118,"Complex change","Complex change",97
"2276","Air temperature directional change","Quantity","Trophic",175,24,154,"Increase","Complex change",168
"2277","Air temperature directional change","Direction","Trophic",163,16,154,"Complex change","Complex change",134
"2278","Air temperature directional change","Location","Trophic",200,18,154,"Complex change","Complex change",131
"2279","Air temperature directional change","Distance","Trophic",103,13,154,"Increase","Complex change",111
"2280","Air temperature directional change","Timing","Trophic",152,18,154,"Increase","Complex change",125
"2281","Air temperature directional change","Frequency","Trophic",86,10,154,"Increase","Complex change",78
"2282","Air temperature directional change","Speed","Trophic",89,11,154,"Increase","Complex change",85
"2283","Air temperature directional change","Feedbacks","Trophic",126,15,154,"Complex change","Complex change",121
"2284","Air temperature directional change","Mechanism","Trophic",85,11,154,"Complex change","Complex change",93
"2285","Drought","Quantity","Abundance",106,27,153,"Increase","Decrease",284
"2286","Drought","Location","Abundance",5,22,153,"Increase","Decrease",224
"2287","Drought","Timing","Abundance",95,16,153,"Increase","Decrease",208
"2288","Drought","Duration","Abundance",62,13,153,"Increase","Decrease",170
"2289","Drought","Feedbacks","Abundance",101,14,153,"Complex change","Decrease",170
"2290","Drought","Quantity","Composition",106,16,88,"Increase","Complex change",191
"2291","Drought","Location","Composition",5,14,88,"Increase","Complex change",146
"2292","Drought","Timing","Composition",95,10,88,"Increase","Complex change",131
"2293","Drought","Duration","Composition",62,10,88,"Increase","Complex change",122
"2294","Drought","Feedbacks","Composition",101,8,88,"Complex change","Complex change",114
"2295","Drought","Quantity","Trophic",106,10,77,"Increase","Complex change",168
"2296","Drought","Location","Trophic",5,10,77,"Increase","Complex change",131
"2297","Drought","Timing","Trophic",95,8,77,"Increase","Complex change",125
"2298","Drought","Duration","Trophic",62,8,77,"Increase","Complex change",123
"2299","Drought","Feedbacks","Trophic",101,8,77,"Complex change","Complex change",121
"2300","Air temperature directional change","Quantity","Abundance",175,45,229,"Increase","Decrease",284
"2301","Air temperature directional change","Location","Abundance",15,32,229,"Increase","Decrease",224
"2302","Air temperature directional change","Timing","Abundance",152,31,229,"Increase","Decrease",208
"2303","Air temperature directional change","Duration","Abundance",111,24,229,"Increase","Decrease",170
"2304","Air temperature directional change","Feedbacks","Abundance",126,21,229,"Complex change","Decrease",170
"2305","Air temperature directional change","Quantity","Composition",175,37,205,"Increase","Complex change",191
"2306","Air temperature directional change","Location","Composition",15,29,205,"Increase","Complex change",146
"2307","Air temperature directional change","Timing","Composition",152,24,205,"Increase","Complex change",131
"2308","Air temperature directional change","Duration","Composition",111,20,205,"Increase","Complex change",122
"2309","Air temperature directional change","Feedbacks","Composition",126,20,205,"Complex change","Complex change",114
"2310","Air temperature directional change","Quantity","Trophic",175,24,154,"Increase","Complex change",168
"2311","Air temperature directional change","Location","Trophic",15,18,154,"Increase","Complex change",131
"2312","Air temperature directional change","Timing","Trophic",152,18,154,"Increase","Complex change",125
"2313","Air temperature directional change","Duration","Trophic",111,15,154,"Increase","Complex change",123
"2314","Air temperature directional change","Feedbacks","Trophic",126,15,154,"Complex change","Complex change",121
"2315","Precipitation directional change","Quantity","Abundance",131,31,191,"Increase","Decrease",284
"2316","Precipitation directional change","Location","Abundance",8,26,191,"Increase","Decrease",224
"2317","Precipitation directional change","Timing","Abundance",125,25,191,"Increase","Decrease",208
"2318","Precipitation directional change","Duration","Abundance",94,19,191,"Increase","Decrease",170
"2319","Precipitation directional change","Feedbacks","Abundance",123,18,191,"Complex change","Decrease",170
"2320","Precipitation directional change","Quantity","Composition",131,19,120,"Increase","Complex change",191
"2321","Precipitation directional change","Location","Composition",8,18,120,"Increase","Complex change",146
"2322","Precipitation directional change","Timing","Composition",125,14,120,"Increase","Complex change",131
"2323","Precipitation directional change","Duration","Composition",94,15,120,"Increase","Complex change",122
"2324","Precipitation directional change","Feedbacks","Composition",123,11,120,"Complex change","Complex change",114
"2325","Precipitation directional change","Quantity","Trophic",131,18,118,"Increase","Complex change",168
"2326","Precipitation directional change","Location","Trophic",8,14,118,"Increase","Complex change",131
"2327","Precipitation directional change","Timing","Trophic",125,13,118,"Increase","Complex change",125
"2328","Precipitation directional change","Duration","Trophic",94,12,118,"Increase","Complex change",123
"2329","Precipitation directional change","Feedbacks","Trophic",123,12,118,"Complex change","Complex change",121
"2330","Precipitation variability","Quantity","Abundance",102,25,166,"Increase","Decrease",284
"2331","Precipitation variability","Location","Abundance",5,19,166,"Increase","Decrease",224
"2332","Precipitation variability","Timing","Abundance",117,23,166,"Increase","Decrease",208
"2333","Precipitation variability","Duration","Abundance",73,17,166,"Increase","Decrease",170
"2334","Precipitation variability","Feedbacks","Abundance",102,15,166,"Complex change","Decrease",170
"2335","Precipitation variability","Quantity","Composition",102,16,112,"Increase","Complex change",191
"2336","Precipitation variability","Location","Composition",5,12,112,"Increase","Complex change",146
"2337","Precipitation variability","Timing","Composition",117,15,112,"Increase","Complex change",131
"2338","Precipitation variability","Duration","Composition",73,12,112,"Increase","Complex change",122
"2339","Precipitation variability","Feedbacks","Composition",102,11,112,"Complex change","Complex change",114
"2340","Precipitation variability","Quantity","Trophic",102,14,102,"Increase","Complex change",168
"2341","Precipitation variability","Location","Trophic",5,10,102,"Increase","Complex change",131
"2342","Precipitation variability","Timing","Trophic",117,12,102,"Increase","Complex change",125
"2343","Precipitation variability","Duration","Trophic",73,11,102,"Increase","Complex change",123
"2344","Precipitation variability","Feedbacks","Trophic",102,11,102,"Complex change","Complex change",121
"2345","Air temperature directional change","Quantity","Trophic",175,24,154,"Increase","Increase",168
"2346","Air temperature directional change","Direction","Trophic",2,16,154,"Increase","Increase",134
"2347","Air temperature directional change","Distance","Trophic",103,13,154,"Increase","Increase",111
"2348","Air temperature directional change","Frequency","Trophic",86,10,154,"Increase","Increase",78
"2349","Air temperature directional change","Location","Abundance",15,32,229,"Increase","Decrease",224
"2350","Air temperature directional change","Duration","Abundance",111,24,229,"Increase","Decrease",170
"2351","Climate change  generic ","Quantity","Abundance",77,60,350,"Decrease","Decrease",284
"2352","Climate change  generic ","Direction","Abundance",224,33,350,"Complex change","Decrease",179
"2353","Climate change  generic ","Location","Abundance",272,46,350,"Complex change","Decrease",224
"2354","Climate change  generic ","Distance","Abundance",120,29,350,"Increase","Decrease",137
"2355","Climate change  generic ","Timing","Abundance",152,38,350,"Increase","Decrease",208
"2356","Climate change  generic ","Duration","Abundance",120,32,350,"Increase","Decrease",170
"2357","Climate change  generic ","Speed","Abundance",110,23,350,"Increase","Decrease",111
"2358","Climate change  generic ","Feedbacks","Abundance",206,33,350,"Complex change","Decrease",170
"2359","Climate change  generic ","Mechanism","Abundance",170,25,350,"Complex change","Decrease",112
"2360","Climate change  generic ","Quantity","Composition",77,44,251,"Decrease","Complex change",191
"2361","Climate change  generic ","Direction","Composition",224,24,251,"Complex change","Complex change",132
"2362","Climate change  generic ","Location","Composition",272,28,251,"Complex change","Complex change",146
"2363","Climate change  generic ","Distance","Composition",120,21,251,"Increase","Complex change",91
"2364","Climate change  generic ","Timing","Composition",152,27,251,"Increase","Complex change",131
"2365","Climate change  generic ","Duration","Composition",120,26,251,"Increase","Complex change",122
"2366","Climate change  generic ","Speed","Composition",110,19,251,"Increase","Complex change",76
"2367","Climate change  generic ","Feedbacks","Composition",206,25,251,"Complex change","Complex change",114
"2368","Climate change  generic ","Mechanism","Composition",170,17,251,"Complex change","Complex change",67
"2369","Climate change  generic ","Quantity","Loss",77,28,180,"Decrease","Increase",157
"2370","Climate change  generic ","Direction","Loss",224,19,180,"Complex change","Increase",129
"2371","Climate change  generic ","Location","Loss",272,25,180,"Complex change","Increase",135
"2372","Climate change  generic ","Distance","Loss",120,15,180,"Increase","Increase",94
"2373","Climate change  generic ","Timing","Loss",152,18,180,"Increase","Increase",114
"2374","Climate change  generic ","Duration","Loss",120,15,180,"Increase","Increase",103
"2375","Climate change  generic ","Speed","Loss",110,16,180,"Increase","Increase",85
"2376","Climate change  generic ","Feedbacks","Loss",206,16,180,"Complex change","Increase",101
"2377","Climate change  generic ","Mechanism","Loss",170,15,180,"Complex change","Increase",86
"2378","Drought","Quantity","Abundance",40,27,153,"Decrease","Decrease",284
"2379","Drought","Direction","Abundance",124,18,153,"Complex change","Decrease",179
"2380","Drought","Location","Abundance",148,22,153,"Complex change","Decrease",224
"2381","Drought","Distance","Abundance",60,12,153,"Increase","Decrease",137
"2382","Drought","Timing","Abundance",95,16,153,"Increase","Decrease",208
"2383","Drought","Duration","Abundance",62,13,153,"Increase","Decrease",170
"2384","Drought","Speed","Abundance",68,10,153,"Increase","Decrease",111
"2385","Drought","Feedbacks","Abundance",101,14,153,"Complex change","Decrease",170
"2386","Drought","Mechanism","Abundance",74,10,153,"Complex change","Decrease",112
"2387","Drought","Quantity","Composition",40,16,88,"Decrease","Complex change",191
"2388","Drought","Direction","Composition",124,10,88,"Complex change","Complex change",132
"2389","Drought","Location","Composition",148,14,88,"Complex change","Complex change",146
"2390","Drought","Distance","Composition",60,5,88,"Increase","Complex change",91
"2391","Drought","Timing","Composition",95,10,88,"Increase","Complex change",131
"2392","Drought","Duration","Composition",62,10,88,"Increase","Complex change",122
"2393","Drought","Speed","Composition",68,5,88,"Increase","Complex change",76
"2394","Drought","Feedbacks","Composition",101,8,88,"Complex change","Complex change",114
"2395","Drought","Mechanism","Composition",74,4,88,"Complex change","Complex change",67
"2396","Drought","Quantity","Loss",40,15,109,"Decrease","Increase",157
"2397","Drought","Direction","Loss",124,13,109,"Complex change","Increase",129
"2398","Drought","Location","Loss",148,14,109,"Complex change","Increase",135
"2399","Drought","Distance","Loss",60,9,109,"Increase","Increase",94
"2400","Drought","Timing","Loss",95,12,109,"Increase","Increase",114
"2401","Drought","Duration","Loss",62,11,109,"Increase","Increase",103
"2402","Drought","Speed","Loss",68,9,109,"Increase","Increase",85
"2403","Drought","Feedbacks","Loss",101,10,109,"Complex change","Increase",101
"2404","Drought","Mechanism","Loss",74,8,109,"Complex change","Increase",86
"2405","Air temperature directional change","Quantity","Abundance",56,45,229,"Decrease","Decrease",284
"2406","Air temperature directional change","Direction","Abundance",163,20,229,"Complex change","Decrease",179
"2407","Air temperature directional change","Location","Abundance",200,32,229,"Complex change","Decrease",224
"2408","Air temperature directional change","Distance","Abundance",103,13,229,"Increase","Decrease",137
"2409","Air temperature directional change","Timing","Abundance",152,31,229,"Increase","Decrease",208
"2410","Air temperature directional change","Duration","Abundance",111,24,229,"Increase","Decrease",170
"2411","Air temperature directional change","Speed","Abundance",89,14,229,"Increase","Decrease",111
"2412","Air temperature directional change","Feedbacks","Abundance",126,21,229,"Complex change","Decrease",170
"2413","Air temperature directional change","Mechanism","Abundance",85,11,229,"Complex change","Decrease",112
"2414","Air temperature directional change","Quantity","Composition",56,37,205,"Decrease","Complex change",191
"2415","Air temperature directional change","Direction","Composition",163,21,205,"Complex change","Complex change",132
"2416","Air temperature directional change","Location","Composition",200,29,205,"Complex change","Complex change",146
"2417","Air temperature directional change","Distance","Composition",103,14,205,"Increase","Complex change",91
"2418","Air temperature directional change","Timing","Composition",152,24,205,"Increase","Complex change",131
"2419","Air temperature directional change","Duration","Composition",111,20,205,"Increase","Complex change",122
"2420","Air temperature directional change","Speed","Composition",89,13,205,"Increase","Complex change",76
"2421","Air temperature directional change","Feedbacks","Composition",126,20,205,"Complex change","Complex change",114
"2422","Air temperature directional change","Mechanism","Composition",85,11,205,"Complex change","Complex change",67
"2423","Air temperature directional change","Quantity","Loss",56,20,114,"Decrease","Increase",157
"2424","Air temperature directional change","Direction","Loss",163,14,114,"Complex change","Increase",129
"2425","Air temperature directional change","Location","Loss",200,16,114,"Complex change","Increase",135
"2426","Air temperature directional change","Distance","Loss",103,9,114,"Increase","Increase",94
"2427","Air temperature directional change","Timing","Loss",152,13,114,"Increase","Increase",114
"2428","Air temperature directional change","Duration","Loss",111,10,114,"Increase","Increase",103
"2429","Air temperature directional change","Speed","Loss",89,8,114,"Increase","Increase",85
"2430","Air temperature directional change","Feedbacks","Loss",126,10,114,"Complex change","Increase",101
"2431","Air temperature directional change","Mechanism","Loss",85,8,114,"Complex change","Increase",86
"2432","Precipitation directional change","Quantity","Abundance",40,31,191,"Decrease","Decrease",284
"2433","Precipitation directional change","Direction","Abundance",149,21,191,"Complex change","Decrease",179
"2434","Precipitation directional change","Location","Abundance",169,26,191,"Complex change","Decrease",224
"2435","Precipitation directional change","Distance","Abundance",68,13,191,"Increase","Decrease",137
"2436","Precipitation directional change","Timing","Abundance",125,25,191,"Increase","Decrease",208
"2437","Precipitation directional change","Duration","Abundance",94,19,191,"Increase","Decrease",170
"2438","Precipitation directional change","Speed","Abundance",78,11,191,"Increase","Decrease",111
"2439","Precipitation directional change","Feedbacks","Abundance",123,18,191,"Complex change","Decrease",170
"2440","Precipitation directional change","Mechanism","Abundance",83,11,191,"Complex change","Decrease",112
"2441","Precipitation directional change","Quantity","Composition",40,19,120,"Decrease","Complex change",191
"2442","Precipitation directional change","Direction","Composition",149,14,120,"Complex change","Complex change",132
"2443","Precipitation directional change","Location","Composition",169,18,120,"Complex change","Complex change",146
"2444","Precipitation directional change","Distance","Composition",68,6,120,"Increase","Complex change",91
"2445","Precipitation directional change","Timing","Composition",125,14,120,"Increase","Complex change",131
"2446","Precipitation directional change","Duration","Composition",94,15,120,"Increase","Complex change",122
"2447","Precipitation directional change","Speed","Composition",78,8,120,"Increase","Complex change",76
"2448","Precipitation directional change","Feedbacks","Composition",123,11,120,"Complex change","Complex change",114
"2449","Precipitation directional change","Mechanism","Composition",83,5,120,"Complex change","Complex change",67
"2450","Precipitation directional change","Quantity","Loss",40,18,123,"Decrease","Increase",157
"2451","Precipitation directional change","Direction","Loss",149,15,123,"Complex change","Increase",129
"2452","Precipitation directional change","Location","Loss",169,16,123,"Complex change","Increase",135
"2453","Precipitation directional change","Distance","Loss",68,10,123,"Increase","Increase",94
"2454","Precipitation directional change","Timing","Loss",125,12,123,"Increase","Increase",114
"2455","Precipitation directional change","Duration","Loss",94,12,123,"Increase","Increase",103
"2456","Precipitation directional change","Speed","Loss",78,11,123,"Increase","Increase",85
"2457","Precipitation directional change","Feedbacks","Loss",123,12,123,"Complex change","Increase",101
"2458","Precipitation directional change","Mechanism","Loss",83,9,123,"Complex change","Increase",86
"2459","Precipitation variability","Quantity","Abundance",28,25,166,"Decrease","Decrease",284
"2460","Precipitation variability","Direction","Abundance",127,18,166,"Complex change","Decrease",179
"2461","Precipitation variability","Location","Abundance",122,19,166,"Complex change","Decrease",224
"2462","Precipitation variability","Distance","Abundance",72,13,166,"Increase","Decrease",137
"2463","Precipitation variability","Timing","Abundance",117,23,166,"Increase","Decrease",208
"2464","Precipitation variability","Duration","Abundance",73,17,166,"Increase","Decrease",170
"2465","Precipitation variability","Speed","Abundance",73,11,166,"Increase","Decrease",111
"2466","Precipitation variability","Feedbacks","Abundance",102,15,166,"Complex change","Decrease",170
"2467","Precipitation variability","Mechanism","Abundance",73,10,166,"Complex change","Decrease",112
"2468","Precipitation variability","Quantity","Composition",28,16,112,"Decrease","Complex change",191
"2469","Precipitation variability","Direction","Composition",127,14,112,"Complex change","Complex change",132
"2470","Precipitation variability","Location","Composition",122,12,112,"Complex change","Complex change",146
"2471","Precipitation variability","Distance","Composition",72,8,112,"Increase","Complex change",91
"2472","Precipitation variability","Timing","Composition",117,15,112,"Increase","Complex change",131
"2473","Precipitation variability","Duration","Composition",73,12,112,"Increase","Complex change",122
"2474","Precipitation variability","Speed","Composition",73,8,112,"Increase","Complex change",76
"2475","Precipitation variability","Feedbacks","Composition",102,11,112,"Complex change","Complex change",114
"2476","Precipitation variability","Mechanism","Composition",73,7,112,"Complex change","Complex change",67
"2477","Precipitation variability","Quantity","Loss",28,15,109,"Decrease","Increase",157
"2478","Precipitation variability","Direction","Loss",127,14,109,"Complex change","Increase",129
"2479","Precipitation variability","Location","Loss",122,13,109,"Complex change","Increase",135
"2480","Precipitation variability","Distance","Loss",72,9,109,"Increase","Increase",94
"2481","Precipitation variability","Timing","Loss",117,13,109,"Increase","Increase",114
"2482","Precipitation variability","Duration","Loss",73,11,109,"Increase","Increase",103
"2483","Precipitation variability","Speed","Loss",73,8,109,"Increase","Increase",85
"2484","Precipitation variability","Feedbacks","Loss",102,10,109,"Complex change","Increase",101
"2485","Precipitation variability","Mechanism","Loss",73,8,109,"Complex change","Increase",86
"2486","Climate change  generic ","Quantity","Abundance",214,60,350,"Increase","Decrease",284
"2487","Climate change  generic ","Direction","Abundance",224,33,350,"Complex change","Decrease",179
"2488","Climate change  generic ","Location","Abundance",272,46,350,"Complex change","Decrease",224
"2489","Climate change  generic ","Distance","Abundance",120,29,350,"Increase","Decrease",137
"2490","Climate change  generic ","Timing","Abundance",152,38,350,"Increase","Decrease",208
"2491","Climate change  generic ","Duration","Abundance",120,32,350,"Increase","Decrease",170
"2492","Climate change  generic ","Speed","Abundance",110,23,350,"Increase","Decrease",111
"2493","Climate change  generic ","Feedbacks","Abundance",206,33,350,"Complex change","Decrease",170
"2494","Climate change  generic ","Mechanism","Abundance",170,25,350,"Complex change","Decrease",112
"2495","Climate change  generic ","Quantity","Composition",214,44,251,"Increase","Complex change",191
"2496","Climate change  generic ","Direction","Composition",224,24,251,"Complex change","Complex change",132
"2497","Climate change  generic ","Location","Composition",272,28,251,"Complex change","Complex change",146
"2498","Climate change  generic ","Distance","Composition",120,21,251,"Increase","Complex change",91
"2499","Climate change  generic ","Timing","Composition",152,27,251,"Increase","Complex change",131
"2500","Climate change  generic ","Duration","Composition",120,26,251,"Increase","Complex change",122
"2501","Climate change  generic ","Speed","Composition",110,19,251,"Increase","Complex change",76
"2502","Climate change  generic ","Feedbacks","Composition",206,25,251,"Complex change","Complex change",114
"2503","Climate change  generic ","Mechanism","Composition",170,17,251,"Complex change","Complex change",67
"2504","Climate change  generic ","Quantity","Connectivity",214,22,192,"Increase","Decrease",128
"2505","Climate change  generic ","Direction","Connectivity",224,20,192,"Complex change","Decrease",113
"2506","Climate change  generic ","Location","Connectivity",272,21,192,"Complex change","Decrease",115
"2507","Climate change  generic ","Distance","Connectivity",120,19,192,"Increase","Decrease",103
"2508","Climate change  generic ","Timing","Connectivity",152,19,192,"Increase","Decrease",123
"2509","Climate change  generic ","Duration","Connectivity",120,19,192,"Increase","Decrease",116
"2510","Climate change  generic ","Speed","Connectivity",110,18,192,"Increase","Decrease",93
"2511","Climate change  generic ","Feedbacks","Connectivity",206,19,192,"Complex change","Decrease",118
"2512","Climate change  generic ","Mechanism","Connectivity",170,19,192,"Complex change","Decrease",97
"2513","Climate change  generic ","Quantity","Loss",214,28,180,"Increase","Increase",157
"2514","Climate change  generic ","Direction","Loss",224,19,180,"Complex change","Increase",129
"2515","Climate change  generic ","Location","Loss",272,25,180,"Complex change","Increase",135
"2516","Climate change  generic ","Distance","Loss",120,15,180,"Increase","Increase",94
"2517","Climate change  generic ","Timing","Loss",152,18,180,"Increase","Increase",114
"2518","Climate change  generic ","Duration","Loss",120,15,180,"Increase","Increase",103
"2519","Climate change  generic ","Speed","Loss",110,16,180,"Increase","Increase",85
"2520","Climate change  generic ","Feedbacks","Loss",206,16,180,"Complex change","Increase",101
"2521","Climate change  generic ","Mechanism","Loss",170,15,180,"Complex change","Increase",86
"2522","Climate change  generic ","Quantity","Trophic",214,27,185,"Increase","Complex change",168
"2523","Climate change  generic ","Direction","Trophic",224,19,185,"Complex change","Complex change",134
"2524","Climate change  generic ","Location","Trophic",272,22,185,"Complex change","Complex change",131
"2525","Climate change  generic ","Distance","Trophic",120,17,185,"Increase","Complex change",111
"2526","Climate change  generic ","Timing","Trophic",152,19,185,"Increase","Complex change",125
"2527","Climate change  generic ","Duration","Trophic",120,18,185,"Increase","Complex change",123
