"","impact","ID_DOI_by_Flow","X2.1.Flow.Type","X2.2.Subtype","DOI","direction","impact.group"
"567","Other",219,"Physical","nutrient and sediment flow","10.1002/hyp.7162","Decrease","neutral"
"568","Other",220,"Human movement","trade","https://doi.org/10.4236/jwarp.2018.1011065","Increase","neutral"
"569","Other",222,"Biotic","biome-shift","https://doi.org/10.1177/1178622120950272","Increase","neutral"
"570","Other",21,"Physical","groundwater","http://dx.doi.org/10.1016/j.jglr.2021.10.011	","Increase","neutral"
"571","Richness",7,"Physical","surface water quantity","doi: 10.1111/brv.12914","Complex change","good"
"572","Richness",10,"Biotic","migration","10.1016/j.rama.2023.07.002","Decrease","good"
"573","Richness",12,"Biotic","range-shift","10.1016/S0065-2504(04)35010-5","Complex change","good"
"574","Richness",14,"Biotic","migration","10.1525/cond.2009.080096","Complex change","good"
"575","Richness",20,"Biotic","migration","10.1650/CONDOR-17-20.1","Decrease","good"
"576","Richness",22,"Biotic","biome-shift","10.1111/gcb.16770","Complex change","good"
"577","Richness",24,"Biotic","migration","10.1890/09-0395.1","Complex change","good"
"578","Richness",40,"Biotic","range-shift","10.1111/gcb.16111","Complex change","good"
"579","Richness",42,"Biotic","range-shift","10.1038/s41579-023-00900-7","Decrease","good"
"580","Richness",43,"Biotic","range-shift","10.2737/NRS-GTR-99","Complex change","good"
"581","Richness",52,"Biotic","range-shift","10.1111/jbi.13465","Complex change","good"
"582","Richness",53,"Biotic","range-shift","https://doi.org/10.1177/194008291600900111","Decrease","good"
"583","Richness",54,"Biotic","range-shift","http://dx.doi.org/10.14745/ccdr.v45i04a04","Increase","good"
"584","Richness",54,"Biotic","disease spread","http://dx.doi.org/10.14745/ccdr.v45i04a04","Increase","good"
"585","Richness",55,"Biotic","migration","http://dx.doi.org/10.1093/aesa/saad038","Complex change","good"
"586","Richness",55,"Biotic","disease spread","http://dx.doi.org/10.1093/aesa/saad038","Complex change","good"
"587","Richness",55,"Biotic","range-shift","http://dx.doi.org/10.1093/aesa/saad038","Complex change","good"
"588","Richness",56,"Biotic","disease spread","10.1016/j.foreco.2018.02.049	","Complex change","good"
"589","Richness",56,"Biotic","range-shift","10.1016/j.foreco.2018.02.049	","Complex change","good"
"590","Richness",61,"Biotic","disease spread","http://dx.doi.org/10.3390/ijerph19020893","Increase","good"
"591","Richness",61,"Biotic","range-shift","http://dx.doi.org/10.3390/ijerph19020893","Increase","good"
"592","Richness",68,"Physical","surface water quantity","10.1139/er-2022-0114	","Increase","good"
"593","Richness",75,"Biotic","range-shift","10.1016/j.jembe.2011.02.020	","No change (measured)","good"
"594","Richness",77,"Biotic","disease spread","10.1641/B581007	","Complex change","good"
"595","Richness",77,"Biotic","range-shift","10.1641/B581007	","Complex change","good"
"596","Richness",80,"Biotic","range-shift","10.1111/j.1466-8238.2009.00519.x	","Complex change","good"
"597","Richness",84,"Biotic","range-shift","10.3133/ofr20201125","Decrease","good"
"598","Richness",85,"Biotic","migration","10.3389/fevo.2019.00099","No change (measured)","good"
"599","Richness",90,"Biotic","range-shift","https://doi.org/10.1111/mam.12284","Decrease","good"
"600","Richness",102,"Physical","surface water quantity","https://doi.org/10.1016/j.jhydrol.2019.124360","Complex change","good"
"601","Richness",106,"Biotic","range-shift","https://doi.org/10.1038/ s43017-020-0071-9","Decrease","good"
"602","Richness",117,"Biotic","range-shift","10.5751/ES-11988-250443","Complex change","good"
"603","Richness",127,"Biotic","range-shift","10.1016/j.scitotenv.2021.145788","Complex change","good"
"604","Richness",132,"Biotic","disease spread","https://research.fs.usda.gov/treesearch/54577","Decrease","good"
"605","Richness",132,"Biotic","range-shift","https://research.fs.usda.gov/treesearch/54577","Decrease","good"
"606","Richness",136,"Physical","surface water quantity","https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2","Increase","good"
"607","Richness",138,"Biotic","range-shift","https://doi.org/10.1007/s10530-020-02244-2","Complex change","good"
"608","Richness",141,"Biotic","range-shift","10.1111/gcb.14957","Complex change","good"
"609","Richness",152,"Biotic","migration","10.1111/faf.12536","Complex change","good"
"610","Richness",155,"Biotic","range-shift","10.1111/fwb.13873","Increase","good"
"611","Richness",156,"Physical","pollution flow","https://doi.org/10.1016/j.scitotenv.2024.171490","Decrease","good"
"612","Richness",159,"Biotic","range-shift","10.1111/j.1744-7917.2010.01367.x","Complex change","good"
"613","Richness",167,"Biotic","range-shift","10.1146/annurev-ecolsys-102710-145015","Complex change","good"
"614","Richness",169,"Biotic","range-shift","10.1007/978-1-4419-8692-4_4","Complex change","good"
"615","Richness",173,"Biotic","range-shift","10.7717/peerj.11","Complex change","good"
"616","Richness",175,"Biotic","range-shift","10.1126/science.aai9214","Complex change","good"
"617","Richness",180,"Biotic","range-shift","http://dx.doi.org/10.1079/9781780641645.0305","Decrease","good"
"618","Richness",185,"Biotic","range-shift","https://doi.org/10.1002/ece3.10277","Complex change","good"
"619","Richness",186,"Physical","glacial melt","doi:10.1093/biosci/biaa015","Complex change","good"
"620","Richness",195,"Biotic","migration","10.3133/ofr20201125","Decrease","good"
"621","Richness",197,"Physical","wildfire","https://doi.org/10.1016/j.jhydrol.2019.124360","Complex change","good"
"622","Richness",205,"Physical","pollution flow","https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2","Complex change","good"
"623","Richness",207,"Biotic","gene flow","10.1111/j.1744-7917.2010.01367.x","Complex change","good"
"624","Richness",216,"Biotic","range-shift","doi:10.1093/biosci/biaa015","Complex change","good"
"625","Trophic",3,"Human movement","displacement","10.1007/s10113-024-02212-9","Complex change","neutral"
"626","Trophic",6,"Biotic","biome-shift","10.1002/ppp3.10500","Complex change","neutral"
"627","Trophic",10,"Biotic","migration","10.1016/j.rama.2023.07.002","Increase","neutral"
"628","Trophic",25,"Biotic","migration","10.1016/j.envint.2018.06.018","Increase","neutral"
"629","Trophic",25,"Biotic","disease spread","10.1016/j.envint.2018.06.018","Increase","neutral"
"630","Trophic",25,"Biotic","range-shift","10.1016/j.envint.2018.06.018","Increase","neutral"
"631","Trophic",33,"Biotic","range-shift","10.1007/s00300-023-03133-9","Complex change","neutral"
"632","Trophic",35,"Biotic","range-shift","10.1093/aesa/saad038","Complex change","neutral"
"633","Trophic",35,"Biotic","disease spread","10.1093/aesa/saad038","Complex change","neutral"
"634","Trophic",40,"Biotic","range-shift","10.1111/gcb.16111","Complex change","neutral"
"635","Trophic",54,"Biotic","range-shift","http://dx.doi.org/10.14745/ccdr.v45i04a04","No change (measured)","neutral"
"636","Trophic",54,"Biotic","disease spread","http://dx.doi.org/10.14745/ccdr.v45i04a04","No change (measured)","neutral"
"637","Trophic",55,"Biotic","migration","http://dx.doi.org/10.1093/aesa/saad038","Complex change","neutral"
"638","Trophic",55,"Biotic","disease spread","http://dx.doi.org/10.1093/aesa/saad038","Complex change","neutral"
"639","Trophic",55,"Biotic","range-shift","http://dx.doi.org/10.1093/aesa/saad038","Complex change","neutral"
"640","Trophic",58,"Biotic","range-shift","dx.doi.org/10.1139/cjz-2019-0207","Increase","neutral"
"641","Trophic",68,"Physical","surface water quantity","10.1139/er-2022-0114	","Increase","neutral"
"642","Trophic",72,"Biotic","range-shift","https://doi.org/10.1111/j.1523-1739.2008.00950.x","Complex change","neutral"
"643","Trophic",74,"Biotic","disease spread","10.1017/S0031182021001426	","Complex change","neutral"
"644","Trophic",74,"Biotic","range-shift","10.1017/S0031182021001426	","Complex change","neutral"
"645","Trophic",75,"Biotic","range-shift","10.1016/j.jembe.2011.02.020	","No change (measured)","neutral"
"646","Trophic",102,"Physical","surface water quantity","https://doi.org/10.1016/j.jhydrol.2019.124360","Complex change","neutral"
"647","Trophic",105,"Physical","wind","https://www.taylorfrancis.com/chapters/edit/10.1201/9781315226781-33/environmental-evaluation-lessons-learned-case-studies-bosun-banjoko-saeid-eslamian","Complex change","neutral"
"648","Trophic",132,"Biotic","disease spread","https://research.fs.usda.gov/treesearch/54577","Increase","neutral"
"649","Trophic",132,"Biotic","range-shift","https://research.fs.usda.gov/treesearch/54577","Increase","neutral"
"650","Trophic",133,"Biotic","range-shift","10.1579/0044-7447(2006)35[381:AOOEOC]2.0.CO;2","Complex change","neutral"
"651","Trophic",136,"Physical","surface water quantity","https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2","Complex change","neutral"
"652","Trophic",138,"Biotic","range-shift","https://doi.org/10.1007/s10530-020-02244-2","Complex change","neutral"
"653","Trophic",141,"Biotic","range-shift","10.1111/gcb.14957","Complex change","neutral"
"654","Trophic",144,"Biotic","migration","10.1007/s11160-014-9348-8","Complex change","neutral"
"655","Trophic",155,"Biotic","range-shift","10.1111/fwb.13873","Complex change","neutral"
"656","Trophic",156,"Physical","pollution flow","https://doi.org/10.1016/j.scitotenv.2024.171490","No change (measured)","neutral"
"657","Trophic",159,"Biotic","range-shift","10.1111/j.1744-7917.2010.01367.x","Complex change","neutral"
"658","Trophic",161,"Biotic","range-shift","10.3390/tropicalmed7110388","Complex change","neutral"
"659","Trophic",163,"Biotic","range-shift","https://doi.org/10.1139/X08-171","Complex change","neutral"
"660","Trophic",164,"Biotic","disease spread","https://doi.org/10.3390/ijerph15030478","Increase","neutral"
"661","Trophic",168,"Physical","sea ice retreat","http://dx.doi.org/10.1016/j.pocean.2015.07.011","Increase","neutral"
"662","Trophic",169,"Biotic","range-shift","10.1007/978-1-4419-8692-4_4","Complex change","neutral"
"663","Trophic",172,"Biotic","range-shift","10.1894/0038-4909-65.2.161","Complex change","neutral"
"664","Trophic",173,"Biotic","range-shift","10.7717/peerj.11","Complex change","neutral"
"665","Trophic",175,"Biotic","range-shift","10.1126/science.aai9214","Complex change","neutral"
"666","Trophic",185,"Biotic","range-shift","https://doi.org/10.1002/ece3.10277","Increase","neutral"
"667","Trophic",186,"Physical","glacial melt","doi:10.1093/biosci/biaa015","Complex change","neutral"
"668","Trophic",187,"Sociocultural","knowledge transfer","10.1007/s10113-024-02212-9","Complex change","neutral"
"669","Trophic",188,"Sociocultural","knowledge transfer","10.1002/ppp3.10500","Complex change","neutral"
"670","Trophic",190,"Physical","surface water quantity","10.1007/s10584-015-1355-9	","Increase","neutral"
"671","Trophic",197,"Physical","wildfire","https://doi.org/10.1016/j.jhydrol.2019.124360","Increase","neutral"
"672","Trophic",205,"Physical","pollution flow","https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2","Increase","neutral"
"673","Trophic",207,"Biotic","gene flow","10.1111/j.1744-7917.2010.01367.x","Complex change","neutral"
"674","Trophic",208,"Biotic","disease spread","10.3390/tropicalmed7110388","Complex change","neutral"
"675","Trophic",76,"Sociocultural","governance","10.1111/gcb.16109","Decrease","neutral"
"676","Trophic",76,"Sociocultural","diplomatic/financial aid","10.1111/gcb.16109","Decrease","neutral"
"677","Trophic",134,"Physical","surface water quantity","https://doi.org/10.1002/ieam.1360","No change (measured)","neutral"
"678","Trophic",135,"Physical","groundwater","https://doi.org/10.1002/ieam.1360","No change (measured)","neutral"
"679","Urbanization",10,"Biotic","migration","10.1016/j.rama.2023.07.002","No change (measured)","bad"
"680","Urbanization",16,"Human movement","migration","10.1289/ehp.1104375","Increase","bad"
"681","Urbanization",20,"Biotic","migration","10.1650/CONDOR-17-20.1","Increase","bad"
"682","Urbanization",53,"Biotic","range-shift","https://doi.org/10.1177/194008291600900111","Increase","bad"
"683","Urbanization",54,"Biotic","range-shift","http://dx.doi.org/10.14745/ccdr.v45i04a04","No change (measured)","bad"
"684","Urbanization",54,"Biotic","disease spread","http://dx.doi.org/10.14745/ccdr.v45i04a04","No change (measured)","bad"
"685","Urbanization",85,"Biotic","migration","10.3389/fevo.2019.00099","Decrease","bad"
"686","Urbanization",150,"Biotic","migration","10.1017/S0959270908000439","Increase","bad"
"687","Urbanization",173,"Biotic","range-shift","10.7717/peerj.11","Increase","bad"
"688","Urbanization",182,"Human movement","migration","https://doi.org/10.1038/s44168-024-00133-1	","Complex change","bad"
"689","Urbanization",189,"Human movement","displacement","10.1289/ehp.1104375","Increase","bad"
"690","Urbanization",195,"Biotic","migration","10.3133/ofr20201125","Increase","bad"
"691","Urbanization",217,"Human movement","relocation","10.1289/ehp.1104375","Increase","bad"
