"","ID_DOI_by_Flow","X2.1.Flow.Type","X2.2.Subtype","DOI","impact","direction"
"605",188,"Sociocultural","knowledge transfer","10.1002/ppp3.10500","Trophic","Complex change"
"606",190,"Physical","surface water quantity","10.1007/s10584-015-1355-9	","Trophic","Increase"
"607",197,"Physical","wildfire","https://doi.org/10.1016/j.jhydrol.2019.124360","Trophic","Increase"
"608",205,"Physical","pollution flow","https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2","Trophic","Increase"
"609",207,"Biotic","gene flow","10.1111/j.1744-7917.2010.01367.x","Trophic","Complex change"
"610",208,"Biotic","disease spread","10.3390/tropicalmed7110388","Trophic","Complex change"
"611",76,"Sociocultural","governance","10.1111/gcb.16109","Trophic","Decrease"
"612",76,"Sociocultural","diplomatic/financial aid","10.1111/gcb.16109","Trophic","Decrease"
"613",134,"Physical","surface water quantity","https://doi.org/10.1002/ieam.1360","Trophic","No change (measured)"
"614",135,"Physical","groundwater","https://doi.org/10.1002/ieam.1360","Trophic","No change (measured)"
"615",3,"Human movement","displacement","10.1007/s10113-024-02212-9","Indigenous.Knowledge","Decrease"
"616",6,"Biotic","biome-shift","10.1002/ppp3.10500","Indigenous.Knowledge","Complex change"
"617",10,"Biotic","migration","10.1016/j.rama.2023.07.002","Indigenous.Knowledge","No change (measured)"
"618",26,"Sociocultural","knowledge transfer","https://doi.org/10.3390/genealogy4020051","Indigenous.Knowledge","Increase"
"619",36,"Sociocultural","governance","https://doi.org/10.4236/jwarp.2018.1011065","Indigenous.Knowledge","Decrease"
"620",54,"Biotic","range-shift","http://dx.doi.org/10.14745/ccdr.v45i04a04","Indigenous.Knowledge","No change (measured)"
"621",54,"Biotic","disease spread","http://dx.doi.org/10.14745/ccdr.v45i04a04","Indigenous.Knowledge","No change (measured)"
"622",62,"Sociocultural","knowledge transfer","10.3390/jmse8100739","Indigenous.Knowledge","Increase"
"623",175,"Biotic","range-shift","10.1126/science.aai9214","Indigenous.Knowledge","Complex change"
"624",187,"Sociocultural","knowledge transfer","10.1007/s10113-024-02212-9","Indigenous.Knowledge","Decrease"
"625",188,"Sociocultural","knowledge transfer","10.1002/ppp3.10500","Indigenous.Knowledge","Complex change"
"626",76,"Sociocultural","governance","10.1111/gcb.16109","Indigenous.Knowledge","Increase"
"627",76,"Sociocultural","diplomatic/financial aid","10.1111/gcb.16109","Indigenous.Knowledge","Increase"
"628",6,"Biotic","biome-shift","10.1002/ppp3.10500","Management","Complex change"
"629",8,"Physical","sea ice retreat","10.1139/Z11-021","Management","Complex change"
"630",10,"Biotic","migration","10.1016/j.rama.2023.07.002","Management","Increase"
"631",20,"Biotic","migration","10.1650/CONDOR-17-20.1","Management","Complex change"
"632",24,"Biotic","migration","10.1890/09-0395.1","Management","Complex change"
"633",36,"Sociocultural","governance","https://doi.org/10.4236/jwarp.2018.1011065","Management","Decrease"
"634",40,"Biotic","range-shift","10.1111/gcb.16111","Management","Complex change"
"635",41,"Sociocultural","governance","10.5751/ES-11835-250442","Management","Complex change"
"636",43,"Biotic","range-shift","10.2737/NRS-GTR-99","Management","Complex change"
"637",46,"Sociocultural","governance","10.5751/ES-08879-220131","Management","Increase"
"638",54,"Biotic","range-shift","http://dx.doi.org/10.14745/ccdr.v45i04a04","Management","No change (measured)"
"639",54,"Biotic","disease spread","http://dx.doi.org/10.14745/ccdr.v45i04a04","Management","No change (measured)"
"640",57,"Biotic","migration","https://doi.org/10.1080/23308249.2024.2341023","Management","Increase"
"641",62,"Sociocultural","knowledge transfer","10.3390/jmse8100739","Management","Increase"
"642",67,"Sociocultural","governance","10.1080/08920759109362128	","Management","Complex change"
"643",70,"Biotic","disease spread","10.5424/fs/2012212-02230	","Management","Complex change"
"644",70,"Biotic","range-shift","10.5424/fs/2012212-02230	","Management","Complex change"
"645",84,"Biotic","range-shift","10.3133/ofr20201125","Management","Increase"
"646",102,"Physical","surface water quantity","https://doi.org/10.1016/j.jhydrol.2019.124360","Management","Complex change"
"647",104,"Sociocultural","governance","10.1016/j.ecolecon.2022.107356","Management","Complex change"
"648",118,"Sociocultural","governance","10.21829/myb.2014.200146","Management","Increase"
"649",120,"Sociocultural","governance","10.15779/Z38M61BQ0J","Management","No change (measured)"
"650",132,"Biotic","disease spread","https://research.fs.usda.gov/treesearch/54577","Management","Increase"
"651",132,"Biotic","range-shift","https://research.fs.usda.gov/treesearch/54577","Management","Increase"
"652",141,"Biotic","range-shift","10.1111/gcb.14957","Management","Complex change"
"653",150,"Biotic","migration","10.1017/S0959270908000439","Management","Complex change"
"654",156,"Physical","pollution flow","https://doi.org/10.1016/j.scitotenv.2024.171490","Management","No change (measured)"
"655",163,"Biotic","range-shift","https://doi.org/10.1139/X08-171","Management","Complex change"
"656",175,"Biotic","range-shift","10.1126/science.aai9214","Management","Complex change"
"657",185,"Biotic","range-shift","https://doi.org/10.1002/ece3.10277","Management","Increase"
"658",188,"Sociocultural","knowledge transfer","10.1002/ppp3.10500","Management","Complex change"
"659",210,"Biotic","gene flow","10.1894/0038-4909-65.2.161","Management","Increase"
"660",216,"Biotic","range-shift","doi:10.1093/biosci/biaa015","Management","Complex change"
"661",76,"Sociocultural","governance","10.1111/gcb.16109","Management","Increase"
"662",76,"Sociocultural","diplomatic/financial aid","10.1111/gcb.16109","Management","Increase"
"663",7,"Physical","surface water quantity","doi: 10.1111/brv.12914","Other","Decrease"
"664",8,"Physical","sea ice retreat","10.1139/Z11-021","Other","Increase"
"665",15,"Human movement","migration","https://openknowledge.fao.org/server/api/core/bitstreams/24eba882-35e4-4e04-a793-eaab4cd6259c/content","Other","Increase"
"666",16,"Human movement","migration","10.1289/ehp.1104375","Other","Increase"
"667",28,"Human movement","tourism","10.24917/20801653.322.20	","Other","Complex change"
"668",39,"Biotic","range-shift","10.1007/s10531-013-0525-1	","Other","Increase"
"669",54,"Biotic","range-shift","http://dx.doi.org/10.14745/ccdr.v45i04a04","Other","No change (measured)"
"670",54,"Biotic","disease spread","http://dx.doi.org/10.14745/ccdr.v45i04a04","Other","No change (measured)"
"671",92,"Biotic","disease spread","https://www.fs.usda.gov/pnw/pubs/pnw_gtr966_chapter2.pdf","Other","Decrease"
"672",92,"Biotic","range-shift","https://www.fs.usda.gov/pnw/pubs/pnw_gtr966_chapter2.pdf","Other","Decrease"
"673",94,"Physical","surface water quantity","https://www.researchgate.net/profile/Jan-Ciborowski/publication/352652269_An_ecosystem_health_assessment_of_the_Detroit_River_and_western_Lake_Erie/links/60e936321c28af3458598682/An-ecosystem-health-assessment-of-the-Detroit-River-and-western-Lake-Erie.pdf","Other","Complex change"
"674",106,"Biotic","range-shift","https://doi.org/10.1038/ s43017-020-0071-9","Other","Decrease"
"675",110,"Biotic","range-shift","https://doi.org/10.1016/j.amepre.2008.08.024","Other","Increase"
"676",112,"Physical","pollution flow","https://doi.org/10.1007/s44169-022-00016-8","Other","Increase"
"677",113,"Physical","pollution flow","https://doi.org/10.1007/s10533-023-01108-w","Other","Increase"
"678",116,"Physical","surface water quantity","https://doi.org/10.1007/s10584-021-03057-5","Other","Decrease"
"679",144,"Biotic","migration","10.1007/s11160-014-9348-8","Other","Complex change"
"680",153,"Biotic","disease spread","https://doi.org/10.1016/j.foreco.2018.03.011","Other","Complex change"
"681",153,"Biotic","range-shift","https://doi.org/10.1016/j.foreco.2018.03.011","Other","Complex change"
"682",156,"Physical","pollution flow","https://doi.org/10.1016/j.scitotenv.2024.171490","Other","No change (measured)"
"683",184,"Physical","pollution flow","10.3390/w6102862","Other","Increase"
"684",194,"Physical","nutrient and sediment flow","https://doi.org/10.4236/jwarp.2018.1011065","Other","Increase"
"685",197,"Physical","wildfire","https://doi.org/10.1016/j.jhydrol.2019.124360","Other","Increase"
"686",199,"Biotic","range-shift","https://doi.org/10.1177/1178622120950272","Other","Complex change"
"687",205,"Physical","pollution flow","https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2","Other","Increase"
"688",219,"Physical","nutrient and sediment flow","10.1002/hyp.7162","Other","Decrease"
"689",220,"Human movement","trade","https://doi.org/10.4236/jwarp.2018.1011065","Other","Increase"
"690",222,"Biotic","biome-shift","https://doi.org/10.1177/1178622120950272","Other","Increase"
"691",21,"Physical","groundwater","http://dx.doi.org/10.1016/j.jglr.2021.10.011	","Other","Increase"
