"","Title","Authors","Abstract","Published Year","Published Month","Journal","Volume","Issue","Pages","Accession Number","DOI","Ref","Covidence #","Study","Notes","Tags","Sociocultural","Human movement","Biophysical","Biotic","IK","Intervention","Potentially relevant","save for other sections","Transboundary unclear","Original study","Perspective paper","Human_movement","Original_study"
"387","Impacts of climate change on groundwater in the Great Lakes Basin: a review","Costa, D.; Zhang, H.; Levison, J.","Climate change has the potential to alter the physical and chemical properties of water in the Great Lakes Basin, in turn impacting ecological function. This study synthesizes existing research associated with the potential effects of a changing climate on the quality and quantity of groundwater in the Great Lakes Basin. It includes analyses of impacts on (1) recharge, (2) groundwater storage, (3) discharge and groundwater-surface water (GW-SW) interactions, (4) exacerbating future urban development impacts on groundwater, (5) groundwater quality, and (6) ecohydrology. Large spatial and temporal (i.e., seasonal) variability in groundwater response to climate change between regions is anticipated. Most studies combine field observations with modelling, but many have focused only on small/medium basins. At these small scales, groundwater systems are generally projected to be fairly resilient to climate change impacts. However, modelling studies of larger basins (e.g., Grand River, Saginaw Bay, Maumee River) predict an increase in groundwater storage. Uncertainty in model simulations, particularly from climate models that are used to force hydrological models, is a major challenge. There have been too few studies to date that investigate the interplay of climate change and groundwater quality in the Great Lakes Basin to draw conclusions about future groundwater quality and ecohydrology.A summary of methods, models, and technology is provided. Model uncertainty has become an increasingly important topic and is also discussed. The study concludes with a synthesis of the main science needs to understand groundwater impacts in order to adapt to a changing climate in the Great Lakes Basin.",2021,"","Journal of Great Lakes Research","47","6","1613-1625","","http://dx.doi.org/10.1016/j.jglr.2021.10.011","","#17510","Costa 2021","Matthew Schumm (2024-09-07 04:39:48)(Select): Seems implicitly transboundary based on Figure 2, does talk about climate impacts, and does allude to """"ecological"""" effects.; Anabel Kinsey (2024-09-04 04:03:34)(Select): Focuses more on potential/modelled effects of climate change. Also can't find an exact example of a transboundary flow.; ","Biophysical",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"388","A review of water level fluctuations on aquatic biota with an emphasis on fishes in ice-covered lakes","Cott, P. A.; Sibley, P. K.; Somers, W. M.; Lilly, M. R.; Gordon, A. M.","The effects of water level fluctuations on fish and other aquatic biota, with an emphasis on winter water withdrawal in northern regions is reviewed. Water demands for population growth and development are adding pressure on water reserves, particularly when coupled with changing climatic conditions. Water level fluctuations can have adverse effects on the environment, most notably to hydrologic and biotic processes ranging in magnitude from the micro-scale to landscape level. Water level management of lakes and reservoirs can affect all forms of aquatic biota. The severity of effect is dependant on the magnitude, duration and timing of the fluctuation, and the species exposed. In northwestern Canada and northern Alaska, water is withdrawn from water bodies to construct ice-roads and other winter based developments. Biota in small, isolated water bodies are particularly sensitive to reductions in winter water levels. Water withdrawals can reduce the oxygen available to overwintering fish, while reduced water levels can reduce habitat for fish and furbearers, and freeze littoral areas killing plants, invertebrates, and fish eggs. Regulatory winter water withdrawal thresholds have been developed in the Northwest Territories and Alaska and continue to be refined as new data becomes available. The use of thresholds can help minimize or avoid negative impacts to the environment, particularly fish, from winter water withdrawal activities. Many different factors may influence the effect that winter water withdrawal has on a water body, such as basin shape, substrate and location. More research is warranted to better understand the linkages between anthropogenic and natural water level fluctuations and their combined effect on aquatic ecosystems. A general decision support system is proposed for minimizing risk to aquatic life from winter water withdrawal activities.",2008,"","Journal of the American Water Resources Association","44","2","343-359","","http://dx.doi.org/10.1111/j.1752-1688.2007.00166.x","","#17527","Cott 2008","","Biotic; Transboundary unclear",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"389","Effects of elevated atmospheric carbon dioxide on insect-plant interactions","Coviella, C. E.; Trumble, J. T.","In the enriched carbon dioxide (CO2) atmosphere expected in the next century, many species of herbivorous insects will confront less nutritious host plants that will induce both lengthened larval developmental times and greater mortality. The limited data currently available suggest that the effect of increased atmospheric CO2 on herbivory will be not only highly species-specific but also specific to each insect-plant system. Several scenarios can be predicted, however: local extinctions will occur; the endangered species status as well as the pest status of some insect species will change; geographic distributions for some insect species will shift with host-plant ranges; and changes in the population dynamics of affected insect species will influence their interactions with other insects and plants. An analysis of the available literature indicates that many orders containing insect species important for ecosystem conservation, and even those important as agricultural or medical pests, have not been examined in terms of the effect of enhanced CO2 levels on populations. Research is necessary to document how insects adapt to elevated CO2 levels and for effective conservation.",1999,"","Conservation Biology","13","4","700-712","","http://dx.doi.org/10.1046/j.1523-1739.1999.98267.x","","#17539","Coviella 1999","Anabel Kinsey (2024-10-26 00:30:45)(Select): While it is hard to pull out a specific transboundary example, I think this is very relevant: """"Geographic distributions will be affected by shifts in host-plant ranges."""" Perhaps the individual studies listed could help to find a transboundary example. I am going to include b/c I think this is a great application of climate change effects on a biotic flow. ; ","Biotic",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"390","Cryptococcus gattii: emergence in Western North America: exploitation of a novel ecological niche","Datta, K.; Bartlett, K. H.; Marr, K. A.","The relatively uncommon fungal pathogen Cryptococcus gattii recently emerged as a significant cause of cryptococcal disease in human and animals in the Pacific Northwest of North America. Although genetic studies indicated its possible presence in the Pacific Northwest for more than 30 years, C. gattii as an etiological agent was largely unknown in this region prior to 1999. The recent emergence may have been encouraged by changing conditions of climate or land use and/or host susceptibility, and predictive ecological niche modeling indicates a potentially wider spread. C. gattii can survive wide climatic variations and colonize the environment in tropical, subtropical, temperate, and dry climates. Long-term climate changes, such as the significantly elevated global temperature in the last 100 years, influence patterns of disease among plants and animals and create niche microclimates habitable by emerging pathogens. C. gattii may have exploited such a hitherto unrecognized but clement environment in the Pacific Northwest to provide a wider exposure and risk of infection to human and animal populations.",2009,"","Interdisciplinary Perspectives on Infectious Diseases","2009","","Article-176532","","http://dx.doi.org/10.1155/2009/176532","","#17662","Datta 2009","","Biotic",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"391","Impact of climate change-induced natural disasters on intangible cultural heritage related to food: a review","Dembedza, V. P.; Chopera, P.; Mapara, J.; Macheka, L.","The increased frequency of extreme climate-induced natural disasters (floods, cyclones, mud slides, heat waves, droughts), attributed to climate change, is causing stress to already vulnerable livelihoods by affecting both tangible and intangible cultural heritage (ICH) assets. There are limited studies that have established how the climate-induced disasters have impacted the ICH elements of food. As such, there is need to first establish the ICH elements or components of food and then how these ICH elements of food are being affected by climate change-induced disasters. This review was therefore aimed at identifying based on the literature the different ICH elements of food and how these can be affected by climate-induced disasters such as floods, cyclones, and droughts. This review paper shows that food is not only considered an ICH because of it being specific to a territory or ethnic group, but there are several dimensions or elements of food that makes it qualify as an ICH, which we grouped into six categories or domains. These domains of food as ICH are (i) food traditions and customs, (ii) food production, processing, and storage, (iii) dietary culture, (iv) eating and social practices, (v) culinary, and (vi) geographical indications. These ICH domains of food as ICH we created them based on the similarity of the different characteristics of the ICH elements are identified in the literature. This new insight is useful in assessing the impact of climate-induced natural disasters on intangible cultural heritage in food systems. More so, the identified categories of ICH elements of food can be viewed as constructs in a framework that can be used to assess the impact of climate-induced disasters on intangible cultural heritage in food systems and the ultimate impact on nutrition outcomes. Further research can be directed toward the development of a framework or tool to enable the assessment of the impact of climate-induced natural disasters on intangible cultural heritage in food systems.",2022,"","Journal of Ethnic Foods","9","32","","","http://dx.doi.org/10.1186/s42779-022-00147-2","","#17733","Dembedza 2022","","Sociocultural; Transboundary unclear",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"392","A summary of the effects of climate change on Ontario's aquatic ecosystems","Dove-Thompson, D.; Lewis, C.; Gray, P. A.; Chu, C.; Dunlop, W. I.","Climate change will alter Ontario's aquatic ecosystems as a result of increases in air and water temperature, decreases in ice and snow cover, and changes in the timing and amount of precipitation. These changes will affect the hydrological cycle by altering the flow of water and water chemistry. Threats to freshwater fauna include nutrient enrichment, hydrological modifications, habitat degradation and loss, pollution, and the spread of invasive species. A changing climate and increasing levels of ultraviolet light pose additional risks that add to existing threats. The combination of changes in land use, habitat, and climate present a serious challenge to the long-term integrity and health of aquatic ecosystems. Since fish are cold-blooded, increases in water temperature will affect their distribution, growth, reproduction, and survival. The habitat and productivity for coldwater species, such as lake trout (Salvelinus namaycush) and brook trout (Salvelinus fontinalis), may decline substantially with increased air and water temperatures. Coolwater fishes likely will respond to climate change in a variety of ways. For example, in the case of walleye (Sander vitreus) in central and northern Ontario, warming may increase available habitat. Overall, model projections suggest a northward shift in the location of the walleye fishery. Many warmwater fishes are projected to benefit from warmer water temperatures. For example, smallmouth bass (Micropterus dolomieu), which reach the northern extent of their range in Ontario, may expand northward as warmer water temperatures facilitate increased growth and recruitment. A northward expansion of warmwater fish species will disrupt the life history strategies of cool- and coldwater fish species. Commercial and recreational harvest opportunities for lake trout, brook trout, and perhaps walleye will decline, particularly in southern Ontario. Although these losses may be offset somewhat by increased opportunities to harvest warmwater species, the expected changes in fish communities will bring a variety of social and economic challenges. To meet these challenges, an adaptive approach to fisheries and aquatic ecosystem management in Ontario is needed. Known and potential climate change effects must be incorporated into existing fisheries management plans and strategic plans will need to be revisited to ensure that they reflect anticipated changes. Given the importance of understanding the range of potential climate change effects on aquatic assets, it is essential that management agencies and organizations identify and apply appropriate effective mitigation and adaptive management strategies. This report reviews and summarizes the known and potential effects of climate change on Ontario's aquatic ecosystems and on the life history of selected coldwater, coolwater, and warmwater fish species.",2011,"","Climate Change Research Report - Ontario Ministry of Natural Resources and Forestry","","CCRR-11","iii-pp","","","","#17895","Dove-Thompson 2011","","Biophysical; Biotic",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"393","A natural history of change in native bees associated with Lowbush Blueberry in Maine","Drummond, F. A.; Dibble, A. C.; Stubbs, C.; Bushmann, S. L.; Ascher, J. S.; Ryan, J.","More than 120 native bee species have been documented in Maine since 1930 in association with the native plant Vaccinium angustifolium (Lowbush Blueberry). We report 3 studies in commercial Lowbush Blueberry fields: (1) a survey of diversity in Osmia (mason bees) and closely related Megachile (leaf-cutter bees) using trap nests in 93 fields from 1990 to 2012, (2) a 29-year study of a native bee community, and (3) an examination of climate-change effects on bee-foraging periods during blueberry bloom. Osmia appeared to be more stable over a 22-year period in their species richness and relative abundances in Lowbush Blueberry fields when compared to Megachile over a similar 17-year period. The native bee community in a single location in Winterport was observed to fluctuate in abundance 2 to 3 times annually. Modeling of the total bee community and taxa-specific group abundances (Bombus, Megachilids, Andrenids, and Halictids and other bees) suggest that while stochastic density-independent processes such as weather can play a role in determining their annual oscillations, density-dependent lags of 1 and 2 years appear to be the main driving forces. Estimation of fruit set over the same 29-year period, based upon native bee abundance, suggests that pollination is more buffered than community bee abundance, resulting in a lesser degree of fluctuation over time. We speculate that this finding is due to redundancy in floral preferences, multiple floral visitations, and differing pollination efficiencies by the highly diverse native bee community associated with Lowbush Blueberry. Effects of climate change in Maine Lowbush Blueberry fields during May bloom was investigated using a historic weather database. Since the early 1990s, precipitation has, to a large degree, reduced the number of optimal bee foraging days during bloom, with implications for pollination and bee species abundances. This new information reinforces the need for provision of pollinator gardens to support native pollinators of Lowbush Blueberry.",2017,"","Northeastern Naturalist","24","Monograph 15","49-68","","http://dx.doi.org/10.1656/045.024.m1502","","#17912","Drummond 2017","Anna LoPresti (2024-08-10 07:57:07)(Select): transboundary is implicit but not explicit. paper focuses on maine but specifies that the species range includes parts of southern canada, and that climate change will result in bee range shifts (presumably norward from Maine into Canada); ","Biotic; Transboundary unclear",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"394","Local experimental growth rates respond to macroclimate for the lichen epiphyte Lobaria pulmonaria","Eaton, S.; Ellis, C. J.","Background: Bioclimatic models are widely applied in biogeography and conservation biology; however, the functional relevance of macroclimate as an explanation for species performance (e.g. establishment, growth and survival, fecundity) has been challenged. Aims: In this study, we aimed to determine whether the ecological performance of an epiphytic lichen is related to coarse-grained macroclimate. Methods: A meta-analysis was carried out to compare local growth rates for a lichen epiphyte, Lobaria pulmonaria, to coarse-grained interpolated climate surfaces. Growth rates were sampled from small-scale experiments conducted within different forest settings and for different regions of the world. Generalised linear mixed models were used to compare thallus growth (response) to a suite of climatic variables derived from the WorldClim dataset. Results: A significant relationship between thallus growth measured for experimental forest microhabitats and macroclimatic variables (total precipitation and annual mean temperature) was found. This relationship was validated through a comparison with L. pulmonaria's North American range for which projected growth rates were higher and lower where the species tended to be present and absent, respectively. Conclusions: The ecological relevance of coarse-grained macroclimate applied in bioclimatic modelling has been challenged. We show that the use of macroclimatic data may be functionally defensible where correlated with independent measures of local ecological success.",2012,"","Plant Ecology & Diversity","5","3","365-372","","http://dx.doi.org/10.1080/17550874.2012.728640","","#17984","Eaton 2012","","Biotic",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"395","Evaluation of the association between climate warming and the spread and proliferation of Ixodes scapularis in northern states in the eastern United States","Eisen, R. J.; Eisen, L.","Ixodes scapularis (the blacklegged tick) is widely distributed in forested areas across the eastern United States. The public health impact of I. scapularis is greatest in the north, where nymphal stage ticks commonly bite humans and serve as primary vectors for multiple human pathogens. There were dramatic increases in the tick's distribution and abundance over the last half-century in the northern part of the eastern US, and climate warming is commonly mentioned as a primary driver for these changes. In this review, we summarize the evidence for the observed spread and proliferation of I. scapularis being driven by climate warming. Although laboratory and small-scale field studies have provided insights into how temperature and humidity impact survival and reproduction of I. scapularis, using these associations to predict broad-scale distribution and abundance patterns is more challenging. Numerous efforts have been undertaken to model the distribution and abundance of I. scapularis at state, regional, and global scales based on climate and landscape variables, but outcomes have been ambiguous. Across the models, the functional relationships between seasonal or annual measures of heat, cold, precipitation, or humidity and tick presence or abundance were inconsistent. The contribution of climate relative to landscape variables was poorly defined. Over the last half-century, climate warming occurred in parallel with spread and population increase of the white-tailed deer, the most important reproductive host for I. scapularis adults, in the northern part of the eastern US. There is strong evidence for white-tailed deer playing a key role to facilitate spread and proliferation of I. scapularis in the US over the last century. However, due to a lack of spatially and temporally congruent data, climate, landscape, and host variables are rarely included in the same models, thus limiting the ability to evaluate their relative contributions or interactions in defining the geographic range and abundance patterns of ticks. We conclude that the role of climate change as a key driver for geographic expansion and population increase of I. scapularis in the northern part of the eastern US over the last half-century remains uncertain.",2024,"","Ticks and Tick-borne Diseases","15","1","","","http://dx.doi.org/10.1016/j.ttbdis.2023.102286","","#18015","Eisen 2024","","Biotic; Transboundary unclear",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"396","Mosquitoes and Culicoides biting midges: vector range and the influence of climate change","Elbers, A. R. W.; Koenraadt, C. J. M.; Meiswinkel, R.","Vector-borne animal diseases pose a continuous and substantial threat to livestock economies around the globe. Increasing international travel, the globalisation of trade, and climate change are likely to play a progressively more important role in the introduction, establishment and spread of arthropod-borne pathogens worldwide. A review of the literature reveals that many climatic variables, functioning singly or in combination, exert varying effects on the distribution and range of Culicoides vector midges and mosquitoes. For example, higher temperatures may be associated with increased insect abundance - thereby amplifying the risk of disease transmission - but there are no indications yet of dramatic shifts occurring in the geographic range of Culicoides midges. However, the same cannot be said for mosquitoes: over the last few decades, multiple Asian species have established themselves in Europe, spread and are unlikely to ever be eradicated. Research on how insects respond to changes in climate is still in its infancy. The authors argue that we need to grasp how other annectant changes, such as extremes in precipitation (drought and flooding), may affect the dispersal capability of mosquitoes. Models are useful for assessing the interplay between mosquito vectors expanding their range and the native flora and fauna; however, ecological studies employing classical mark-release-recapture techniques remain essential for addressing fundamental questions about the survival and dispersal of mosquito species, with the resulting parameters fed directly into new-generation disease transmission models. Studies on the eventual impact of mosquitoes on animal and human health should be tackled through large-scale integrated research programmes. Such an approach calls for more collaborative efforts, along the lines of the One Health Initiative.",2015,"","Special Issue: New developments in major vector-borne diseases.","34","1","123-137","","","","#18030","Elbers 2015","Colleen Miller (2024-08-23 00:43:24)(Select): discusses dispersal and climate impacts; includes human element through disease; Rebecca Ward-Diorio (2024-08-09 07:39:46)(Select): repeat;","Biotic",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"397","Global progress in climate change and biodiversity conservation research","Farooqi, T. J. A.; Irfan, M.; Portela, R.; Zhou, X.; Shulin, P.; Ali, A.","Climate change is always an immense challenge for conservation biologists in the development and implementation of effective conservation strategies. The expected loss of biodiversity due to climate change weakens the delivery of ecosystem functioning and services, which can lead to a global environmental crisis. This study aims to conduct a comprehensive review of literature on recent progress in climate change and biodiversity conservation research and identifies the leading countries, institutions and researchers in this research area. We also aim to explore the current research trends, and existing scientific knowledge as well as to provide perspectives on the topic. A scientometric analysis approach included co-occurrence analysis of countries, institutions, and authors for research productivity and academic development; co-occurrence of keywords for identification of research hotspots; co-citation analysis for prominent articles and journals; and keyword burst for detection of global research trends, was applied by using CiteSpace based on 1965 articles retrieved from the Web of Science Core Collection for the period 2000-2021. We found an increasing research production over time on climate change and biodiversity conservation research. Although climate change and biodiversity conservation research have been studied across the globe (particularly in developed countries such as the USA) and institutions (such as the University of Queensland, Australia), several more countries, regions and institutions are underrepresented across the globe. The current research hot topics we found are mainly """"management"""", """"impact"""", """"diversity"""" and """"land use"""", whereas the research trends are """"richness"""", """"scenario"""", """"perception"""" and """"REDD"""". Thus, further research is needed to cover the huge knowledge gap related to humans, climate change, biodiversity, and ecosystem functioning across the globe (particularly in unexplored countries and regions) through several interdisciplinary approaches and collaborations.",2022,"","Global Ecology and Conservation","38","","","","http://dx.doi.org/10.1016/j.gecco.2022.e02272","","#18163","Farooqi 2022","Colleen Miller (2024-08-22 07:22:01)(Select): Implied transboundary flow of information based on study analysis. Discussion of some biotic impacts in section 4.2; Laura  Dee (2024-08-15 07:45:51)(Select): collaboration networks so could be sociocultural? no evidence of biodversity impacts/outcomes ;","Biotic; Sociocultural",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"398","Climate change and Canada's north coast: research trends, progress, and future directions","Ford, J. D.; Couture, N.; Bell, T.; Clark, D. G.","This paper identifies and characterizes current knowledge on climate change impacts, adaptation, and vulnerability for Canada's northern coastline, outlining key research gaps. Warming temperatures and increased precipitation have been documented across the northern coast, with the rate of sea ice decline ranging from 2.9% to 10.4% per decade. Storm intensity and frequency is increasing, and permafrost is warming across the region. Many of these changes are projected to accelerate in the future, with in excess of 8 degrees C warming in winter possible under a high-emission scenario by 2081-2100. Vulnerability to these changes differs by region and community, a function of geographic location, nature of climate change impacts, and human factors. Capacity to manage climate change is high in some sectors, such as subsistence harvesting, but is being undermined by long-term societal changes. In other sectors, such as infrastructure and transportation, limitations in climate risk management capacity result in continuing high vulnerabilities. There is evidence that adaptation is taking place in response to experienced and projected impacts, although readiness for adaptation is challenged by limited resources, institutional capacity, and a need for support for adaptation across levels of government. Priority areas for future research include (i) expanding the sectoral and geographic focus of understanding on climate change impacts, adaptation, and vulnerability; (ii) integrating climatic and socio-economic projections into vulnerability and adaptation assessments; (iii) developing an evidence base on adaptation options; and (iv) monitoring and evaluating the effectiveness of adaptation support. Cross-cutting themes for advancing climate change impacts, adaptation, and vulnerability research on the north coast more broadly include the need for greater emphasis on interdisciplinary approaches and cross-cultural collaborations, support for decision-orientated research, and focus on effective knowledge mobilization.",2018,"","Environmental Reviews","26","1","82-92","","http://dx.doi.org/10.1139/er-2017-0027","","#18314","Ford 2018","Maya-Lin Green (2024-08-25 17:04:05)(Select): The paper meets all five criteria. Its a review, it discusses multiple climate change impacts on flows such as species range shifts (biotic), transportation patterns (human) and impacts on traditional activities (sociocultural). The flow relates to biodiversity, focuses on Canada's northers coastline, and mentions things like changing marine transportation patterns which imply transboundary issues. ; ","Biophysical",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"399","Adaptations to climate change: Colville and Okanogan-Wenatchee National Forests","Gaines, W. L.; Peterson, D. W.; Thomas, C. A.; Harrod, R. J.","Forest managers are seeking practical guidance on how to adapt their current practices and, if necessary, their management goals, in response to climate change. Science-management collaboration was initiated on national forests in eastern Washington where resource managers showed a keen interest in science-based options for adapting to climate change at a 2-day workshop. Scientists and managers reviewed current climate change science and identified resources vulnerable to expected climate change. Vulnerabilities related to vegetation and habitat management included potential reductions in forest biodiversity and low forest resilience to changing disturbance regimes. The vulnerabilities related to aquatic and infrastructure resources included changing water quality and quantity, the risk to roads and other facilities from changes to hydrologic regimes, and the potential loss of at-risk aquatic species and habitats. Managers then worked in facilitated groups to identify adaptations that could be implemented through management and planning to reduce the vulnerability of key resources to climate change. The identified adaptations were grouped under two major headings: Increasing Ecological Resiliency to Climate Change, and Increasing Social and Economic Resiliency to Climate Change. The information generated from the science-management collaborative represents an initial and important step in identifying and prioritizing tangible steps to address climate change in forest management. Next would be the development of detailed implementation strategies that address the identified management adaptations.",2012,"","General Technical Report - Pacific Northwest Research Station, USDA Forest Service","","PNW-GTR-862","ii-pp","","","","#18415","Gaines 2012","Elliott Parsons (2024-08-17 06:58:05)(Select): This is a technical report, not a typical """"review"""", and it does contain the results of a workshop, but it does review climate change impacts such as wildfire, hydrology, vegetation, range-shifting species, etc. Also adjacent directly to Canada. So it meets all the criteria if it can count as a """"review"""".; ","Biophysical; Biotic; Transboundary unclear",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"400","Global governance dimensions of globally networked risks: the state of the art in social science research","Galaz, V.; Tallberg, J.; Boin, A.; Ituarte-Lima, C.; Hey, E.; Olsson, P.; Westley, F.","Global risks are now increasingly being perceived as networked, and likely to result in large-scale, propagating failures and crises that transgress national boundaries and societal sectors. These so called """"globally networked risks"""" pose fundamental challenges to global governance institutions. A growing literature explores the nature of these globally networked or """"systemic"""" risks. While this research has taught us much about the anatomy of these risks, it has consistently failed to integrate insights from the wider social sciences. This is problematic since the prescriptions that result from these efforts flow from naive assumptions about the way real-world state and non-state actors behave in the international arena. This leaves serious gaps in our understanding of whether networked environmental risks at all can be governed. The following essay brings together decades of research by different disciplines in the social sciences, and identifies five multi-disciplinary key insights that can inform global approaches to governing these. These insights include the influence of international institutions; the dynamics and effect of international norms and legal mechanisms; the need for international institutions to cope with transboundary and cross-sectoral crises; the role of innovation as a strategy to handle unpredictable global risks; and the necessity to address legitimacy issues.",2017,"","Risk, Hazards & Crisis in Public Policy","8","1","4-27","","http://dx.doi.org/10.1002/rhc3.12108","","#18421","Galaz 2017","Rachel Wilwerding (2024-08-14 04:34:37)(Select): Potentially relevant- insight into major factors that influence efficacy of international governance initiatives;","Potentially relevant; Sociocultural; Transboundary unclear",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"401","Managing water resources to adapt to climate change: facing uncertainty and scarcity in a changing context","Garrote, L.","Some of the most significant future efforts in water resources management will be devoted to climate change adaptation. Climate change adaptation is of special concern in regions facing water scarcity where water management is already challenged by many problems. This paper is a review of current knowledge on approaches to address water issues under uncertainty in water-scarce regions, identifying specific policy actions for climate change adaptation. The focus is on regions, like the Mediterranean, California or Australia, where water resources are well developed and have become an essential part of socioeconomic activities but are currently facing significant challenges due to their dependence on water availability to maintain living standards. We provide an overview of the expected impacts of climate change on water resources and discuss management responses based on peer-reviewed studies published over the past three decades. The adaptation choices cover a wide range of options, from adaptive demand management to utilization of remaining marginal water sources. The intensification of successful measures already applied in the past is still viewed as a solution to reduce climate impacts. However, the emphasis is progressively being placed on sustainability, developing and extending the water management paradigm to include not only technical and economic criteria, but also ecological and social considerations.",2017,"","Special Issue: Facets of modern water resources management.","31","10","2951-2963","","http://dx.doi.org/10.1007/s11269-017-1714-6","","#18518","Garrote 2017","Maya-Lin Green (2024-08-20 19:21:14)(Select): Yes, all five criteria are met. The paper discusses large-scale water resource management issues that would likely cross borders.; ","Biophysical; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"402","The impacts of climatic changes for water resources of the Colorado and Sacramento-San Joaquin River Basins","Gleick, P. H.; Chalecki, E. L.","A wide variety of regional assessments of the water-related impacts of climatic change have been made over the past two decades, using different methods, approaches, climate models, and assumptions. As part of the Water Sector research for the National Assessment of the Implications of Climatic Variability and Change for the United States, several major summaries have been prepared, looking at the differences and similarities in results among regional research projects. Two such summaries are presented here, for the Colorado River Basin and the Sacramento River Basin. Both of these watersheds are vitally important to the social, economic, and ecological character of their regions; both are large snowmelt-driven basins; both have extensive and complex water management systems in place; and both have had numerous, independent studies done on them. This review analyses the models, methods, climate assumptions, and conclusions from these studies, and places them in the context of the new climate scenarios developed for the National Assessment. Some significant and consistent impacts have been identified for these basins, across a wide range of potential climate changes. Among the most important is the shift in the timing of runoff that results from changes in snowfall and snowmelt dynamics. This shift has been seen in every regional result across these two basins despite differences in models and climate change assumptions. The implications of these impacts for water management, planning, and policy are discussed.",1999,"","Journal of the American Water Resources Association","35","6","1429-1441","","","","#18642","Gleick 1999","Elliott Parsons (2024-08-27 08:02:10)(Select): it is a review (1 = yes), flows are biophysical (water), and includes climate impacts on this flow (2=yes), yes, fish species are mentioned as declining (3=yes), within NA (4=yes), 5 (yes as the Colorado river runs into Mexico and Mexico is mentioned).; ","Biophysical; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"403","Climate change and infectious diseases in North America: the road ahead","Greer, A.; Ng, V.; Fisman, D.","Global climate change is inevitable - the combustion of fossil fuels has resulted in a buildup of greenhouse gases within the atmosphere, causing unprecedented changes to the earth's climate. The Fourth Assessment Report of the Intergovernmental Panel on Climate Change suggests that North America will experience marked changes in weather patterns in coming decades, including warmer temperatures and increased rainfall, summertime droughts and extreme weather events (e.g., tornadoes and hurricanes). Although these events may have direct consequences for health (e.g., injuries and displacement of populations due to thermal stress), they are also likely to cause important changes in the incidence and distribution of infectious diseases, including vector-borne and zoonotic diseases, water-and food-borne diseases and diseases with environmental reservoirs (e.g., endemic fungal diseases). Changes in weather patterns and ecosystems, and health consequences of climate change will probably be most severe in far northern regions (e.g., the Arctic). We provide an overview of the expected nature and direction of such changes, which pose current and future challenges to health care providers and public health agencies.",2008,"","Canadian Medical Association Journal","178","6","715-722","","","","#18766","Greer 2008","","Biotic; Transboundary unclear",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
