"","Title","Authors","Abstract","Published Year","Published Month","Journal","Volume","Issue","Pages","Accession Number","DOI","Ref","Covidence #","Study","Notes","Tags","Sociocultural","Biophysical","Biotic","IK","Intervention","Potentially relevant","save for other sections","Transboundary unclear","Perspective paper","Human_movement","Original_study","socio_human","socio_biotic","socio_physical","human_biotic","biotic_physical"
"91","Turning up the heat: long-term water quality responses to wildfires and climate change in a hypereutrophic lake","Palma-Dow, A. de; McCullough, I. M.; Brentrup, J. A.","Clear Lake (Lake County, CA, USA) is hypereutrophic and used for drinking water, tribal use, and supports a significant fishing economy. The Mendocino Complex (2018), one of the largest wildfires in California's post-settlement history, burned 40% of the Clear Lake watershed, providing a timely opportunity to study the impacts of historical and current wildfires on this valuable aquatic resource. Using long-term monthly monitoring data from 1968 to 2019, paired with historical watershed fire data, we found that for the three largest fire years in the watershed's history, 3-year postfire median July-October epilimnetic total phosphorus (TP) concentrations were below or equal to 3-year prefire TP concentrations. However, both median TP epilimnetic concentrations and deepwater temperature across the lake have increased since the late 1960s. Long-term TP increases were more strongly correlated with monthly maximum air temperatures than precipitation, suggesting a potential role of warming-induced water column stratification, dissolved oxygen (DO) depletion, and high potential for internal phosphorus loading. Hypoxic occurrences were correlated with higher hypolimnetic soluble reactive phosphorus and TP concentrations, but additional high-frequency monitoring of DO will help determine the duration of anoxia and its contribution to internal phosphorus loading. These long-term data suggest that for this large, hypereutrophic lake, wildfires did not significantly alter in-lake TP concentrations based on long-term, monthly monitoring and that other internal or external sources of TP may mask any wildfire effects. Nonetheless, our study underscores the value of synthesizing decades of water quality, watershed wildfire, and climate data to build a more comprehensive, nuanced picture of multiple long-term threats to aquatic ecosystems under global change. Moreover, monitoring and studying fire effects across a wide range of lake types beyond this study will help promote more effective lake management during changing climates and increasingly frequent large wildfires.",2022,"","Ecosphere","13","12","","","http://dx.doi.org/10.1002/ecs2.4271","","#21846","Palma-Dow 2022","Laura  Dee (2024-08-14 07:07:07)(Select): cross-boundary with tribe in Northern CA and discussions of human well being 
; ","Biophysical; Transboundary unclear",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"92","Out of sight, Out of mind - but not Out of scope: the need to consider ozone (O3) in restoration science, policy, and practice","Perring, M. P.; Bullock, J. M.; Alison, J.; Holder, A. J.; Hayes, F.","Restoration ecologists have local- to global-scale ambitions in a policy framework of sustainable development goals and reversing biodiversity loss. Emphasis is given to environmental alteration, typically considering land degradation and climate change. Other related environmental drivers, such as pollution, receive less attention. Here we emphasize that terrestrial restoration discourse needs to consider tropospheric ozone (O3) pollution. O3's pervasive influence on plants and other ecosystem components provides for the possibility of consequences at community and ecosystem levels. The precursor chemicals that lead to O3 formation are increasing, precipitously so in rapidly industrializing regions of the world. Yet, a review of critical restoration guidance and journals suggests that because O3 is out of sight, it remains out of mind. Based on a narrative cross-discipline literature review, we examine: (1) How O3 could affect the achievement of restoration goals and (2) How restoration interventions could feedback on tropospheric O3. Evidence, currently limited, suggests that O3 could impair the achievement of restoration goals to as great an extent as other drivers, but, in general, we lack direct quantification. Restoration interventions (e.g. tree planting) that may be considered successful can actually exacerbate O3 pollution with negative consequences for food security and human health. These wide-ranging effects, across multiple goals, mean that O3 is not out of scope for restoration science, policy, and practice. In detailing a strategic ozone-aware restoration agenda, we suggest how restoration science and policy can quantify O3's influence, while outlining steps practitioners can take to adapt to/mitigate the impacts of O3 pollution.",2022,"","Restoration Ecology","30","7","","","http://dx.doi.org/10.1111/rec.13622","","#22038","Perring 2022","","Biophysical",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"93","The ecology of mixed severity fire regimes in Washington, Oregon, and Northern California","Perry, D. A.; Hessburg, P. F.; Skinner, C. N.; Spies, T. A.; Stephens, S. L.; Taylor, A. H.; Franklin, J. F.; McComb, B.; Riegel, G.","Forests characterized by mixed-severity fires occupy a broad moisture gradient between lower elevation forests typified by low-severity fires and higher elevation forests in which high-severity, stand replacing fires are the norm. Mixed-severity forest types are poorly documented and little understood but likely occupy significant areas in the western United States. By definition, mixed-severity types have high beta diversity at meso-scales, encompassing patches of both high and low severity and gradients in between. Studies of mixed-severity types reveal complex landscapes in which patch sizes follow a power law distribution with many small and few large patches. Forest types characterized by mixed severity can be classified according to the modal proportion of high to low severity patches, which increases from relatively dry to relatively mesic site conditions. Mixed-severity regimes are produced by interactions between top-down forcing by climate and bottom-up shaping by topography and the flammability of vegetation, although specific effects may vary widely across the region, especially the relation between aspect and fire severity. History is important in shaping fire behavior in mixed-severity landscapes, as patterns laid down by previous fires can play a significant role in shaping future fires. Like low-severity forests in the western United States, many dry mixed-severity types experienced significant increases in stand density during the 20th century, threatening forest health and biodiversity, however not all understory development in mixed-severity forests increases the threat of severe wild fires. In general, current landscapes have been homogenized, reducing beta diversity and increasing the probability of large fires and insect outbreaks. Further loss of old, fire tolerant trees is of particular concern, but understory diversity has been reduced as well. High stand densities on relatively dry sites increase water use and therefore susceptibility to drought and insect outbreaks, exacerbating a trend of increasing regional drying. The need to restore beta diversity while protecting habitat for closed-forest specialists such as the northern spotted owl call for landscape-level approaches to ecological restoration.",2011,"","Forest Ecology and Management","262","5","703-717","","http://dx.doi.org/10.1016/j.foreco.2011.05.004","","#22039","Perry 2011","","Biophysical; Transboundary unclear",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"94","Indicators of climate change impacts on the water cycle and water management","Peters-Lidard, C. D.; Rose, K. C.; Kiang, J. E.; Strobel, M. L.; Anderson, M. L.; Byrd, A. R.; Kolian, M. J.; Brekke, L. D.; Arndt, D. S.","Managing water is a top social and economic responsibility and is expected to become even more critical as climate change, in addition to other human activities, alters water availability and quality. Robust indicators reflecting the effects of climate change on the US and global water cycles are needed in order to appropriately manage water resources. Here, we describe a suite of seventeen water cycle and management indicators, which are based on synthesis of available datasets. These indicators include average and heavy precipitation, standardized precipitation index, annual, 7-day low and 3-day high streamflow volume, streamflow timing, snow cover, snow water equivalent, groundwater level, lake water temperature, stream water temperature, dissolved oxygen, salinity, Palmer Drought Severity Index, water withdrawals, and water use. We also identify three indicators that could be included in the suite of water cycle and management indicators with some additional, directed work: snowfall, evapotranspiration, and soil moisture. Our conceptual framework focuses on known water cycle changes in addition to potential effects on management and addresses water quantity and quality, as well as water use and related interactions with freshwater ecosystems, societal impacts, and management. Water cycle indicators are organized into three categories: (1) hydrologic processes, (2) water quality processes, and (3) water quality and quantity impacts. Indicators described here are recommended to serve as critical references for periodic climate assessments. As such, these indicators support analyses of the effects of global change on the natural environment, agriculture, energy, and water resources, among other sectors. Additionally, we identify research gaps and needs that can be addressed to advance the development of future indicators.",2021,"","Climatic Change","165","1/2","","","http://dx.doi.org/10.1007/s10584-021-03057-5","","#22054","Peters-Lidard 2021","Alice Gaalswyk (2024-08-17 02:30:25)(Select): study focuses on US but reasonable to assume transboundary water flows between Canada-US and Mexico-US;","Biophysical",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"95","Natural disturbance and post-disturbance management effects on selected watershed values","Redding, T.; Lapp, S.; Leach, J.","This extension note summarizes the key findings of the chapter entitled """"A synthesis of the effects of natural disturbance and post-disturbance management on streamflow, stream temperature, suspended sediment, and aquatic invertebrate populations"""" of FORREX Series 28, which is an overview of the available research on the effects of climate change, natural disturbance (focused on wildfire and insect infestation), and post-disturbance management actions (primarily clearcut salvage harvesting) on key watershed processes and values. The scope of the synthesis was limited to the magnitude and timing of streamflow, stream temperature, suspended sediment, and aquatic invertebrate population dynamics. In general, the effects on hydrologic processes and watershed functions are greater following post-disturbance activities; climate change is anticipated to further negatively compound these natural disturbances. To maintain the resilience of watersheds (that is, the ability of natural systems to recover from perturbation), management activities should be designed to maintain natural hydrologic and ecosystem function wherever possible. Key considerations to maintain resilience include: planning management activities at the site, watershed and landscape scales, maximizing riparian overstory retention within 10 metres of streams, minimizing the introduction of fine sediments into surface water bodies, and monitoring the effects of disturbances and management interventions to support adaptive management. Using the best available information, along with advice from qualified watershed professionals, is key to ensuring effective management.",2012,"","BC Journal of Ecosystems and Management","13","1","63-76","","","","#22432","Redding 2012","Colleen Miller (2024-08-22 02:59:15)(Select): Transboundary implicit; changes in flow as a result of CC or changes in natural systems interacting with CC;","Biophysical; Transboundary unclear",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"96","Climate, disturbance, and vulnerability to vegetation change in the Northwest Forest Plan area","Reilly, M. J.; Spies, T. A.; Littell, J.; Butz, R.; Kim, J. B.","This chapter aims to lay a general foundation of current knowledge and understanding of climate change for the subsequent chapters in this synthesis report. The chapter focuses on the following topics: (i) regional climate setting, including an introduction to the major vegetation zones and disturbance regimes within the Northwest Forest Plan (NWFP, or Plan) area; (ii) climate history of the region from the Holocene through the 20th century; (iii) overview of climate modelling approaches and limitations; (iv) projected changes in climate and how these vary across the region; (v) mechanisms of vegetation change and potential climate change vulnerabilities; (vi) projected effects on vegetation at regional scales; (vii) uncertainties associated with models and knowledge of climate change effects; and (viii) management considerations and strategies for adaptation and climate change mitigation goals.",2018,"","General Technical Report - Pacific Northwest Research Station, USDA Forest Service","","PNW-GTR-966(Vol. 1)","29-92","","","","#22467","Reilly 2018","Colleen Miller (2024-08-20 02:19:14)(Select): International transboundary flow unclear. ; Enrique Martinez-Meyer (2024-08-19 04:50:11)(Select): It is focused on the US, but directly connects to southwestern Canada, ao implications can be extrapolated; ","Biophysical; Biotic; Transboundary unclear",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"97","Extreme weather events threaten biodiversity and functions of river ecosystems: evidence from a meta-analysis","Sabater, S.; Freixa, A.; Jimenez, L.; Lopez-Doval, J.; Pace, G.; Pascoal, C.; Perujo, N.; Craven, D.; Gonzalez-Trujillo, J. D.","Both gradual and extreme weather changes trigger complex ecological responses in river ecosystems. It is still unclear to what extent trend or event effects alter biodiversity and functioning in river ecosystems, adding considerable uncertainty to predictions of their future dynamics. Using a comprehensive database of 71 published studies, we show that event - but not trend - effects associated with extreme changes in water flow and temperature substantially reduce species richness. Furthermore, event effects - particularly those affecting hydrological dynamics - on biodiversity and primary productivity were twice as high as impacts due to gradual changes. The synthesis of the available evidence reveals that event effects induce regime shifts in river ecosystems, particularly affecting organisms such as invertebrates. Among extreme weather events, dryness associated with flow interruption caused the largest effects on biota and ecosystem functions in rivers. Effects on ecosystem functions (primary production, organic matter decomposition and respiration) were asymmetric, with only primary production exhibiting a negative response to extreme weather events. Our meta-analysis highlights the disproportionate impact of event effects on river biodiversity and ecosystem functions, with implications for the long-term conservation and management of river ecosystems. However, few studies were available from tropical areas, and our conclusions therefore remain largely limited to temperate river systems. Further efforts need to be directed to assemble evidence of extreme events on river biodiversity and functioning.",2022,"","Biological Reviews","98","2","450-461","","http://dx.doi.org/10.1111/brv.12914","","#22798","Sabater 2022","","Biophysical; Transboundary unclear",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"98","Climate change impacts on U.S. coastal and marine ecosystems","Scavia, D.; Field, J. C.; Boesch, D. F.; Buddemeier, R. W.; Burkett, V.; Cayan, D. R.; Fogarty, M.; Harwell, M. A.; Howarth, R. W.; Mason, C.; Reed, D. J.; Royer, T. C.; Sallenger, A. H.; Titus, J. G.","Increases in concentrations of greenhouse gases projected for the 21st century are expected to lead to increased mean global air and ocean temperatures. The National Assessment of Potential Consequences of Climate Variability and Change (NAST 2001) was based on a series of regional and sector assessments. This paper is a summary of the coastal and marine resources sector review of potential impacts on shorelines, estuaries, coastal wetlands, coral reefs, and ocean margin ecosystems. The assessment considered the impacts of several key drivers of climate change: sea level change; alterations in precipitation patterns and subsequent delivery of freshwater, nutrients, and sediment; increased ocean temperature; alterations in circulation patterns; changes in frequency and intensity of coastal storms; and increased levels of atmospheric CO2. Increasing rates of sea-level rise and intensity and frequency of coastal storms and hurricanes over the next decades will increase threats to shorelines, wetlands, and coastal development. Estuarine productivity will change in response to alteration in the timing and amount of freshwater, nutrients, and sediment delivery. Higher water temperatures and changes in freshwater delivery will alter estuarine stratification, residence time, and eutrophication. Increased ocean temperatures are expected to increase coral bleaching and higher CO2 levels may reduce coral calcification, making it more difficult for corals to recover from other disturbances, and inhibiting poleward shifts. Ocean warming is expected to cause poleward shifts in the ranges of many other organisms, including commercial species, and these shifts may have secondary effects on their predators and prey. Although these potential impacts of climate change and variability will vary from system to system, it is important to recognize that they will be superimposed upon, and in many cases intensify, other ecosystem stresses (pollution, harvesting, habitat destruction, invasive species, land and resource use, extreme natural events), which may lead to more significant consequences.",2002,"","Estuaries","25","2","149-164","","http://dx.doi.org/10.1007/BF02691304","","#22988","Scavia 2002","Anna LoPresti (2024-08-27 05:47:20)(Select): gulf of mexico example as well, im considering gulf of mexico a transboundary water body and the paper discusses ecosystem impacts there so including; Laura  Dee (2024-08-23 07:32:58)(Select): US focused but mentions aquatic ecosystems and movementflows like gulf of maine and missouri river so not totally sure; ","Biophysical; Biotic; Transboundary unclear",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"99","Cumulative effects of climate warming and other human activities on freshwaters of Arctic and Subarctic North America","Schindler, D. W.; Smol, J. P.","The consequences of global warming and associated environmental changes for freshwater lakes and rivers in North America, are reviewed. Despite their generally isolated geographic locations, the freshwaters of the north are subjected to a wide spectrum of environmental stressors. High-latitude regions are especially sensitive to the effects of recent climatic warming, which have already resulted in marked regime shifts in the biological communities of many Arctic lakes and ponds. Important drivers of these limnological changes include changes in the amount and duration of snow and ice cover, and for rivers and lakes in their deltas, the frequency and extent of spring floods. Other important climate-related shifts include alterations in evaporation and precipitation ratios, marked changes in the quality and quantity of lake and river water inflows due to accelerated glacier and permafrost melting, and declining percentages of precipitation that falls as snow. The depletion of stratospheric ozone over the north, together with the clarity of many Arctic lakes, renders them especially susceptible to damage from ultraviolet radiation. In addition, the long-range atmospheric transport of pollutants, coupled with the focusing effects of contaminant transport from biological vectors to some local ecosystems (e.g., salmon nursery lakes, ponds draining seabird colonies) and biomagnification in long food chains, have led to elevated concentrations of many persistent organic pollutants (e.g., insecticides, which have never been used in Arctic regions) and other pollutants (e.g., mercury). Rapid development of gas and oil pipelines, mining for diamonds and metals, increases in human populations, and the development of all-season roads, seaports, and hydroelectric dams will stress northern aquatic ecosystems. The cumulative effects of these stresses will be far more serious than those caused by changing climate alone.",2006,"","Ambio","35","4","160-168","","http://dx.doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2","","#23013","Schindler 2006","","Biophysical; Biotic; Transboundary unclear",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"100","Incorporating climate change impacts into the Columbia River Treaty 2014/2024 revew","Vaddey, S.; Potter, K. W.; Frevert, D. K.","The U. S. Army Corps of Engineers (USACE) is undertaking a series of studies to support a pending decision by the United States pertaining to the future of the Columbia River Treaty with Canada. The Treaty, ratified in 1964, is an agreement between the United States and Canada to provide flood control and power benefits for both countries. In these studies, information will be developed and alternatives evaluated that provide the basis for long-term recommendations pertaining to the future of the Treaty. Assumptions drawn regarding potential future climate changes and associated hydrologic impacts could have very significant influence on alternative Treaty strategies. For several decades climate scientists have provided an increasing array of knowledge and information on climate impacts. Climatic phenomena, such as summer and wintertime droughts, floods and wind storms, have greatly affected the Pacific Northwest in the last several decades. Observed data in the West is already showing signs of global warming - reductions in spring snowpack, earlier spring snowmelt, increased runoff in winter and less runoff in summer. These shifts may potentially increase flood risks in the early spring, and change the timing and volume of water in spring and early summer available for reservoir refill. Different parts of a basin may be affected differently by warming so that high elevation snowpack may experience minor impacts while low elevation sites may experience major changes Water resource managers have struggled to understand how to incorporate the knowledge provided by science into their planning and operations. This paper discusses a decision-making framework to bridge the gap between climate science and water management for the Columbia River Treaty 2014/2024 Review. The decision framework must be robust enough to accommodate risk characterization, screening and prioritization while allowing for adaptive management strategies that avoid maladaptations. Maladaptions are decisions that prevent or constrain the ability of others to manage, reduce or otherwise adapt to the effects of climate change in the future. Modeling systems used by the team will be capable of incorporating multiobjective analyses and alternative assessments running numerous future climate scenarios in physically based hydrologic, reservoir and hydraulic models that will ultimately support the decision-making framework.",2010,"","Innovations in Watershed Management under Land Use and Climate Change. Proceedings of the 2010 Watershed Management Conference, Madison, Wisconsin, USA, 23-27 August 2010","","","91-102","","","","#24046","Vaddey 2010","Laura  Dee (2024-08-21 03:13:20)(Select): I couldnt find the text on this. I think biodiversity impacts are otherwise implicit but this would be included based on the abstract. It might be a book, so we would exclude based on what we have been doing, but it would be good to include in the intervention section: https://www.amazon.com/Watershed-Management-2010-Innovations-Climate/dp/0784411433 ; ","Biophysical; Intervention",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"101","Canadian boreal forest ecosystem structure and function in a changing climate: impact on fire regimes","Weber, M. G.; Flannigan, M. D.","Boreal forest fire regime, which encompasses fire intensity, frequency, seasonality, size, type (crown versus surface), and severity (depth of burn), is an organizing factor of boreal forest landscapes and highly dependant on climate. This review combines what is known about boreal forest dynamics from palaeological studies, with the information derived from state-of-the-art climate and vegetation modelling, to present possible scenarios of the impact of anticipated climate change on boreal forest ecosystem structure and function, particularly in relation to fire regimes. Anticipated climatic/atmospheric impact on plant physiological, communal, ecosystem, and finally landscape-level interactions with fire are reviewed. All indications from the modelling sector point towards unprecedented increased regional or seasonal temperatures, with projected changes most pronounced at high latitudes and there greatest in winter. Anticipated climate change scenarios are expected to alter dramatically the boreal forest ecosystems and fire regimes with which they are currently in equilibrium. Changed fire regimes could be represented by increased annual area burned because of an extended fire season, increased fire frequency, and severity. Simulation studies show the potential for greatly reduced boreal forest area and increased fragmentation due to climate change. Fire regime as an ecosystem process is highly sensitive to climate change because fire behaviour responds immediately to fuel moisture, which is affected by precipitation, relative humidity, air temperature, and wind speed. This interaction between climate change and fire regime has the potential to overshadow the importance of the direct effects of global warming on species distribution, migration, substitution, and extinction. Such a scenario suggests that rate and magnitude of fire-regime-induced changes to the boreal forest landscape could greatly exceed anything expected due to atmospheric warming alone. Socioeconomic implications of altered fire regimes in a changing climate are discussed in terms of adaptive fire management strategies, age class distribution, and such global stewardship issues as biodiversity, carbon cycling, and sequestration.",1997,"","Environmental Reviews","5","3/4","145-166","","http://dx.doi.org/10.1139/a97-008","","#24370","Weber 1997","","Biophysical; Intervention; Transboundary unclear",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"102","Disturbance and the carbon balance of US forests: a quantitative review of impacts from harvests, fires, insects, and droughts","Williams, C. A.; Gu, Huan; MacLean, R.; Masek, J. G.; Collatz, G. J.","Disturbances are a major determinant of forest carbon stocks and uptake. They generally reduce land carbon stocks but also initiate a regrowth legacy that contributes substantially to the contemporary rate of carbon stock increase in US forestlands. As managers and policy makers increasingly look to forests for climate protection and mitigation, and because of increasing concern about changes in disturbance intensity and frequency, there is a need for synthesis and integration of current understanding about the role of disturbances and other processes in governing forest carbon cycle dynamics, and the likely future of this and other sinks for atmospheric carbon. This paper aims to address that need by providing a quantitative review of the distribution, extent and carbon impacts of the major disturbances active in the US. We also review recent trends in disturbances, climate, and other global environmental changes and consider their individual and collective contributions to the US carbon budget now and in the likely future. Lastly, we identify some key challenges and opportunities for future research needed to improve current understanding, advance predictive capabilities, and inform forest management in the face of these pressures. Harvest is found to be the most extensive disturbance both in terms of area and carbon impacts, followed by fire, windthrow and bark beetles, and lastly droughts. Collectively these lead to the gross loss of about 200 Tg C y-1 in live biomass annually across the conterminous US. At the same time, the net change in forest carbon stocks is positive (190 Tg C y-1), indicating not only forest resilience but also an apparently large response to growth enhancements such as fertilization by CO2 and nitrogen. Uncertainty about disturbance legacies, disturbance interactions, likely trends, and global change factors make the future of the US forest carbon sink unclear. While there is scope for management to enhance carbon sinks in US forests, tradeoffs with other values and uses are likely to significantly limit practical implementation. Continued and expanded remote sensing and field-based monitoring capabilities and manipulative experimentation are needed to improve understanding of the US forest carbon sink, and assess how disturbance processes are responding to the pressures of global environmental change. In addition, continued development and application of holistic, decision support tools that consider a range of forest values are needed to enable managers and policy makers to use the best available information for guiding forest resources now and into the future.",2016,"","Global and Planetary Change","143","","66-80","","http://dx.doi.org/10.1016/j.gloplacha.2016.06.002","","#24485","Williams 2016","Matthew Schumm (2024-09-07 04:51:44)(Select): Figure 1 implies disturbances of forests up to and including transnational boundaries, which they describe as being exacerbated by climate change.; ","Biophysical; Biotic",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"103","Evidence and implications of recent and projected climate change in Alaska's forest ecosystems","Wolken, J. M.; Hollingsworth, T. N.; Rupp, T. S.; Chapin, F. S., III; Trainor, S. F.; Barrett, T. M.; Sullivan, P. F.; McGuire, A. D.; Euskirchen, E. S.; Hennon, P. E.; Beever, E. A.; Conn, J. S.; Crone, L. K.; D'Amore, D. V.; Fresco, N.; Hanley, T. A.; Kielland, K.; Kruse, J. J.; Patterson, T.; Schuur, E. A. G.; Verbyla, D. L.; Yarie, J.","The structure and function of Alaska's forests have changed significantly in response to a changing climate, including alterations in species composition and climate feedbacks (e.g., carbon, radiation budgets) that have important regional societal consequences and human feedbacks to forest ecosystems. In this paper we present the first comprehensive synthesis of climate-change impacts on all forested ecosystems of Alaska, highlighting changes in the most critical biophysical factors of each region. We developed a conceptual framework describing climate drivers, biophysical factors and types of change to illustrate how the biophysical and social subsystems of Alaskan forests interact and respond directly and indirectly to a changing climate. We then identify the regional and global implications to the climate system and associated socio-economic impacts, as presented in the current literature. Projections of temperature and precipitation suggest wildfire will continue to be the dominant biophysical factor in the Interior-boreal forest, leading to shifts from conifer- to deciduous-dominated forests. Based on existing research, projected increases in temperature in the Southcentral- and Kenai-boreal forests will likely increase the frequency and severity of insect outbreaks and associated wildfires, and increase the probability of establishment by invasive plant species. In the Coastal-temperate forest region snow and ice is regarded as the dominant biophysical factor. With continued warming, hydrologic changes related to more rapidly melting glaciers and rising elevation of the winter snowline will alter discharge in many rivers, which will have important consequences for terrestrial and marine ecosystem productivity. These climate-related changes will affect plant species distribution and wildlife habitat, which have regional societal consequences, and trace-gas emissions and radiation budgets, which are globally important. Our conceptual framework facilitates assessment of current and future consequences of a changing climate, emphasizes regional differences in biophysical factors, and points to linkages that may exist but that currently lack supporting research. The framework also serves as a visual tool for resource managers and policy makers to develop regional and global management strategies and to inform policies related to climate mitigation and adaptation.",2011,"","Ecosphere","2","11","art124","","","","#24544","Wolken 2011","Matthew Schumm (2024-09-01 11:21:55)(Select): Explicitly discusses transboundary flow of smoke as a feedback to climate change on pg 21, in general what this paper is talking about seems implicitly transboundary based on Figure 1 where the ecosystems they are talking about go right up to Canadian boundaries with Alaska.; ","Biophysical; Biotic",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"104","Impacts of Climate Change on the Great Lakes Impaired Beneficial Uses","Alden, ME; Mortsch, L D","A changing climate in the Great Lakes basin could put additional stress on beneficial uses that are already impaired, create new stressors in ecologically healthy areas and impact remediation plans. A review was conducted to determine the impacts of climate change on the impaired beneficial uses in the Great Lakes basin. Many climate related factors were used in this assessment including changes in: water temperature; water levels and flows; precipitation; air temperature; timing and duration of ice break up; and disturbance hazards (e.g., forest fires). Of the 14 impaired beneficial uses listed in the Great Lakes Water Quality Agreement, 12 had a potential vulnerability to climate change. For instance, lower waters may have an impact on the areal extent and diversity of shoreline wetlands; receding shorelines could reduce spawning and nursery areas for fish; and pollution problems may be aggravated at recreational beaches, resulting in closures. Higher air temperatures could change the distribution and health of aquatic and terrestrial plant and animal species; may decrease the lake-ice season; and increase water temperatures that could enhance productivity and growth of undesirable species (e.g., algae blooms). There are numerous gaps and a need for more research on the effect of a changing climate on impaired beneficial uses.",2004,"05-01","Great Lakes Need Great Watersheds","","","2-2","","","","#25205","Alden 2004","Elliott Parsons (2024-10-31 12:38:01)(Select): Includes shifts in tree species (biotic flows likely across the US border due to climate change). Page 109. ; Elliott Parsons (2024-10-31 12:34:51)(Select): I could not find this exact reference anywhere - it is not on the web, it can't be found in Google Scholar or ResearchGate for either author - and the Journal can't be found. However - this attachment has a section that matches the title - it is from 2003 (instead of 2004), but it may be the closest we can get to this source (I am wondering if this section of the report was published in an online journal...). See page 85 (or 107 in PDF).; ","Biophysical",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"105","Rocky intertidal communities: past environmental changes, present status and predictions for the next 25 years","Thompson, R C; Crowe, T P; Hawkins, S J","Rocky shores occur at the interface of the land and sea. Typically they are open ecosystems, with steep environmental gradients. Their accessibility to man has rendered them susceptible to a variety of impacts since prehistoric times. Access can be regulated, however, and they are more amenable to management than open ocean habitats. This review uses examples from throughout the world to demonstrate the extent to which rocky shores have been, and are currently, affected by pollution (examples used are endocrine disrupters, oil, eutrophication), over-collection of living resources, introduced alien species, modification of coastal processes (coastal defences, siltation) and global change (climate, sea level). These impacts are put into the context of natural fluctuations in time and variability in space of both the environment and the organisms. The relative magnitudes of some anthropogenic disturbances differ between the industrialized, developed world and the developing world. For example, in developed, industrialized countries pollution based impacts should diminish over the next 25 years due to improved regulation and a reduction in older `dirtier' heavy industry. Conversely, in many developing countries pollution will increase as a consequence of growth in the human population and industrialization. Except for large-scale disasters such as oil spills, pollution tends mainly to influence embayed coastlines. Chronic effects such as eutrophication can have broader-scale impacts over whole coastlines and elevated nutrient levels have also been implicated in a trend of increasing frequency of catastrophic kills due to harmful algal. Direct removal of living resources has had major effects on coastlines at both local and regional scales and is likely to increase over the next 25 years, especially in developing countries where rapidly expanding human populations will put further pressure on resources. Impacts from recreational activities are likely to increase with greater leisure time in wealthier regions of the world, and cheaper travel will spread these impacts to poorer regions. Invasions by alien species have increased in frequency during the last 20 years leading to some dramatic effects on native assemblages. Problems associated with alien species, especially pathogens, will continue to increase over the next few decades. The proportion of the coastline modified by artificial structures (breakwaters, seawalls, groynes) will increase because of coastal development and defences against sea-level rise and the greater frequency of storms.",2002,"06-01","Environmental Conservation","29","2","168-191","","https://doi.org/10.1017/S0376892902000115","","#25214","Thompson 2002","Alice Gaalswyk (2024-08-25 04:42:27)(Select): study doesn't discuss any specific transboundary flows in North America but very relevant in terms of seeing how rocky intertidal communities are responding to flows and changes due to climate change ;","Biophysical; Transboundary unclear",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
