"","Impact","Driver","ImpactDirection","count"
"792","X2.12.Impact..Management","driver.extreme.weather","Decrease",1
"793","X2.12.Impact..Management","driver.extreme.weather","Complex",18
"794","X2.12.Impact..Management","driver.extreme.weather","NoChange",4
"795","X2.12.Impact..Other","driver.extreme.weather","Increase",14
"796","X2.12.Impact..Other","driver.extreme.weather","Decrease",6
"797","X2.12.Impact..Other","driver.extreme.weather","Complex",6
"798","X2.12.Impact..Other","driver.extreme.weather","NoChange",3
"799","X2.12.Impact..Abundance","driver.Sea.ice.area.change","Increase",27
"800","X2.12.Impact..Abundance","driver.Sea.ice.area.change","Decrease",48
"801","X2.12.Impact..Abundance","driver.Sea.ice.area.change","Complex",45
"802","X2.12.Impact..Richness","driver.Sea.ice.area.change","Increase",7
"803","X2.12.Impact..Richness","driver.Sea.ice.area.change","Decrease",12
"804","X2.12.Impact..Richness","driver.Sea.ice.area.change","Complex",33
"805","X2.12.Impact..Richness","driver.Sea.ice.area.change","NoChange",2
"806","X2.12.Impact..Loss","driver.Sea.ice.area.change","Increase",22
"807","X2.12.Impact..Loss","driver.Sea.ice.area.change","Decrease",6
"808","X2.12.Impact..Loss","driver.Sea.ice.area.change","Complex",16
"809","X2.12.Impact..Loss","driver.Sea.ice.area.change","NoChange",5
"810","X2.12.Impact..Disease","driver.Sea.ice.area.change","Increase",60
"811","X2.12.Impact..Disease","driver.Sea.ice.area.change","Complex",7
"812","X2.12.Impact..Disease","driver.Sea.ice.area.change","NoChange",4
"813","X2.12.Impact..Invasion","driver.Sea.ice.area.change","Increase",45
"814","X2.12.Impact..Invasion","driver.Sea.ice.area.change","Complex",7
"815","X2.12.Impact..Invasion","driver.Sea.ice.area.change","NoChange",2
"816","X2.12.Impact..Composition","driver.Sea.ice.area.change","Increase",19
"817","X2.12.Impact..Composition","driver.Sea.ice.area.change","Decrease",2
"818","X2.12.Impact..Composition","driver.Sea.ice.area.change","Complex",66
"819","X2.12.Impact..Composition","driver.Sea.ice.area.change","NoChange",3
"820","X2.12.Impact..Genetics","driver.Sea.ice.area.change","Increase",2
"821","X2.12.Impact..Genetics","driver.Sea.ice.area.change","Decrease",8
"822","X2.12.Impact..Genetics","driver.Sea.ice.area.change","Complex",14
"823","X2.12.Impact..Genetics","driver.Sea.ice.area.change","NoChange",5
"824","X2.12.Impact..Land.Use.Loss","driver.Sea.ice.area.change","Increase",20
"825","X2.12.Impact..Land.Use.Loss","driver.Sea.ice.area.change","Decrease",5
"826","X2.12.Impact..Land.Use.Loss","driver.Sea.ice.area.change","Complex",2
"827","X2.12.Impact..Land.Use.Loss","driver.Sea.ice.area.change","NoChange",2
"828","X2.12.Impact..Land.Use.Restore","driver.Sea.ice.area.change","Increase",6
"829","X2.12.Impact..Land.Use.Restore","driver.Sea.ice.area.change","Decrease",4
"830","X2.12.Impact..Land.Use.Restore","driver.Sea.ice.area.change","Complex",5
"831","X2.12.Impact..Land.Use.Restore","driver.Sea.ice.area.change","NoChange",2
"832","X2.12.Impact..Urbanization","driver.Sea.ice.area.change","Increase",8
"833","X2.12.Impact..Urbanization","driver.Sea.ice.area.change","Decrease",1
"834","X2.12.Impact..Urbanization","driver.Sea.ice.area.change","Complex",1
"835","X2.12.Impact..Urbanization","driver.Sea.ice.area.change","NoChange",3
"836","X2.12.Impact..Connectivity","driver.Sea.ice.area.change","Increase",5
"837","X2.12.Impact..Connectivity","driver.Sea.ice.area.change","Decrease",17
"838","X2.12.Impact..Connectivity","driver.Sea.ice.area.change","Complex",10
"839","X2.12.Impact..Connectivity","driver.Sea.ice.area.change","NoChange",2
"840","X2.12.Impact..Trophic","driver.Sea.ice.area.change","Increase",14
"841","X2.12.Impact..Trophic","driver.Sea.ice.area.change","Decrease",2
"842","X2.12.Impact..Trophic","driver.Sea.ice.area.change","Complex",32
"843","X2.12.Impact..Trophic","driver.Sea.ice.area.change","NoChange",6
"844","X2.12.Impact..Indigenous.Knowledge","driver.Sea.ice.area.change","Increase",4
"845","X2.12.Impact..Indigenous.Knowledge","driver.Sea.ice.area.change","Decrease",3
"846","X2.12.Impact..Indigenous.Knowledge","driver.Sea.ice.area.change","Complex",3
"847","X2.12.Impact..Indigenous.Knowledge","driver.Sea.ice.area.change","NoChange",3
"848","X2.12.Impact..Management","driver.Sea.ice.area.change","Increase",12
"849","X2.12.Impact..Management","driver.Sea.ice.area.change","Decrease",1
"850","X2.12.Impact..Management","driver.Sea.ice.area.change","Complex",18
"851","X2.12.Impact..Management","driver.Sea.ice.area.change","NoChange",4
"852","X2.12.Impact..Other","driver.Sea.ice.area.change","Increase",14
"853","X2.12.Impact..Other","driver.Sea.ice.area.change","Decrease",6
"854","X2.12.Impact..Other","driver.Sea.ice.area.change","Complex",6
"855","X2.12.Impact..Other","driver.Sea.ice.area.change","NoChange",3
"856","X2.12.Impact..Abundance","driver.Seawater.chemistry","Increase",27
"857","X2.12.Impact..Abundance","driver.Seawater.chemistry","Decrease",48
"858","X2.12.Impact..Abundance","driver.Seawater.chemistry","Complex",45
"859","X2.12.Impact..Richness","driver.Seawater.chemistry","Increase",7
"860","X2.12.Impact..Richness","driver.Seawater.chemistry","Decrease",12
"861","X2.12.Impact..Richness","driver.Seawater.chemistry","Complex",33
"862","X2.12.Impact..Richness","driver.Seawater.chemistry","NoChange",2
"863","X2.12.Impact..Loss","driver.Seawater.chemistry","Increase",22
"864","X2.12.Impact..Loss","driver.Seawater.chemistry","Decrease",6
"865","X2.12.Impact..Loss","driver.Seawater.chemistry","Complex",16
"866","X2.12.Impact..Loss","driver.Seawater.chemistry","NoChange",5
"867","X2.12.Impact..Disease","driver.Seawater.chemistry","Increase",60
"868","X2.12.Impact..Disease","driver.Seawater.chemistry","Complex",7
"869","X2.12.Impact..Disease","driver.Seawater.chemistry","NoChange",4
"870","X2.12.Impact..Invasion","driver.Seawater.chemistry","Increase",45
"871","X2.12.Impact..Invasion","driver.Seawater.chemistry","Complex",7
"872","X2.12.Impact..Invasion","driver.Seawater.chemistry","NoChange",2
"873","X2.12.Impact..Composition","driver.Seawater.chemistry","Increase",19
"874","X2.12.Impact..Composition","driver.Seawater.chemistry","Decrease",2
"875","X2.12.Impact..Composition","driver.Seawater.chemistry","Complex",66
"876","X2.12.Impact..Composition","driver.Seawater.chemistry","NoChange",3
"877","X2.12.Impact..Genetics","driver.Seawater.chemistry","Increase",2
"878","X2.12.Impact..Genetics","driver.Seawater.chemistry","Decrease",8
"879","X2.12.Impact..Genetics","driver.Seawater.chemistry","Complex",14
"880","X2.12.Impact..Genetics","driver.Seawater.chemistry","NoChange",5
"881","X2.12.Impact..Land.Use.Loss","driver.Seawater.chemistry","Increase",20
"882","X2.12.Impact..Land.Use.Loss","driver.Seawater.chemistry","Decrease",5
"883","X2.12.Impact..Land.Use.Loss","driver.Seawater.chemistry","Complex",2
"884","X2.12.Impact..Land.Use.Loss","driver.Seawater.chemistry","NoChange",2
"885","X2.12.Impact..Land.Use.Restore","driver.Seawater.chemistry","Increase",6
"886","X2.12.Impact..Land.Use.Restore","driver.Seawater.chemistry","Decrease",4
"887","X2.12.Impact..Land.Use.Restore","driver.Seawater.chemistry","Complex",5
"888","X2.12.Impact..Land.Use.Restore","driver.Seawater.chemistry","NoChange",2
"889","X2.12.Impact..Urbanization","driver.Seawater.chemistry","Increase",8
"890","X2.12.Impact..Urbanization","driver.Seawater.chemistry","Decrease",1
"891","X2.12.Impact..Urbanization","driver.Seawater.chemistry","Complex",1
"892","X2.12.Impact..Urbanization","driver.Seawater.chemistry","NoChange",3
"893","X2.12.Impact..Connectivity","driver.Seawater.chemistry","Increase",5
"894","X2.12.Impact..Connectivity","driver.Seawater.chemistry","Decrease",17
"895","X2.12.Impact..Connectivity","driver.Seawater.chemistry","Complex",10
"896","X2.12.Impact..Connectivity","driver.Seawater.chemistry","NoChange",2
"897","X2.12.Impact..Trophic","driver.Seawater.chemistry","Increase",14
"898","X2.12.Impact..Trophic","driver.Seawater.chemistry","Decrease",2
"899","X2.12.Impact..Trophic","driver.Seawater.chemistry","Complex",32
"900","X2.12.Impact..Trophic","driver.Seawater.chemistry","NoChange",6
"901","X2.12.Impact..Indigenous.Knowledge","driver.Seawater.chemistry","Increase",4
"902","X2.12.Impact..Indigenous.Knowledge","driver.Seawater.chemistry","Decrease",3
"903","X2.12.Impact..Indigenous.Knowledge","driver.Seawater.chemistry","Complex",3
"904","X2.12.Impact..Indigenous.Knowledge","driver.Seawater.chemistry","NoChange",3
"905","X2.12.Impact..Management","driver.Seawater.chemistry","Increase",12
"906","X2.12.Impact..Management","driver.Seawater.chemistry","Decrease",1
"907","X2.12.Impact..Management","driver.Seawater.chemistry","Complex",18
"908","X2.12.Impact..Management","driver.Seawater.chemistry","NoChange",4
"909","X2.12.Impact..Other","driver.Seawater.chemistry","Increase",14
"910","X2.12.Impact..Other","driver.Seawater.chemistry","Decrease",6
"911","X2.12.Impact..Other","driver.Seawater.chemistry","Complex",6
"912","X2.12.Impact..Other","driver.Seawater.chemistry","NoChange",3
"913","X2.12.Impact..Abundance","driver.Land.ice.cover..glaciers.","Increase",27
"914","X2.12.Impact..Abundance","driver.Land.ice.cover..glaciers.","Decrease",48
"915","X2.12.Impact..Abundance","driver.Land.ice.cover..glaciers.","Complex",45
"916","X2.12.Impact..Richness","driver.Land.ice.cover..glaciers.","Increase",7
"917","X2.12.Impact..Richness","driver.Land.ice.cover..glaciers.","Decrease",12
"918","X2.12.Impact..Richness","driver.Land.ice.cover..glaciers.","Complex",33
"919","X2.12.Impact..Richness","driver.Land.ice.cover..glaciers.","NoChange",2
"920","X2.12.Impact..Loss","driver.Land.ice.cover..glaciers.","Increase",22
"921","X2.12.Impact..Loss","driver.Land.ice.cover..glaciers.","Decrease",6
"922","X2.12.Impact..Loss","driver.Land.ice.cover..glaciers.","Complex",16
"923","X2.12.Impact..Loss","driver.Land.ice.cover..glaciers.","NoChange",5
"924","X2.12.Impact..Disease","driver.Land.ice.cover..glaciers.","Increase",60
"925","X2.12.Impact..Disease","driver.Land.ice.cover..glaciers.","Complex",7
"926","X2.12.Impact..Disease","driver.Land.ice.cover..glaciers.","NoChange",4
"927","X2.12.Impact..Invasion","driver.Land.ice.cover..glaciers.","Increase",45
"928","X2.12.Impact..Invasion","driver.Land.ice.cover..glaciers.","Complex",7
"929","X2.12.Impact..Invasion","driver.Land.ice.cover..glaciers.","NoChange",2
"930","X2.12.Impact..Composition","driver.Land.ice.cover..glaciers.","Increase",19
"931","X2.12.Impact..Composition","driver.Land.ice.cover..glaciers.","Decrease",2
"932","X2.12.Impact..Composition","driver.Land.ice.cover..glaciers.","Complex",66
"933","X2.12.Impact..Composition","driver.Land.ice.cover..glaciers.","NoChange",3
"934","X2.12.Impact..Genetics","driver.Land.ice.cover..glaciers.","Increase",2
"935","X2.12.Impact..Genetics","driver.Land.ice.cover..glaciers.","Decrease",8
"936","X2.12.Impact..Genetics","driver.Land.ice.cover..glaciers.","Complex",14
"937","X2.12.Impact..Genetics","driver.Land.ice.cover..glaciers.","NoChange",5
"938","X2.12.Impact..Land.Use.Loss","driver.Land.ice.cover..glaciers.","Increase",20
"939","X2.12.Impact..Land.Use.Loss","driver.Land.ice.cover..glaciers.","Decrease",5
"940","X2.12.Impact..Land.Use.Loss","driver.Land.ice.cover..glaciers.","Complex",2
"941","X2.12.Impact..Land.Use.Loss","driver.Land.ice.cover..glaciers.","NoChange",2
"942","X2.12.Impact..Land.Use.Restore","driver.Land.ice.cover..glaciers.","Increase",6
"943","X2.12.Impact..Land.Use.Restore","driver.Land.ice.cover..glaciers.","Decrease",4
"944","X2.12.Impact..Land.Use.Restore","driver.Land.ice.cover..glaciers.","Complex",5
"945","X2.12.Impact..Land.Use.Restore","driver.Land.ice.cover..glaciers.","NoChange",2
"946","X2.12.Impact..Urbanization","driver.Land.ice.cover..glaciers.","Increase",8
"947","X2.12.Impact..Urbanization","driver.Land.ice.cover..glaciers.","Decrease",1
"948","X2.12.Impact..Urbanization","driver.Land.ice.cover..glaciers.","Complex",1
"949","X2.12.Impact..Urbanization","driver.Land.ice.cover..glaciers.","NoChange",3
"950","X2.12.Impact..Connectivity","driver.Land.ice.cover..glaciers.","Increase",5
"951","X2.12.Impact..Connectivity","driver.Land.ice.cover..glaciers.","Decrease",17
"952","X2.12.Impact..Connectivity","driver.Land.ice.cover..glaciers.","Complex",10
"953","X2.12.Impact..Connectivity","driver.Land.ice.cover..glaciers.","NoChange",2
"954","X2.12.Impact..Trophic","driver.Land.ice.cover..glaciers.","Increase",14
"955","X2.12.Impact..Trophic","driver.Land.ice.cover..glaciers.","Decrease",2
"956","X2.12.Impact..Trophic","driver.Land.ice.cover..glaciers.","Complex",32
"957","X2.12.Impact..Trophic","driver.Land.ice.cover..glaciers.","NoChange",6
"958","X2.12.Impact..Indigenous.Knowledge","driver.Land.ice.cover..glaciers.","Increase",4
"959","X2.12.Impact..Indigenous.Knowledge","driver.Land.ice.cover..glaciers.","Decrease",3
"960","X2.12.Impact..Indigenous.Knowledge","driver.Land.ice.cover..glaciers.","Complex",3
"961","X2.12.Impact..Indigenous.Knowledge","driver.Land.ice.cover..glaciers.","NoChange",3
"962","X2.12.Impact..Management","driver.Land.ice.cover..glaciers.","Increase",12
"963","X2.12.Impact..Management","driver.Land.ice.cover..glaciers.","Decrease",1
"964","X2.12.Impact..Management","driver.Land.ice.cover..glaciers.","Complex",18
"965","X2.12.Impact..Management","driver.Land.ice.cover..glaciers.","NoChange",4
"966","X2.12.Impact..Other","driver.Land.ice.cover..glaciers.","Increase",14
"967","X2.12.Impact..Other","driver.Land.ice.cover..glaciers.","Decrease",6
"968","X2.12.Impact..Other","driver.Land.ice.cover..glaciers.","Complex",6
"969","X2.12.Impact..Other","driver.Land.ice.cover..glaciers.","NoChange",3
"970","X2.12.Impact..Abundance","driver.Ocean.currents","Increase",27
"971","X2.12.Impact..Abundance","driver.Ocean.currents","Decrease",48
"972","X2.12.Impact..Abundance","driver.Ocean.currents","Complex",45
"973","X2.12.Impact..Richness","driver.Ocean.currents","Increase",7
"974","X2.12.Impact..Richness","driver.Ocean.currents","Decrease",12
"975","X2.12.Impact..Richness","driver.Ocean.currents","Complex",33
"976","X2.12.Impact..Richness","driver.Ocean.currents","NoChange",2
"977","X2.12.Impact..Loss","driver.Ocean.currents","Increase",22
"978","X2.12.Impact..Loss","driver.Ocean.currents","Decrease",6
"979","X2.12.Impact..Loss","driver.Ocean.currents","Complex",16
"980","X2.12.Impact..Loss","driver.Ocean.currents","NoChange",5
"981","X2.12.Impact..Disease","driver.Ocean.currents","Increase",60
"982","X2.12.Impact..Disease","driver.Ocean.currents","Complex",7
"983","X2.12.Impact..Disease","driver.Ocean.currents","NoChange",4
"984","X2.12.Impact..Invasion","driver.Ocean.currents","Increase",45
"985","X2.12.Impact..Invasion","driver.Ocean.currents","Complex",7
"986","X2.12.Impact..Invasion","driver.Ocean.currents","NoChange",2
"987","X2.12.Impact..Composition","driver.Ocean.currents","Increase",19
"988","X2.12.Impact..Composition","driver.Ocean.currents","Decrease",2
"989","X2.12.Impact..Composition","driver.Ocean.currents","Complex",66
"990","X2.12.Impact..Composition","driver.Ocean.currents","NoChange",3
"991","X2.12.Impact..Genetics","driver.Ocean.currents","Increase",2
"992","X2.12.Impact..Genetics","driver.Ocean.currents","Decrease",8
"993","X2.12.Impact..Genetics","driver.Ocean.currents","Complex",14
"994","X2.12.Impact..Genetics","driver.Ocean.currents","NoChange",5
"995","X2.12.Impact..Land.Use.Loss","driver.Ocean.currents","Increase",20
"996","X2.12.Impact..Land.Use.Loss","driver.Ocean.currents","Decrease",5
"997","X2.12.Impact..Land.Use.Loss","driver.Ocean.currents","Complex",2
"998","X2.12.Impact..Land.Use.Loss","driver.Ocean.currents","NoChange",2
"999","X2.12.Impact..Land.Use.Restore","driver.Ocean.currents","Increase",6
"1000","X2.12.Impact..Land.Use.Restore","driver.Ocean.currents","Decrease",4
"1001","X2.12.Impact..Land.Use.Restore","driver.Ocean.currents","Complex",5
"1002","X2.12.Impact..Land.Use.Restore","driver.Ocean.currents","NoChange",2
"1003","X2.12.Impact..Urbanization","driver.Ocean.currents","Increase",8
"1004","X2.12.Impact..Urbanization","driver.Ocean.currents","Decrease",1
"1005","X2.12.Impact..Urbanization","driver.Ocean.currents","Complex",1
"1006","X2.12.Impact..Urbanization","driver.Ocean.currents","NoChange",3
"1007","X2.12.Impact..Connectivity","driver.Ocean.currents","Increase",5
"1008","X2.12.Impact..Connectivity","driver.Ocean.currents","Decrease",17
"1009","X2.12.Impact..Connectivity","driver.Ocean.currents","Complex",10
"1010","X2.12.Impact..Connectivity","driver.Ocean.currents","NoChange",2
"1011","X2.12.Impact..Trophic","driver.Ocean.currents","Increase",14
"1012","X2.12.Impact..Trophic","driver.Ocean.currents","Decrease",2
"1013","X2.12.Impact..Trophic","driver.Ocean.currents","Complex",32
"1014","X2.12.Impact..Trophic","driver.Ocean.currents","NoChange",6
"1015","X2.12.Impact..Indigenous.Knowledge","driver.Ocean.currents","Increase",4
"1016","X2.12.Impact..Indigenous.Knowledge","driver.Ocean.currents","Decrease",3
"1017","X2.12.Impact..Indigenous.Knowledge","driver.Ocean.currents","Complex",3
"1018","X2.12.Impact..Indigenous.Knowledge","driver.Ocean.currents","NoChange",3
"1019","X2.12.Impact..Management","driver.Ocean.currents","Increase",12
"1020","X2.12.Impact..Management","driver.Ocean.currents","Decrease",1
"1021","X2.12.Impact..Management","driver.Ocean.currents","Complex",18
"1022","X2.12.Impact..Management","driver.Ocean.currents","NoChange",4
"1023","X2.12.Impact..Other","driver.Ocean.currents","Increase",14
"1024","X2.12.Impact..Other","driver.Ocean.currents","Decrease",6
"1025","X2.12.Impact..Other","driver.Ocean.currents","Complex",6
"1026","X2.12.Impact..Other","driver.Ocean.currents","NoChange",3
"1027","X2.12.Impact..Abundance","driver.C02.concentration","Increase",27
"1028","X2.12.Impact..Abundance","driver.C02.concentration","Decrease",48
"1029","X2.12.Impact..Abundance","driver.C02.concentration","Complex",45
"1030","X2.12.Impact..Richness","driver.C02.concentration","Increase",7
"1031","X2.12.Impact..Richness","driver.C02.concentration","Decrease",12
"1032","X2.12.Impact..Richness","driver.C02.concentration","Complex",33
"1033","X2.12.Impact..Richness","driver.C02.concentration","NoChange",2
"1034","X2.12.Impact..Loss","driver.C02.concentration","Increase",22
"1035","X2.12.Impact..Loss","driver.C02.concentration","Decrease",6
"1036","X2.12.Impact..Loss","driver.C02.concentration","Complex",16
"1037","X2.12.Impact..Loss","driver.C02.concentration","NoChange",5
"1038","X2.12.Impact..Disease","driver.C02.concentration","Increase",60
"1039","X2.12.Impact..Disease","driver.C02.concentration","Complex",7
"1040","X2.12.Impact..Disease","driver.C02.concentration","NoChange",4
"1041","X2.12.Impact..Invasion","driver.C02.concentration","Increase",45
"1042","X2.12.Impact..Invasion","driver.C02.concentration","Complex",7
"1043","X2.12.Impact..Invasion","driver.C02.concentration","NoChange",2
"1044","X2.12.Impact..Composition","driver.C02.concentration","Increase",19
"1045","X2.12.Impact..Composition","driver.C02.concentration","Decrease",2
"1046","X2.12.Impact..Composition","driver.C02.concentration","Complex",66
"1047","X2.12.Impact..Composition","driver.C02.concentration","NoChange",3
"1048","X2.12.Impact..Genetics","driver.C02.concentration","Increase",2
"1049","X2.12.Impact..Genetics","driver.C02.concentration","Decrease",8
"1050","X2.12.Impact..Genetics","driver.C02.concentration","Complex",14
"1051","X2.12.Impact..Genetics","driver.C02.concentration","NoChange",5
"1052","X2.12.Impact..Land.Use.Loss","driver.C02.concentration","Increase",20
"1053","X2.12.Impact..Land.Use.Loss","driver.C02.concentration","Decrease",5
"1054","X2.12.Impact..Land.Use.Loss","driver.C02.concentration","Complex",2
"1055","X2.12.Impact..Land.Use.Loss","driver.C02.concentration","NoChange",2
"1056","X2.12.Impact..Land.Use.Restore","driver.C02.concentration","Increase",6
"1057","X2.12.Impact..Land.Use.Restore","driver.C02.concentration","Decrease",4
"1058","X2.12.Impact..Land.Use.Restore","driver.C02.concentration","Complex",5
"1059","X2.12.Impact..Land.Use.Restore","driver.C02.concentration","NoChange",2
"1060","X2.12.Impact..Urbanization","driver.C02.concentration","Increase",8
"1061","X2.12.Impact..Urbanization","driver.C02.concentration","Decrease",1
"1062","X2.12.Impact..Urbanization","driver.C02.concentration","Complex",1
"1063","X2.12.Impact..Urbanization","driver.C02.concentration","NoChange",3
"1064","X2.12.Impact..Connectivity","driver.C02.concentration","Increase",5
"1065","X2.12.Impact..Connectivity","driver.C02.concentration","Decrease",17
"1066","X2.12.Impact..Connectivity","driver.C02.concentration","Complex",10
"1067","X2.12.Impact..Connectivity","driver.C02.concentration","NoChange",2
"1068","X2.12.Impact..Trophic","driver.C02.concentration","Increase",14
"1069","X2.12.Impact..Trophic","driver.C02.concentration","Decrease",2
"1070","X2.12.Impact..Trophic","driver.C02.concentration","Complex",32
"1071","X2.12.Impact..Trophic","driver.C02.concentration","NoChange",6
"1072","X2.12.Impact..Indigenous.Knowledge","driver.C02.concentration","Increase",4
"1073","X2.12.Impact..Indigenous.Knowledge","driver.C02.concentration","Decrease",3
"1074","X2.12.Impact..Indigenous.Knowledge","driver.C02.concentration","Complex",3
"1075","X2.12.Impact..Indigenous.Knowledge","driver.C02.concentration","NoChange",3
"1076","X2.12.Impact..Management","driver.C02.concentration","Increase",12
"1077","X2.12.Impact..Management","driver.C02.concentration","Decrease",1
"1078","X2.12.Impact..Management","driver.C02.concentration","Complex",18
"1079","X2.12.Impact..Management","driver.C02.concentration","NoChange",4
"1080","X2.12.Impact..Other","driver.C02.concentration","Increase",14
"1081","X2.12.Impact..Other","driver.C02.concentration","Decrease",6
"1082","X2.12.Impact..Other","driver.C02.concentration","Complex",6
"1083","X2.12.Impact..Other","driver.C02.concentration","NoChange",3
"1084","X2.12.Impact..Abundance","driver.freshwater.temperature.change","Increase",27
"1085","X2.12.Impact..Abundance","driver.freshwater.temperature.change","Decrease",48
"1086","X2.12.Impact..Abundance","driver.freshwater.temperature.change","Complex",45
"1087","X2.12.Impact..Richness","driver.freshwater.temperature.change","Increase",7
"1088","X2.12.Impact..Richness","driver.freshwater.temperature.change","Decrease",12
"1089","X2.12.Impact..Richness","driver.freshwater.temperature.change","Complex",33
"1090","X2.12.Impact..Richness","driver.freshwater.temperature.change","NoChange",2
"1091","X2.12.Impact..Loss","driver.freshwater.temperature.change","Increase",22
"1092","X2.12.Impact..Loss","driver.freshwater.temperature.change","Decrease",6
"1093","X2.12.Impact..Loss","driver.freshwater.temperature.change","Complex",16
"1094","X2.12.Impact..Loss","driver.freshwater.temperature.change","NoChange",5
"1095","X2.12.Impact..Disease","driver.freshwater.temperature.change","Increase",60
"1096","X2.12.Impact..Disease","driver.freshwater.temperature.change","Complex",7
"1097","X2.12.Impact..Disease","driver.freshwater.temperature.change","NoChange",4
"1098","X2.12.Impact..Invasion","driver.freshwater.temperature.change","Increase",45
"1099","X2.12.Impact..Invasion","driver.freshwater.temperature.change","Complex",7
"1100","X2.12.Impact..Invasion","driver.freshwater.temperature.change","NoChange",2
"1101","X2.12.Impact..Composition","driver.freshwater.temperature.change","Increase",19
"1102","X2.12.Impact..Composition","driver.freshwater.temperature.change","Decrease",2
"1103","X2.12.Impact..Composition","driver.freshwater.temperature.change","Complex",66
"1104","X2.12.Impact..Composition","driver.freshwater.temperature.change","NoChange",3
"1105","X2.12.Impact..Genetics","driver.freshwater.temperature.change","Increase",2
"1106","X2.12.Impact..Genetics","driver.freshwater.temperature.change","Decrease",8
"1107","X2.12.Impact..Genetics","driver.freshwater.temperature.change","Complex",14
"1108","X2.12.Impact..Genetics","driver.freshwater.temperature.change","NoChange",5
"1109","X2.12.Impact..Land.Use.Loss","driver.freshwater.temperature.change","Increase",20
"1110","X2.12.Impact..Land.Use.Loss","driver.freshwater.temperature.change","Decrease",5
"1111","X2.12.Impact..Land.Use.Loss","driver.freshwater.temperature.change","Complex",2
"1112","X2.12.Impact..Land.Use.Loss","driver.freshwater.temperature.change","NoChange",2
"1113","X2.12.Impact..Land.Use.Restore","driver.freshwater.temperature.change","Increase",6
"1114","X2.12.Impact..Land.Use.Restore","driver.freshwater.temperature.change","Decrease",4
"1115","X2.12.Impact..Land.Use.Restore","driver.freshwater.temperature.change","Complex",5
"1116","X2.12.Impact..Land.Use.Restore","driver.freshwater.temperature.change","NoChange",2
"1117","X2.12.Impact..Urbanization","driver.freshwater.temperature.change","Increase",8
"1118","X2.12.Impact..Urbanization","driver.freshwater.temperature.change","Decrease",1
"1119","X2.12.Impact..Urbanization","driver.freshwater.temperature.change","Complex",1
"1120","X2.12.Impact..Urbanization","driver.freshwater.temperature.change","NoChange",3
"1121","X2.12.Impact..Connectivity","driver.freshwater.temperature.change","Increase",5
"1122","X2.12.Impact..Connectivity","driver.freshwater.temperature.change","Decrease",17
"1123","X2.12.Impact..Connectivity","driver.freshwater.temperature.change","Complex",10
"1124","X2.12.Impact..Connectivity","driver.freshwater.temperature.change","NoChange",2
"1125","X2.12.Impact..Trophic","driver.freshwater.temperature.change","Increase",14
"1126","X2.12.Impact..Trophic","driver.freshwater.temperature.change","Decrease",2
"1127","X2.12.Impact..Trophic","driver.freshwater.temperature.change","Complex",32
"1128","X2.12.Impact..Trophic","driver.freshwater.temperature.change","NoChange",6
"1129","X2.12.Impact..Indigenous.Knowledge","driver.freshwater.temperature.change","Increase",4
"1130","X2.12.Impact..Indigenous.Knowledge","driver.freshwater.temperature.change","Decrease",3
"1131","X2.12.Impact..Indigenous.Knowledge","driver.freshwater.temperature.change","Complex",3
"1132","X2.12.Impact..Indigenous.Knowledge","driver.freshwater.temperature.change","NoChange",3
"1133","X2.12.Impact..Management","driver.freshwater.temperature.change","Increase",12
"1134","X2.12.Impact..Management","driver.freshwater.temperature.change","Decrease",1
"1135","X2.12.Impact..Management","driver.freshwater.temperature.change","Complex",18
"1136","X2.12.Impact..Management","driver.freshwater.temperature.change","NoChange",4
"1137","X2.12.Impact..Other","driver.freshwater.temperature.change","Increase",14
"1138","X2.12.Impact..Other","driver.freshwater.temperature.change","Decrease",6
"1139","X2.12.Impact..Other","driver.freshwater.temperature.change","Complex",6
"1140","X2.12.Impact..Other","driver.freshwater.temperature.change","NoChange",3
"1141","X2.12.Impact..Abundance","driver.frazzle..land.ice..change","Increase",27
"1142","X2.12.Impact..Abundance","driver.frazzle..land.ice..change","Decrease",48
"1143","X2.12.Impact..Abundance","driver.frazzle..land.ice..change","Complex",45
"1144","X2.12.Impact..Richness","driver.frazzle..land.ice..change","Increase",7
"1145","X2.12.Impact..Richness","driver.frazzle..land.ice..change","Decrease",12
"1146","X2.12.Impact..Richness","driver.frazzle..land.ice..change","Complex",33
"1147","X2.12.Impact..Richness","driver.frazzle..land.ice..change","NoChange",2
"1148","X2.12.Impact..Loss","driver.frazzle..land.ice..change","Increase",22
"1149","X2.12.Impact..Loss","driver.frazzle..land.ice..change","Decrease",6
"1150","X2.12.Impact..Loss","driver.frazzle..land.ice..change","Complex",16
"1151","X2.12.Impact..Loss","driver.frazzle..land.ice..change","NoChange",5
"1152","X2.12.Impact..Disease","driver.frazzle..land.ice..change","Increase",60
"1153","X2.12.Impact..Disease","driver.frazzle..land.ice..change","Complex",7
"1154","X2.12.Impact..Disease","driver.frazzle..land.ice..change","NoChange",4
"1155","X2.12.Impact..Invasion","driver.frazzle..land.ice..change","Increase",45
"1156","X2.12.Impact..Invasion","driver.frazzle..land.ice..change","Complex",7
"1157","X2.12.Impact..Invasion","driver.frazzle..land.ice..change","NoChange",2
"1158","X2.12.Impact..Composition","driver.frazzle..land.ice..change","Increase",19
"1159","X2.12.Impact..Composition","driver.frazzle..land.ice..change","Decrease",2
