"","driver","altered_flow","impact","count_driver_alteration","count_driver_altflow_bdimpact","count_driver_impact","alteration","direction","count_alteredflow_impact","X2.1.Flow.Type"
"2647","Drought","Direction","Trophic",124,8,77,"Complex change","Decrease",134,"Sociocultural"
"2648","Drought","Location","Trophic",148,10,77,"Complex change","Decrease",131,"Sociocultural"
"2649","Drought","Distance","Trophic",60,7,77,"Increase","Decrease",111,"Sociocultural"
"2650","Drought","Timing","Trophic",95,8,77,"Increase","Decrease",125,"Sociocultural"
"2651","Drought","Frequency","Trophic",56,5,77,"Increase","Decrease",78,"Sociocultural"
"2652","Drought","Duration","Trophic",33,8,77,"Complex change","Decrease",123,"Sociocultural"
"2653","Drought","Speed","Trophic",68,6,77,"Increase","Decrease",85,"Sociocultural"
"2654","Drought","Feedbacks","Trophic",101,8,77,"Complex change","Decrease",121,"Sociocultural"
"2655","Drought","Mechanism","Trophic",74,7,77,"Complex change","Decrease",93,"Sociocultural"
"2656","Floods","Quantity","Abundance",49,9,75,"Increase","Increase",284,"Sociocultural"
"2657","Floods","Direction","Abundance",47,7,75,"Complex change","Increase",179,"Sociocultural"
"2658","Floods","Location","Abundance",47,7,75,"Complex change","Increase",224,"Sociocultural"
"2659","Floods","Distance","Abundance",36,7,75,"Increase","Increase",137,"Sociocultural"
"2660","Floods","Timing","Abundance",44,8,75,"Increase","Increase",208,"Sociocultural"
"2661","Floods","Frequency","Abundance",47,7,75,"Increase","Increase",132,"Sociocultural"
"2662","Floods","Duration","Abundance",16,8,75,"Complex change","Increase",170,"Sociocultural"
"2663","Floods","Speed","Abundance",45,8,75,"Increase","Increase",111,"Sociocultural"
"2664","Floods","Feedbacks","Abundance",48,7,75,"Complex change","Increase",170,"Sociocultural"
"2665","Floods","Mechanism","Abundance",45,7,75,"Complex change","Increase",112,"Sociocultural"
"2666","Floods","Quantity","Connectivity",49,8,80,"Increase","Increase",128,"Sociocultural"
"2667","Floods","Direction","Connectivity",47,8,80,"Complex change","Increase",113,"Sociocultural"
"2668","Floods","Location","Connectivity",47,8,80,"Complex change","Increase",115,"Sociocultural"
"2669","Floods","Distance","Connectivity",36,8,80,"Increase","Increase",103,"Sociocultural"
"2670","Floods","Timing","Connectivity",44,8,80,"Increase","Increase",123,"Sociocultural"
"2671","Floods","Frequency","Connectivity",47,8,80,"Increase","Increase",93,"Sociocultural"
"2672","Floods","Duration","Connectivity",16,8,80,"Complex change","Increase",116,"Sociocultural"
"2673","Floods","Speed","Connectivity",45,8,80,"Increase","Increase",93,"Sociocultural"
"2674","Floods","Feedbacks","Connectivity",48,8,80,"Complex change","Increase",118,"Sociocultural"
"2675","Floods","Mechanism","Connectivity",45,8,80,"Complex change","Increase",97,"Sociocultural"
"2676","Floods","Quantity","Loss",49,5,50,"Increase","Decrease",157,"Sociocultural"
"2677","Floods","Direction","Loss",47,5,50,"Complex change","Decrease",129,"Sociocultural"
"2678","Floods","Location","Loss",47,5,50,"Complex change","Decrease",135,"Sociocultural"
"2679","Floods","Distance","Loss",36,5,50,"Increase","Decrease",94,"Sociocultural"
"2680","Floods","Timing","Loss",44,5,50,"Increase","Decrease",114,"Sociocultural"
"2681","Floods","Frequency","Loss",47,5,50,"Increase","Decrease",65,"Sociocultural"
"2682","Floods","Duration","Loss",16,5,50,"Complex change","Decrease",103,"Sociocultural"
"2683","Floods","Speed","Loss",45,5,50,"Increase","Decrease",85,"Sociocultural"
"2684","Floods","Feedbacks","Loss",48,5,50,"Complex change","Decrease",101,"Sociocultural"
"2685","Floods","Mechanism","Loss",45,5,50,"Complex change","Decrease",86,"Sociocultural"
"2686","Floods","Quantity","Management",49,7,52,"Increase","Increase",127,"Sociocultural"
"2687","Floods","Direction","Management",47,5,52,"Complex change","Increase",93,"Sociocultural"
"2688","Floods","Location","Management",47,5,52,"Complex change","Increase",89,"Sociocultural"
"2689","Floods","Distance","Management",36,5,52,"Increase","Increase",65,"Sociocultural"
"2690","Floods","Timing","Management",44,5,52,"Increase","Increase",80,"Sociocultural"
"2691","Floods","Frequency","Management",47,5,52,"Increase","Increase",59,"Sociocultural"
"2692","Floods","Duration","Management",16,5,52,"Complex change","Increase",65,"Sociocultural"
"2693","Floods","Speed","Management",45,5,52,"Increase","Increase",61,"Sociocultural"
"2694","Floods","Feedbacks","Management",48,5,52,"Complex change","Increase",85,"Sociocultural"
"2695","Floods","Mechanism","Management",45,5,52,"Complex change","Increase",69,"Sociocultural"
"2696","Floods","Quantity","Trophic",49,6,60,"Increase","Decrease",168,"Sociocultural"
"2697","Floods","Direction","Trophic",47,6,60,"Complex change","Decrease",134,"Sociocultural"
"2698","Floods","Location","Trophic",47,6,60,"Complex change","Decrease",131,"Sociocultural"
"2699","Floods","Distance","Trophic",36,6,60,"Increase","Decrease",111,"Sociocultural"
"2700","Floods","Timing","Trophic",44,6,60,"Increase","Decrease",125,"Sociocultural"
"2701","Floods","Frequency","Trophic",47,6,60,"Increase","Decrease",78,"Sociocultural"
"2702","Floods","Duration","Trophic",16,6,60,"Complex change","Decrease",123,"Sociocultural"
"2703","Floods","Speed","Trophic",45,6,60,"Increase","Decrease",85,"Sociocultural"
"2704","Floods","Feedbacks","Trophic",48,6,60,"Complex change","Decrease",121,"Sociocultural"
"2705","Floods","Mechanism","Trophic",45,6,60,"Complex change","Decrease",93,"Sociocultural"
"2706","Precipitation directional change","Quantity","Abundance",131,31,191,"Increase","Increase",284,"Sociocultural"
"2707","Precipitation directional change","Direction","Abundance",149,21,191,"Complex change","Increase",179,"Sociocultural"
"2708","Precipitation directional change","Location","Abundance",169,26,191,"Complex change","Increase",224,"Sociocultural"
"2709","Precipitation directional change","Distance","Abundance",68,13,191,"Increase","Increase",137,"Sociocultural"
"2710","Precipitation directional change","Timing","Abundance",125,25,191,"Increase","Increase",208,"Sociocultural"
"2711","Precipitation directional change","Frequency","Abundance",76,14,191,"Increase","Increase",132,"Sociocultural"
"2712","Precipitation directional change","Duration","Abundance",32,19,191,"Complex change","Increase",170,"Sociocultural"
"2713","Precipitation directional change","Speed","Abundance",78,11,191,"Increase","Increase",111,"Sociocultural"
"2714","Precipitation directional change","Feedbacks","Abundance",123,18,191,"Complex change","Increase",170,"Sociocultural"
"2715","Precipitation directional change","Mechanism","Abundance",83,11,191,"Complex change","Increase",112,"Sociocultural"
"2716","Precipitation directional change","Quantity","Connectivity",131,13,111,"Increase","Increase",128,"Sociocultural"
"2717","Precipitation directional change","Direction","Connectivity",149,11,111,"Complex change","Increase",113,"Sociocultural"
"2718","Precipitation directional change","Location","Connectivity",169,13,111,"Complex change","Increase",115,"Sociocultural"
"2719","Precipitation directional change","Distance","Connectivity",68,9,111,"Increase","Increase",103,"Sociocultural"
"2720","Precipitation directional change","Timing","Connectivity",125,13,111,"Increase","Increase",123,"Sociocultural"
"2721","Precipitation directional change","Frequency","Connectivity",76,9,111,"Increase","Increase",93,"Sociocultural"
"2722","Precipitation directional change","Duration","Connectivity",32,12,111,"Complex change","Increase",116,"Sociocultural"
"2723","Precipitation directional change","Speed","Connectivity",78,8,111,"Increase","Increase",93,"Sociocultural"
"2724","Precipitation directional change","Feedbacks","Connectivity",123,12,111,"Complex change","Increase",118,"Sociocultural"
"2725","Precipitation directional change","Mechanism","Connectivity",83,9,111,"Complex change","Increase",97,"Sociocultural"
"2726","Precipitation directional change","Quantity","Loss",131,18,123,"Increase","Decrease",157,"Sociocultural"
"2727","Precipitation directional change","Direction","Loss",149,15,123,"Complex change","Decrease",129,"Sociocultural"
"2728","Precipitation directional change","Location","Loss",169,16,123,"Complex change","Decrease",135,"Sociocultural"
"2729","Precipitation directional change","Distance","Loss",68,10,123,"Increase","Decrease",94,"Sociocultural"
"2730","Precipitation directional change","Timing","Loss",125,12,123,"Increase","Decrease",114,"Sociocultural"
"2731","Precipitation directional change","Frequency","Loss",76,6,123,"Increase","Decrease",65,"Sociocultural"
"2732","Precipitation directional change","Duration","Loss",32,12,123,"Complex change","Decrease",103,"Sociocultural"
"2733","Precipitation directional change","Speed","Loss",78,11,123,"Increase","Decrease",85,"Sociocultural"
"2734","Precipitation directional change","Feedbacks","Loss",123,12,123,"Complex change","Decrease",101,"Sociocultural"
"2735","Precipitation directional change","Mechanism","Loss",83,9,123,"Complex change","Decrease",86,"Sociocultural"
"2736","Precipitation directional change","Quantity","Management",131,14,96,"Increase","Increase",127,"Sociocultural"
"2737","Precipitation directional change","Direction","Management",149,12,96,"Complex change","Increase",93,"Sociocultural"
"2738","Precipitation directional change","Location","Management",169,12,96,"Complex change","Increase",89,"Sociocultural"
"2739","Precipitation directional change","Distance","Management",68,7,96,"Increase","Increase",65,"Sociocultural"
"2740","Precipitation directional change","Timing","Management",125,10,96,"Increase","Increase",80,"Sociocultural"
"2741","Precipitation directional change","Frequency","Management",76,7,96,"Increase","Increase",59,"Sociocultural"
"2742","Precipitation directional change","Duration","Management",32,8,96,"Complex change","Increase",65,"Sociocultural"
"2743","Precipitation directional change","Speed","Management",78,7,96,"Increase","Increase",61,"Sociocultural"
"2744","Precipitation directional change","Feedbacks","Management",123,11,96,"Complex change","Increase",85,"Sociocultural"
"2745","Precipitation directional change","Mechanism","Management",83,7,96,"Complex change","Increase",69,"Sociocultural"
"2746","Precipitation directional change","Quantity","Trophic",131,18,118,"Increase","Decrease",168,"Sociocultural"
"2747","Precipitation directional change","Direction","Trophic",149,14,118,"Complex change","Decrease",134,"Sociocultural"
"2748","Precipitation directional change","Location","Trophic",169,14,118,"Complex change","Decrease",131,"Sociocultural"
"2749","Precipitation directional change","Distance","Trophic",68,9,118,"Increase","Decrease",111,"Sociocultural"
"2750","Precipitation directional change","Timing","Trophic",125,13,118,"Increase","Decrease",125,"Sociocultural"
"2751","Precipitation directional change","Frequency","Trophic",76,7,118,"Increase","Decrease",78,"Sociocultural"
"2752","Precipitation directional change","Duration","Trophic",32,12,118,"Complex change","Decrease",123,"Sociocultural"
"2753","Precipitation directional change","Speed","Trophic",78,8,118,"Increase","Decrease",85,"Sociocultural"
"2754","Precipitation directional change","Feedbacks","Trophic",123,12,118,"Complex change","Decrease",121,"Sociocultural"
"2755","Precipitation directional change","Mechanism","Trophic",83,9,118,"Complex change","Decrease",93,"Sociocultural"
"2756","Wildfires","Quantity","Abundance",82,20,123,"Increase","Increase",284,"Sociocultural"
"2757","Wildfires","Direction","Abundance",112,15,123,"Complex change","Increase",179,"Sociocultural"
"2758","Wildfires","Location","Abundance",101,15,123,"Complex change","Increase",224,"Sociocultural"
"2759","Wildfires","Distance","Abundance",50,10,123,"Increase","Increase",137,"Sociocultural"
"2760","Wildfires","Timing","Abundance",89,13,123,"Increase","Increase",208,"Sociocultural"
"2761","Wildfires","Frequency","Abundance",49,8,123,"Increase","Increase",132,"Sociocultural"
"2762","Wildfires","Duration","Abundance",25,9,123,"Complex change","Increase",170,"Sociocultural"
"2763","Wildfires","Speed","Abundance",66,8,123,"Increase","Increase",111,"Sociocultural"
"2764","Wildfires","Feedbacks","Abundance",98,14,123,"Complex change","Increase",170,"Sociocultural"
"2765","Wildfires","Mechanism","Abundance",66,9,123,"Complex change","Increase",112,"Sociocultural"
"2766","Wildfires","Quantity","Connectivity",82,10,84,"Increase","Increase",128,"Sociocultural"
"2767","Wildfires","Direction","Connectivity",112,10,84,"Complex change","Increase",113,"Sociocultural"
"2768","Wildfires","Location","Connectivity",101,9,84,"Complex change","Increase",115,"Sociocultural"
"2769","Wildfires","Distance","Connectivity",50,8,84,"Increase","Increase",103,"Sociocultural"
"2770","Wildfires","Timing","Connectivity",89,9,84,"Increase","Increase",123,"Sociocultural"
"2771","Wildfires","Frequency","Connectivity",49,6,84,"Increase","Increase",93,"Sociocultural"
"2772","Wildfires","Duration","Connectivity",25,7,84,"Complex change","Increase",116,"Sociocultural"
"2773","Wildfires","Speed","Connectivity",66,7,84,"Increase","Increase",93,"Sociocultural"
"2774","Wildfires","Feedbacks","Connectivity",98,9,84,"Complex change","Increase",118,"Sociocultural"
"2775","Wildfires","Mechanism","Connectivity",66,8,84,"Complex change","Increase",97,"Sociocultural"
"2776","Wildfires","Quantity","Loss",82,11,87,"Increase","Decrease",157,"Sociocultural"
"2777","Wildfires","Direction","Loss",112,11,87,"Complex change","Decrease",129,"Sociocultural"
"2778","Wildfires","Location","Loss",101,9,87,"Complex change","Decrease",135,"Sociocultural"
"2779","Wildfires","Distance","Loss",50,7,87,"Increase","Decrease",94,"Sociocultural"
"2780","Wildfires","Timing","Loss",89,9,87,"Increase","Decrease",114,"Sociocultural"
"2781","Wildfires","Frequency","Loss",49,6,87,"Increase","Decrease",65,"Sociocultural"
"2782","Wildfires","Duration","Loss",25,7,87,"Complex change","Decrease",103,"Sociocultural"
"2783","Wildfires","Speed","Loss",66,9,87,"Increase","Decrease",85,"Sociocultural"
"2784","Wildfires","Feedbacks","Loss",98,10,87,"Complex change","Decrease",101,"Sociocultural"
"2785","Wildfires","Mechanism","Loss",66,7,87,"Complex change","Decrease",86,"Sociocultural"
"2786","Wildfires","Quantity","Management",82,11,84,"Increase","Increase",127,"Sociocultural"
"2787","Wildfires","Direction","Management",112,11,84,"Complex change","Increase",93,"Sociocultural"
"2788","Wildfires","Location","Management",101,9,84,"Complex change","Increase",89,"Sociocultural"
"2789","Wildfires","Distance","Management",50,7,84,"Increase","Increase",65,"Sociocultural"
"2790","Wildfires","Timing","Management",89,9,84,"Increase","Increase",80,"Sociocultural"
"2791","Wildfires","Frequency","Management",49,6,84,"Increase","Increase",59,"Sociocultural"
"2792","Wildfires","Duration","Management",25,6,84,"Complex change","Increase",65,"Sociocultural"
"2793","Wildfires","Speed","Management",66,7,84,"Increase","Increase",61,"Sociocultural"
"2794","Wildfires","Feedbacks","Management",98,10,84,"Complex change","Increase",85,"Sociocultural"
"2795","Wildfires","Mechanism","Management",66,7,84,"Complex change","Increase",69,"Sociocultural"
"2796","Wildfires","Quantity","Trophic",82,11,83,"Increase","Decrease",168,"Sociocultural"
"2797","Wildfires","Direction","Trophic",112,11,83,"Complex change","Decrease",134,"Sociocultural"
"2798","Wildfires","Location","Trophic",101,8,83,"Complex change","Decrease",131,"Sociocultural"
"2799","Wildfires","Distance","Trophic",50,7,83,"Increase","Decrease",111,"Sociocultural"
"2800","Wildfires","Timing","Trophic",89,9,83,"Increase","Decrease",125,"Sociocultural"
"2801","Wildfires","Frequency","Trophic",49,6,83,"Increase","Decrease",78,"Sociocultural"
"2802","Wildfires","Duration","Trophic",25,7,83,"Complex change","Decrease",123,"Sociocultural"
"2803","Wildfires","Speed","Trophic",66,7,83,"Increase","Decrease",85,"Sociocultural"
"2804","Wildfires","Feedbacks","Trophic",98,9,83,"Complex change","Decrease",121,"Sociocultural"
"2805","Wildfires","Mechanism","Trophic",66,7,83,"Complex change","Decrease",93,"Sociocultural"
"2806","Sea temperature change","Quantity","Abundance",50,15,94,"Increase","Increase",284,"Sociocultural"
"2807","Sea temperature change","Direction","Abundance",70,11,94,"Complex change","Increase",179,"Sociocultural"
"2808","Sea temperature change","Location","Abundance",83,13,94,"Complex change","Increase",224,"Sociocultural"
"2809","Sea temperature change","Distance","Abundance",38,7,94,"Increase","Increase",137,"Sociocultural"
"2810","Sea temperature change","Timing","Abundance",30,10,94,"Increase","Increase",208,"Sociocultural"
"2811","Sea temperature change","Frequency","Abundance",19,5,94,"Increase","Increase",132,"Sociocultural"
"2812","Sea temperature change","Duration","Abundance",32,8,94,"Complex change","Increase",170,"Sociocultural"
"2813","Sea temperature change","Speed","Abundance",25,5,94,"Increase","Increase",111,"Sociocultural"
"2814","Sea temperature change","Feedbacks","Abundance",53,10,94,"Complex change","Increase",170,"Sociocultural"
"2815","Sea temperature change","Mechanism","Abundance",57,8,94,"Complex change","Increase",112,"Sociocultural"
"2816","Sea temperature change","Quantity","Connectivity",50,6,42,"Increase","Increase",128,"Sociocultural"
"2817","Sea temperature change","Direction","Connectivity",70,4,42,"Complex change","Increase",113,"Sociocultural"
"2818","Sea temperature change","Location","Connectivity",83,3,42,"Complex change","Increase",115,"Sociocultural"
"2819","Sea temperature change","Distance","Connectivity",38,4,42,"Increase","Increase",103,"Sociocultural"
"2820","Sea temperature change","Timing","Connectivity",30,5,42,"Increase","Increase",123,"Sociocultural"
"2821","Sea temperature change","Frequency","Connectivity",19,3,42,"Increase","Increase",93,"Sociocultural"
"2822","Sea temperature change","Duration","Connectivity",32,5,42,"Complex change","Increase",116,"Sociocultural"
"2823","Sea temperature change","Speed","Connectivity",25,3,42,"Increase","Increase",93,"Sociocultural"
"2824","Sea temperature change","Feedbacks","Connectivity",53,5,42,"Complex change","Increase",118,"Sociocultural"
"2825","Sea temperature change","Mechanism","Connectivity",57,3,42,"Complex change","Increase",97,"Sociocultural"
"2826","Sea temperature change","Quantity","Loss",50,11,79,"Increase","Decrease",157,"Sociocultural"
"2827","Sea temperature change","Direction","Loss",70,10,79,"Complex change","Decrease",129,"Sociocultural"
"2828","Sea temperature change","Location","Loss",83,11,79,"Complex change","Decrease",135,"Sociocultural"
"2829","Sea temperature change","Distance","Loss",38,6,79,"Increase","Decrease",94,"Sociocultural"
"2830","Sea temperature change","Timing","Loss",30,8,79,"Increase","Decrease",114,"Sociocultural"
"2831","Sea temperature change","Frequency","Loss",19,4,79,"Increase","Decrease",65,"Sociocultural"
"2832","Sea temperature change","Duration","Loss",32,7,79,"Complex change","Decrease",103,"Sociocultural"
"2833","Sea temperature change","Speed","Loss",25,5,79,"Increase","Decrease",85,"Sociocultural"
"2834","Sea temperature change","Feedbacks","Loss",53,7,79,"Complex change","Decrease",101,"Sociocultural"
"2835","Sea temperature change","Mechanism","Loss",57,8,79,"Complex change","Decrease",86,"Sociocultural"
"2836","Sea temperature change","Quantity","Management",50,8,46,"Increase","Increase",127,"Sociocultural"
"2837","Sea temperature change","Direction","Management",70,5,46,"Complex change","Increase",93,"Sociocultural"
"2838","Sea temperature change","Location","Management",83,5,46,"Complex change","Increase",89,"Sociocultural"
"2839","Sea temperature change","Distance","Management",38,3,46,"Increase","Increase",65,"Sociocultural"
"2840","Sea temperature change","Timing","Management",30,4,46,"Increase","Increase",80,"Sociocultural"
"2841","Sea temperature change","Frequency","Management",19,2,46,"Increase","Increase",59,"Sociocultural"
"2842","Sea temperature change","Duration","Management",32,3,46,"Complex change","Increase",65,"Sociocultural"
"2843","Sea temperature change","Speed","Management",25,3,46,"Increase","Increase",61,"Sociocultural"
"2844","Sea temperature change","Feedbacks","Management",53,4,46,"Complex change","Increase",85,"Sociocultural"
"2845","Sea temperature change","Mechanism","Management",57,5,46,"Complex change","Increase",69,"Sociocultural"
"2846","Sea temperature change","Quantity","Trophic",50,11,71,"Increase","Decrease",168,"Sociocultural"
"2847","Sea temperature change","Direction","Trophic",70,10,71,"Complex change","Decrease",134,"Sociocultural"
"2848","Sea temperature change","Location","Trophic",83,9,71,"Complex change","Decrease",131,"Sociocultural"
"2849","Sea temperature change","Distance","Trophic",38,6,71,"Increase","Decrease",111,"Sociocultural"
"2850","Sea temperature change","Timing","Trophic",30,7,71,"Increase","Decrease",125,"Sociocultural"
"2851","Sea temperature change","Frequency","Trophic",19,3,71,"Increase","Decrease",78,"Sociocultural"
"2852","Sea temperature change","Duration","Trophic",32,7,71,"Complex change","Decrease",123,"Sociocultural"
"2853","Sea temperature change","Speed","Trophic",25,3,71,"Increase","Decrease",85,"Sociocultural"
"2854","Sea temperature change","Feedbacks","Trophic",53,7,71,"Complex change","Decrease",121,"Sociocultural"
"2855","Sea temperature change","Mechanism","Trophic",57,6,71,"Complex change","Decrease",93,"Sociocultural"
"2856","Sea ice area change","Quantity","Abundance",40,10,56,"Increase","Increase",284,"Sociocultural"
"2857","Sea ice area change","Direction","Abundance",38,5,56,"Complex change","Increase",179,"Sociocultural"
"2858","Sea ice area change","Location","Abundance",44,7,56,"Complex change","Increase",224,"Sociocultural"
"2859","Sea ice area change","Distance","Abundance",38,5,56,"Increase","Increase",137,"Sociocultural"
"2860","Sea ice area change","Timing","Abundance",31,7,56,"Increase","Increase",208,"Sociocultural"
"2861","Sea ice area change","Frequency","Abundance",23,4,56,"Increase","Increase",132,"Sociocultural"
"2862","Sea ice area change","Duration","Abundance",22,6,56,"Complex change","Increase",170,"Sociocultural"
"2863","Sea ice area change","Speed","Abundance",25,3,56,"Increase","Increase",111,"Sociocultural"
"2864","Sea ice area change","Feedbacks","Abundance",30,5,56,"Complex change","Increase",170,"Sociocultural"
"2865","Sea ice area change","Mechanism","Abundance",29,3,56,"Complex change","Increase",112,"Sociocultural"
"2866","Sea ice area change","Quantity","Connectivity",40,6,44,"Increase","Increase",128,"Sociocultural"
"2867","Sea ice area change","Direction","Connectivity",38,4,44,"Complex change","Increase",113,"Sociocultural"
"2868","Sea ice area change","Location","Connectivity",44,4,44,"Complex change","Increase",115,"Sociocultural"
"2869","Sea ice area change","Distance","Connectivity",38,4,44,"Increase","Increase",103,"Sociocultural"
"2870","Sea ice area change","Timing","Connectivity",31,5,44,"Increase","Increase",123,"Sociocultural"
"2871","Sea ice area change","Frequency","Connectivity",23,4,44,"Increase","Increase",93,"Sociocultural"
"2872","Sea ice area change","Duration","Connectivity",22,5,44,"Complex change","Increase",116,"Sociocultural"
"2873","Sea ice area change","Speed","Connectivity",25,3,44,"Increase","Increase",93,"Sociocultural"
"2874","Sea ice area change","Feedbacks","Connectivity",30,5,44,"Complex change","Increase",118,"Sociocultural"
"2875","Sea ice area change","Mechanism","Connectivity",29,3,44,"Complex change","Increase",97,"Sociocultural"
"2876","Sea ice area change","Quantity","Loss",40,6,43,"Increase","Decrease",157,"Sociocultural"
"2877","Sea ice area change","Direction","Loss",38,5,43,"Complex change","Decrease",129,"Sociocultural"
"2878","Sea ice area change","Location","Loss",44,5,43,"Complex change","Decrease",135,"Sociocultural"
"2879","Sea ice area change","Distance","Loss",38,4,43,"Increase","Decrease",94,"Sociocultural"
"2880","Sea ice area change","Timing","Loss",31,4,43,"Increase","Decrease",114,"Sociocultural"
"2881","Sea ice area change","Frequency","Loss",23,2,43,"Increase","Decrease",65,"Sociocultural"
"2882","Sea ice area change","Duration","Loss",22,5,43,"Complex change","Decrease",103,"Sociocultural"
"2883","Sea ice area change","Speed","Loss",25,3,43,"Increase","Decrease",85,"Sociocultural"
"2884","Sea ice area change","Feedbacks","Loss",30,4,43,"Complex change","Decrease",101,"Sociocultural"
"2885","Sea ice area change","Mechanism","Loss",29,4,43,"Complex change","Decrease",86,"Sociocultural"
"2886","Sea ice area change","Quantity","Management",40,3,30,"Increase","Increase",127,"Sociocultural"
"2887","Sea ice area change","Direction","Management",38,3,30,"Complex change","Increase",93,"Sociocultural"
"2888","Sea ice area change","Location","Management",44,3,30,"Complex change","Increase",89,"Sociocultural"
"2889","Sea ice area change","Distance","Management",38,3,30,"Increase","Increase",65,"Sociocultural"
"2890","Sea ice area change","Timing","Management",31,3,30,"Increase","Increase",80,"Sociocultural"
"2891","Sea ice area change","Frequency","Management",23,2,30,"Increase","Increase",59,"Sociocultural"
"2892","Sea ice area change","Duration","Management",22,3,30,"Complex change","Increase",65,"Sociocultural"
"2893","Sea ice area change","Speed","Management",25,3,30,"Increase","Increase",61,"Sociocultural"
"2894","Sea ice area change","Feedbacks","Management",30,3,30,"Complex change","Increase",85,"Sociocultural"
"2895","Sea ice area change","Mechanism","Management",29,3,30,"Complex change","Increase",69,"Sociocultural"
"2896","Sea ice area change","Quantity","Trophic",40,10,67,"Increase","Decrease",168,"Sociocultural"
"2897","Sea ice area change","Direction","Trophic",38,8,67,"Complex change","Decrease",134,"Sociocultural"
"2898","Sea ice area change","Location","Trophic",44,8,67,"Complex change","Decrease",131,"Sociocultural"
"2899","Sea ice area change","Distance","Trophic",38,7,67,"Increase","Decrease",111,"Sociocultural"
"2900","Sea ice area change","Timing","Trophic",31,8,67,"Increase","Decrease",125,"Sociocultural"
"2901","Sea ice area change","Frequency","Trophic",23,4,67,"Increase","Decrease",78,"Sociocultural"
"2902","Sea ice area change","Duration","Trophic",22,8,67,"Complex change","Decrease",123,"Sociocultural"
"2903","Sea ice area change","Speed","Trophic",25,4,67,"Increase","Decrease",85,"Sociocultural"
"2904","Sea ice area change","Feedbacks","Trophic",30,5,67,"Complex change","Decrease",121,"Sociocultural"
"2905","Sea ice area change","Mechanism","Trophic",29,4,67,"Complex change","Decrease",93,"Sociocultural"
"2906","Drought","Quantity","Abundance",106,27,153,"Increase","Complex change",284,"Biotic"
"2907","Drought","Location","Abundance",148,22,153,"Complex change","Complex change",224,"Biotic"
"2908","Drought","Timing","Abundance",19,16,153,"Complex change","Complex change",208,"Biotic"
"2909","Drought","Frequency","Abundance",19,11,153,"Complex change","Complex change",132,"Biotic"
"2910","Drought","Quantity","Richness",106,12,65,"Increase","Complex change",145,"Biotic"
"2911","Drought","Location","Richness",148,10,65,"Complex change","Complex change",113,"Biotic"
"2912","Drought","Timing","Richness",19,8,65,"Complex change","Complex change",100,"Biotic"
"2913","Drought","Frequency","Richness",19,4,65,"Complex change","Complex change",43,"Biotic"
"2914","Air temperature variability","Quantity","Abundance",68,16,119,"Increase","Complex change",284,"Biotic"
"2915","Air temperature variability","Location","Abundance",80,15,119,"Complex change","Complex change",224,"Biotic"
"2916","Air temperature variability","Timing","Abundance",17,16,119,"Complex change","Complex change",208,"Biotic"
"2917","Air temperature variability","Frequency","Abundance",18,13,119,"Complex change","Complex change",132,"Biotic"
"2918","Air temperature variability","Quantity","Richness",68,10,56,"Increase","Complex change",145,"Biotic"
"2919","Air temperature variability","Location","Richness",80,7,56,"Complex change","Complex change",113,"Biotic"
"2920","Air temperature variability","Timing","Richness",17,8,56,"Complex change","Complex change",100,"Biotic"
"2921","Air temperature variability","Frequency","Richness",18,5,56,"Complex change","Complex change",43,"Biotic"
"2922","Precipitation variability","Quantity","Abundance",102,25,166,"Increase","Complex change",284,"Biotic"
"2923","Precipitation variability","Location","Abundance",122,19,166,"Complex change","Complex change",224,"Biotic"
"2924","Precipitation variability","Timing","Abundance",21,23,166,"Complex change","Complex change",208,"Biotic"
"2925","Precipitation variability","Frequency","Abundance",20,13,166,"Complex change","Complex change",132,"Biotic"
"2926","Precipitation variability","Quantity","Richness",102,15,90,"Increase","Complex change",145,"Biotic"
"2927","Precipitation variability","Location","Richness",122,11,90,"Complex change","Complex change",113,"Biotic"
"2928","Precipitation variability","Timing","Richness",21,12,90,"Complex change","Complex change",100,"Biotic"
"2929","Precipitation variability","Frequency","Richness",20,5,90,"Complex change","Complex change",43,"Biotic"
"2930","Drought","Quantity","Abundance",30,27,153,"Complex change","Complex change",284,"Biotic"
"2931","Drought","Direction","Abundance",124,18,153,"Complex change","Complex change",179,"Biotic"
"2932","Drought","Location","Abundance",148,22,153,"Complex change","Complex change",224,"Biotic"
"2933","Drought","Timing","Abundance",19,16,153,"Complex change","Complex change",208,"Biotic"
"2934","Drought","Frequency","Abundance",19,11,153,"Complex change","Complex change",132,"Biotic"
"2935","Drought","Duration","Abundance",33,13,153,"Complex change","Complex change",170,"Biotic"
"2936","Drought","Quantity","Composition",30,16,88,"Complex change","Complex change",191,"Biotic"
"2937","Drought","Direction","Composition",124,10,88,"Complex change","Complex change",132,"Biotic"
"2938","Drought","Location","Composition",148,14,88,"Complex change","Complex change",146,"Biotic"
"2939","Drought","Timing","Composition",19,10,88,"Complex change","Complex change",131,"Biotic"
"2940","Drought","Frequency","Composition",19,6,88,"Complex change","Complex change",81,"Biotic"
"2941","Drought","Duration","Composition",33,10,88,"Complex change","Complex change",122,"Biotic"
"2942","Drought","Quantity","Loss",30,15,109,"Complex change","Complex change",157,"Biotic"
"2943","Drought","Direction","Loss",124,13,109,"Complex change","Complex change",129,"Biotic"
"2944","Drought","Location","Loss",148,14,109,"Complex change","Complex change",135,"Biotic"
