"","Title","Authors","Abstract","Published Year","Published Month","Journal","Volume","Issue","Pages","Accession Number","DOI","Ref","Covidence #","Study","Notes","Tags","Sociocultural","Biophysical","Biotic","IK","Intervention","Potentially relevant","save for other sections","Transboundary unclear","Perspective paper","Human_movement","Original_study"
"43","Sagebrush conservation strategy - challenges to sagebrush conservation","Remington, T. E.; Deibert, P. A.; Hanser, S. E.; Davis, D. M.; Robb, L. A.; Welty, J. L.","The sagebrush (Artemisia spp.) biome, its wildlife, and the services and benefits it provides people and local communities are at risk. Development in the sagebrush biome, for many purposes, has resulted in multiple and often cumulative negative impacts. These impacts, ranging from simple habitat loss to complex, interactive changes in ecosystem function, continue to accelerate even as the need grows for the resources provided by this biome. This """"Sagebrush Conservation Strategy-Challenges to Sagebrush Conservation"""", is an overview and assessment of the challenges facing land managers and landowners in conserving sagebrush ecosystems. This strategy is intended to provide guidance so that the unparalleled collaborative efforts to conserve the iconic greater sage-grouse (Centrocercus urophasianus) by State and Federal agencies, Tribes, academia, nongovernmental organizations, and stakeholders can be expanded to the entire sagebrush biome to benefit the people and wildlife that depend on this ecosystem. This report is organized into 3 parts. """"Part I. Importance of the Sagebrush Biome to People and Wildlife"""" introduces the biome and a subset of the more than 350 species of plants and animals associated with sagebrush for which there is some level of conservation concern. These include several sagebrush obligates that have been petitioned for listing under the Endangered Species Act of 1973 (16 U.S.C. 1531 et seq.), including greater sage-grouse, Gunnison sage-grouse (C. minimus; listed as threatened), and pygmy rabbit (Brachylagus idahoensis). Other sagebrush-dependent species, such as pronghorn (Antilocapra americana) and mule deer (Odocoileus hemionus), have experienced significant population declines. """"Part II. Change Agents in the Sagebrush Biome-Extent, Impacts, and Effort to Address Them"""" is an overview of the variety of change agents that are causing the continued loss and degradation of sagebrush. Topics covered include altered fire regimes, invasive plant species, conifer expansion, overabundant free-roaming equids, and human land uses, including energy development, cropland conversion, infrastructure, and improper livestock grazing. Climate changes, including warmer temperatures and altered amounts and timing of precipitation, have and will likely increasingly compound negative effects to sagebrush ecosystems from all these threats. """"Part III. Current Conservation Paradigm and Other Conservation Needs for Sagebrush"""" begins with an overview of how sage-grouse conservation, and the associated efforts and collaborations, may be able to address threats to and restoring degraded sagebrush and habitat for other sagebrush-dependent and -associated species. Meeting conservation goals for sage-grouse, mule deer, pygmy rabbits, and other sagebrush-associated wildlife will require extensive restoration of sagebrush communities already converted or degraded by the change agents outlined in Part II of this report. Concepts, considerations, techniques for restoration, and adaptive management and monitoring are discussed to help set the stage for potential strategies to improve conditions throughout the sagebrush biome. Communication, outreach, and engagement can enhance grassroots conservation efforts and build the next generation of managers, practitioners, scientists, and communicators who will care for the sagebrush ecosystem and stimulate or sustain public participation in sagebrush conservation issues.",2021,"","Open-File Report - US Geological Survey","","2020-1125","xxxiv-pp","","http://dx.doi.org/10.3133/ofr20201125","","#22478","Remington 2021","Anabel Kinsey (2024-10-26 00:23:13)(Select): Sagebrush exists at the Montana-Canada border, implying transboundary implications. I am going to include, but this seems to be a collection of reviews rather than just one. There is also a lot of info on conservation, which would be relevant to the intervention section.; Alice Gaalswyk (2024-10-21 23:31:38)(Select): mentions extension of sagebrush and related wildlife across North American boundaries; reasonable transboundary assumption ; ","Biotic; Intervention; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"44","Climate variability and change in the United States: potential impacts on water- and foodborne diseases caused by microbiologic agents","Rose, J. B.; Epstein, P. R.; Lipp, E. K.; Sherman, B. H.; Bernard, S. M.; Patz, J. A.","Exposure to waterborne and foodborne pathogens (e.g. bacteria, viruses and protozoa) can occur via drinking water (associated with faecal contamination), seafood (due to natural microbial hazards, toxins, or wastewater disposal) or fresh produce (irrigated or processed with contaminated water). Weather influences the transport and dissemination of these microbial agents via rainfall and runoff and the survival and/or growth through such factors as temperature. Federal and state laws and regulatory programmes protect much of the US population from waterborne disease; however, if climate variability increases, current and future deficiencies in areas such as watershed protection, infrastructure, and storm drainage systems will probably increase the risk of contamination events. Knowledge about transport processes and the fate of microbial pollutants associated with rainfall and snowmelt is key to predicting risks from a change in weather variability. Although recent studies identified links between climate variability and occurrence of microbial agents in water, the relationships need further quantification in the context of other stresses. In the marine environment as well, there are few studies that adequately address the potential health effects of climate variability in combination with other stresses such as overfishing, introduced species, and rise in sea level. Advances in monitoring are necessary to enhance early-warning and prevention capabilities. Application of existing technologies, such as molecular fingerprinting to track contaminant sources or satellite remote sensing to detect coastal algal blooms, could be expanded. This assessment recommends incorporating a range of future scenarios of improvement plans for current deficiencies in the public health infrastructure to achieve more realistic risk assessments.",2001,"","Human health consequences of climate variability and change for the United States","109","Supplement 2","211-221","","http://dx.doi.org/10.2307/3435011","","#22692","Rose 2001","Laura  Dee (2024-08-14 07:10:14)(Select): add full text. implicit transboundary in shared water bodies and disease; Grace Westphal (2024-08-09 05:13:57)(Select): Current link is not full text ;","Biotic; Intervention; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"45","Synthesis of science to inform land management within the Northwest Forest Plan area: Volume 3","Spies, T. A.; Stine, P. A.; Gravenmier, R.; Long, J. W.; Reilly, M. J.","The 1994 Northwest Forest Plan (NWFP) was developed to resolve debates over old-growth forests, endangered species, and timber production on federal forests in the range of the northern spotted owl. This three-volume science synthesis, which consists of 12 chapters that address various ecological and social concerns, is intended to inform forest plan revision and forest management within the NWFP area. Land managers with the U.S. Forest Service provided questions that helped guide preparation of the synthesis, which builds on the 10-, 15-, and 20-year NWFP monitoring reports and synthesizes the vast body of relevant scientific literature that has accumulated in the 24 years since the NWFP was initiated. It identifies scientific findings, lessons learned, and uncertainties and also evaluates competing science and provides considerations for management. This synthesis finds that the NWFP has protected dense old-growth forests and maintained habitat for northern spotted owls, marbled murrelets, aquatic organisms, and other species despite losses from wildfire and low levels of timber harvest on federal lands. Even with reductions in the loss of older forests, northern spotted owl populations continue to decline. Moreover, a number of other goals have not been met, including producing a sustainable supply of timber, decommissioning roads, biodiversity monitoring, significant levels of restoration of riparian and dry forests, and adaptation and learning through adaptive management. New conservation concerns have arisen, including a major threat to spotted owl populations from expanding populations of the nonnative barred owl, effects of fire suppression on forest succession, fire behavior in dry forests, and lack of development of diverse early-seral vegetation as a result of fire suppression in drier parts of moist forests. Climate change and invasive species have emerged as threats to native biodiversity, and expansion of the wildland-urban interface has limited the ability of managers to restore fire to fire-dependent ecosystems. The policy, social, and ecological contexts for the NWFP have changed since it was implemented. The contribution of federal lands continues to be essential to the conservation and recovery of fish listed under the Endangered Species Act and northern spotted owl and marbled murrelet populations. Conservation on federal lands alone, however, is likely insufficient to reach the goals of the NWFP or the newer goals of the 2012 planning rule, which emphasizes managing for ecosystem goals (e.g. ecological resilience) and a few species of concern, rather than the population viability of hundreds of individual species. The social and economic basis of many traditionally forest-dependent communities have changed in 24 years, and many are now focused on amenity values. The capacities of human communities and federal agencies, collaboration among stakeholders, the interdependence of restoration and the timber economy, and the role of amenity- or recreation-based communities and ecosystem services are important considerations in managing for ecological resilience, biodiversity conservation, and social and economic sustainability. A growing body of scientific evidence supports the importance of active management or restoration inside and outside reserves to promote biodiversity and ecological resilience. Active management to promote heterogeneity of vegetation conditions is important to sustaining tribal ecocultural resources. Declines in agency capacity, lack of markets for small-diameter wood, lack of wood processing infrastructure in some areas, and lack of social agreement have limited the amount of active management for restoration on federal lands. All management choices involve social and ecological tradeoffs related to the goals of the NWFP. Collaboration, risk management, adaptive management, and monitoring are considered the best ways to deal with complex social and ecological systems with futures that are difficult to predict and affect through policy and land management actions.",2018,"","General Technical Report - Pacific Northwest Research Station, USDA Forest Service","","PNW-GTR-966(Vol. 3)","1020-pp","","","","#23511","Spies 2018","Alice Gaalswyk (2024-08-20 07:34:54)(Select): geographical focus on northwestern US but includes lots of flows that could be reasonably considered transboundary ;","Intervention",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"46","Incorporating climate change impacts into the Columbia River Treaty 2014/2024 revew","Vaddey, S.; Potter, K. W.; Frevert, D. K.","The U. S. Army Corps of Engineers (USACE) is undertaking a series of studies to support a pending decision by the United States pertaining to the future of the Columbia River Treaty with Canada. The Treaty, ratified in 1964, is an agreement between the United States and Canada to provide flood control and power benefits for both countries. In these studies, information will be developed and alternatives evaluated that provide the basis for long-term recommendations pertaining to the future of the Treaty. Assumptions drawn regarding potential future climate changes and associated hydrologic impacts could have very significant influence on alternative Treaty strategies. For several decades climate scientists have provided an increasing array of knowledge and information on climate impacts. Climatic phenomena, such as summer and wintertime droughts, floods and wind storms, have greatly affected the Pacific Northwest in the last several decades. Observed data in the West is already showing signs of global warming - reductions in spring snowpack, earlier spring snowmelt, increased runoff in winter and less runoff in summer. These shifts may potentially increase flood risks in the early spring, and change the timing and volume of water in spring and early summer available for reservoir refill. Different parts of a basin may be affected differently by warming so that high elevation snowpack may experience minor impacts while low elevation sites may experience major changes Water resource managers have struggled to understand how to incorporate the knowledge provided by science into their planning and operations. This paper discusses a decision-making framework to bridge the gap between climate science and water management for the Columbia River Treaty 2014/2024 Review. The decision framework must be robust enough to accommodate risk characterization, screening and prioritization while allowing for adaptive management strategies that avoid maladaptations. Maladaptions are decisions that prevent or constrain the ability of others to manage, reduce or otherwise adapt to the effects of climate change in the future. Modeling systems used by the team will be capable of incorporating multiobjective analyses and alternative assessments running numerous future climate scenarios in physically based hydrologic, reservoir and hydraulic models that will ultimately support the decision-making framework.",2010,"","Innovations in Watershed Management under Land Use and Climate Change. Proceedings of the 2010 Watershed Management Conference, Madison, Wisconsin, USA, 23-27 August 2010","","","91-102","","","","#24046","Vaddey 2010","Laura  Dee (2024-08-21 03:13:20)(Select): I couldnt find the text on this. I think biodiversity impacts are otherwise implicit but this would be included based on the abstract. It might be a book, so we would exclude based on what we have been doing, but it would be good to include in the intervention section: https://www.amazon.com/Watershed-Management-2010-Innovations-Climate/dp/0784411433 ; ","Biophysical; Intervention",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"47","Canadian boreal forest ecosystem structure and function in a changing climate: impact on fire regimes","Weber, M. G.; Flannigan, M. D.","Boreal forest fire regime, which encompasses fire intensity, frequency, seasonality, size, type (crown versus surface), and severity (depth of burn), is an organizing factor of boreal forest landscapes and highly dependant on climate. This review combines what is known about boreal forest dynamics from palaeological studies, with the information derived from state-of-the-art climate and vegetation modelling, to present possible scenarios of the impact of anticipated climate change on boreal forest ecosystem structure and function, particularly in relation to fire regimes. Anticipated climatic/atmospheric impact on plant physiological, communal, ecosystem, and finally landscape-level interactions with fire are reviewed. All indications from the modelling sector point towards unprecedented increased regional or seasonal temperatures, with projected changes most pronounced at high latitudes and there greatest in winter. Anticipated climate change scenarios are expected to alter dramatically the boreal forest ecosystems and fire regimes with which they are currently in equilibrium. Changed fire regimes could be represented by increased annual area burned because of an extended fire season, increased fire frequency, and severity. Simulation studies show the potential for greatly reduced boreal forest area and increased fragmentation due to climate change. Fire regime as an ecosystem process is highly sensitive to climate change because fire behaviour responds immediately to fuel moisture, which is affected by precipitation, relative humidity, air temperature, and wind speed. This interaction between climate change and fire regime has the potential to overshadow the importance of the direct effects of global warming on species distribution, migration, substitution, and extinction. Such a scenario suggests that rate and magnitude of fire-regime-induced changes to the boreal forest landscape could greatly exceed anything expected due to atmospheric warming alone. Socioeconomic implications of altered fire regimes in a changing climate are discussed in terms of adaptive fire management strategies, age class distribution, and such global stewardship issues as biodiversity, carbon cycling, and sequestration.",1997,"","Environmental Reviews","5","3/4","145-166","","http://dx.doi.org/10.1139/a97-008","","#24370","Weber 1997","","Biophysical; Intervention; Transboundary unclear",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"48","Early detection and rapid response: a cost-effective strategy for minimizing the establishment and spread of new and emerging invasive plants by global trade, travel and climate change","Westbrooks, R. G.; Manning, S. T.; Waugh, J. D.; Ziska, L. H.; Dukes, J. S.","Over the past 50 years, considerable effort has been made by state and national agencies as well as other partners to minimize the establishment and spread of newly introduced and/or emerging invasive plants through single agency-led programmes, inter-agency councils and task forces and, most recently, the landscape approach to early detection and rapid response (EDRR). Examples of single agency-led programmes include the USDA-Carolinas Witchweed Eradication Program in the USA and the Kochia Eradication Project in Western Australia (EDRR 1.0). In recent years, state inter-agency councils and task forces have been formed to address all types of new invasive species - particularly newly introduced species that are not already regulated by federal or state agencies. The Delaware Invasive Species Council, the Ontario Invasive Plant Council and the Beach Vitex Task Force are good examples of this new trend in inter-agency partnering (EDRR 2.0). The landscape approach to EDRR involves the development of EDRR capacity at all levels of the landscape - local to national. It includes individual public and private land units, geographic land units (watersheds, biomes, corridors, etc.) and political land units (towns, counties, states/provinces and nations) (EDRR 3.0). From a societal standpoint, due to global climate change and increased global trade and travel, it is important to emphasize that the impacts of invasive species on food security, human health, and biodiversity will continue to increase unless steps are taken now to minimize their introduction, establishment and spread. Development of EDRR capacity at all levels of the landscape is a proven strategy for achieving those goals.",2014,"","CABI Invasives Series No.4","","","305-325","","http://dx.doi.org/10.1079/9781780641645.0305","","#24417","Westbrooks 2014","Elliott Parsons (2024-11-01 05:35:45)(Select): This is a book chapter; It is a review; It has a biotic flow - movement of invasive species; climate change impacts this - see page 17/27 - Kudzu - moving from US to Canada. Yes, relates to biodiversity, yes in NA, yes as there is at least one example of an invasive shifting north with climate change (kudzu) and maybe more; Elliott Parsons (2024-11-01 05:25:00)(Select): I uploaded the chapter. For some reason, the page numbers listed in the citation here are incorrect (incorrect on CABI too). It is pages 403 to 429.; Anabel Kinsey (2024-09-04 03:46:05)(Select): I also can't find access, but this looks like it falls under the category of """"Intervention"""" rather than flow; Tyler McIntosh (2024-08-28 04:46:15)(Select): unable to find access; ","Biotic; Intervention; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"49","Provenance trials in the service of forestry assisted migration: A review of North American field trials and experiments","Park, Andrew; Rodgers, Jesse L","As greenhouse gas emissions rise unabated and temperatures continue to rise, forest managers have begun to consider assisted migration (AM) of trees as a strategy to adapt forests to climate change. To investigate the risks and benefits of AM, old provenance trials have been repurposed and new common-garden experiments initiated. In this paper, we review three decades of common-garden based research into the adaptation of species and provenances (geographically specific varieties) to current and future climates in North America. Using a filtered data base of 106 papers and reports, we investigate multiple aspects of this work, including subject species, tree response variables and their climatic predictors, statistical techniques, and the patterns of adaptation revealed in results. Although the reviewed work contained valuable insights into provenance-climate relationships, much of this work focused on growth in commercial conifer species and the correlation of that growth with annual or monthly climatic averages. A minority of studies investigated the effects of climate variables with direct mechanistic effects on growth or phenology, including temperature extremes, frost and drought indices, or growing-season duration. Furthermore, recent research has opened new avenues of investigation into the influence of local soil and topographic variables, and even ectomycorrhizal communities over provenance performance. We make the case that future common-garden research into provenance-climate relationships should focus on climatic variables with demonstrated mechanistic connections to growth, survival, and phenology. The effects of extreme weather merit particular attention because extreme weather is likely to be a key determinant of long-term tree health and persistence.",2023,"06-01","Forest Ecology and Management","537 p.120854-","","","","https://doi.org/10.1016/j.foreco.2023.120854","","#25940","Park 2023","Laura  Dee (2024-08-14 07:14:34)(Select): definitely include in the intervention response section of the chapter;","Biotic; Intervention; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"50","Landbird Migration in the American West: Recent Progress and Future Research Directions","Carlisle, Jay D; Skagen, Susan K; Kus, Barbara E; Van Riper, Charles, III; Paxton, Kristina L; Kelly, Jeff F"," Our knowledge of avian behaviors during the nonbreeding period still lags behind that of the breeding season, but the last decade has witnessed a proliferation in research that has yielded significant progress in understanding migration patterns of North American birds. And, although historically the great majority of migration research has been conducted in the eastern half of the continent, there has been much recent progress on aspects of avian migration in the West. In particular, expanded use of techniques such as radar, plasma metabolites, mist-netting, count surveys, stable isotopes, genetic data, and animal tracking, coupled with an increase in multi-investigator collaborations, have all contributed to this growth of knowledge. There is increasing recognition that migration is likely the most limiting time of year for migratory birds, increasing the importance of continuing to decipher patterns of stopover ecology, identifying critical stopover habitats, and documenting migration routes in the diverse and changing landscapes of the American West. Here, we review and briefly synthesize the latest findings and advances in avian migration and consider research needs to guide future research on migration in the West. [PUBLICATION ABSTRACT]",2009,"05-01","The Condor","111","2","211","","https://doi.org/10.1525/cond.2009.080096","","#26934","Carlisle 2009","Grace Westphal (2024-08-10 02:46:45)(Select): Discussion of climate change impacts begins on page 219;","Biotic; Intervention; Transboundary unclear",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"51","Protecting Arctic biodiversity : limitations and strengths of environmental agreements / Kathrine I. Johnsen, editor in chief ... [et al.]","Johnsen, Kathrine","""""The Arctic region is characterized by some of the largest continuous intact ecosystems on the planet, but is facing increasingly larger threats. These threats include the full range of stressors known from other parts of the world, namely habitat loss and fragmentation from infrastructure and industrial development, chemical pollution, overharvesting, climate change and invasive species infestations. Many of these pressures are mainly globally driven, including climate change, long-range transported pollution and even invasive species infestations. Others, such as harvesting and fragmentation are directly under Arctic governance, though often driven from demands outside of the Arctic region. This report takes a broad view of existing multilateral environmental agreements (MEAs) and examines the role of the global environment in impacting and influencing the efficiency of Arctic MEAs in protecting biodiversity and in sustainable development. The report allows governing and scientific bodies of MEAs, as well as national decision-makers, to better direct their programmes of work and other activities to address the needs of Arctic biodiversity and the region's local and Indigenous Peoples""""--From publisher website.",2010,"01-01","Protecting Arctic biodiversity : limitations and strengths of environmental agreements / Kathrine I. Johnsen, editor in chief ... [et al.]","","","","","","","#28474","Johnsen 2010","Laura  Dee (2024-08-21 03:34:38)(Select): Assessment so this would be included for flagging for the NLP but not coded?;","Intervention; Perspective paper; Transboundary unclear",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"52","Protecting Marine Biodiversity in Polar Areas Beyond National Jurisdiction","Rayfuse, Rosemary","Relatively little is known about polar marine biodiversity, which faces increasing threats from extractive and non-extractive activities and from the effects of climate change. The international legal regime for the protection of polar marine biodiversity in areas beyond national jurisdiction is currently inadequate, particularly in the Arctic. An important and useful outcome of this International Polar Year would be an international agreement for conservation and sustainable long-term management of marine biodiversity in the central Arctic Ocean areas beyond national jurisdiction. This agreement should incorporate the best elements of the Antarctic Treaty System together with modern conservation and management principles, and it should recognize the legitimate interests of the international community as a whole in the conservation and management of polar marine biodiversity.",2008,"04-01","Review of European Community and International Environmental Law","17","1","3-13","","https://doi.org/10.1111/j.1467-9388.2008.00583.x","","#28635","Rayfuse 2008","Laura  Dee (2024-08-08 09:07:57)(Select): polar MPA governance - if governance is a connection and flow..
; ","Intervention; Sociocultural",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"53","Integrating climate adaptation and transboundary management: Guidelines for designing climate-smart marine protected areas","Arafeh-Dalmau, Nur; Munguia-Vega, Adrian; Micheli, Fiorenza; Vilalta-Navas, Ainoa; Villaseñor-Derbez, Juan Carlos; Précoma-de La Mora, Magdalena; Schoeman, David S.; Medellín-Ortíz, Alfonso; Cavanaugh, Kyle C.; Sosa-Nishizaki, Oscar; Burnham, Theresa L.U.; Knight, Christopher J.; Woodson, C. Brock; Abas, Marina; Abadía-Cardoso, Alicia; Aburto-Oropeza, Octavio; Esgro, Michael W.; Espinosa-Andrade, Noemi; Beas-Luna, Rodrigo; Cardenas, Nirari; Carr, Mark H.; Dale, Katherine E.; Cisneros-Soberanis, Frida; Flores-Morales, Ana Laura; Fulton, Stuart; García-Rodríguez, Emiliano; Giron-Nava, Alfredo; Gleason, Mary G.; Green, Alison L.; Hernández-Velasco, Arturo; Ibarra-Macías, Beatriz; Johnson, Andrew F.; Lorda, Julio; Malpica-Cruz, Luis; Montaño-Moctezuma, Gabriela; Olguín-Jacobson, Carolina; Parés-Sierra, Alejandro; Raimondi, Peter T.; Ramírez-Ortiz, Georgina; Ramírez-Valdez, Arturo; Reyes-Bonilla, Héctor; Saarman, Emily; Saldaña-Ruiz, Luz Erandi; Smith, Alexandra; Soldatini, Cecilia; Suárez, Alvin; Torres-Moye, Guillermo; Walther, Mariana; Watson, Elizabeth Burke; Worden, Sara; Possingham, Hugh P.","Climate change poses an urgent threat to biodiversity that demands societal responses. The magnitude of this challenge is reflected in recent international commitments to protect 30% of the planet by 2030 while adapting to climate change. However, because climate change is global, interventions must transcend political boundaries. Here, using the California Bight as a case study, we provide 21 biophysical guidelines for designing climate-smart transboundary marine protected area (MPA) networks and conduct analyses to inform their application. We found that future climates and marine heatwaves could decrease ecological connectivity by 50% and hinder the recovery of vulnerable species in MPAs. To buffer the impacts of climate change, MPA coverage should be expanded, focusing on protecting critical nodes for the network and climate refugia, where impacts might be less severe. For shared ecoregions, these actions require international coordination. Our work provides the first comprehensive framework for integrating climate resilience for MPAs in transboundary ecoregions, which will support other nations’ aspirations.",2023,"","One Earth","6","11","1523-1541","","10.1016/j.oneear.2023.10.002","","#29273","Arafeh-Dalmau 2023","Tyler McIntosh (2024-09-03 09:28:16)(Select): c1: yes
c2: yes
c3: yes
c4: yes
c5: yes; ","Intervention; Sociocultural",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
